ticket,price,market_cap,sector,industry,volume,pct_change
ACFN,$15.94,39981633.00,Consumer Discretionary,Military/Government/Technical,6024,-4.551%
ACGC,$9.93,0.00,Finance,Blank Checks,291354,0.00%
ACGCU,$10.0734,0.00,Finance,Blank Checks,373,-0.165%
ACGL,$91.19,31860836530.00,Finance,Property-Casualty Insurers,2328522,3.226%
ACGLN,$16.36,5716013660.00,Finance,Property-Casualty Insurers,66367,-0.487%
ACGLO,$19.45,6795627487.00,Finance,Property-Casualty Insurers,26660,-0.664%
ACHC,$24.48,2251352821.00,Health Care,Medical Specialities,2509950,-2.896%
ACHV,$5.13,526640962.00,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,770194,-3.025%
ACIC,$10.28,498210403.00,Finance,Property-Casualty Insurers,310248,1.883%
ACIU,$2.25,228990539.00,Health Care,Biotechnology: Pharmaceutical Preparations,328085,-6.25%
ACIW,$42.80,4351115196.00,Technology,Computer Software: Prepackaged Software,709303,1.039%
ACLS,$147.16,4522800283.00,Technology,Industrial Machinery/Components,442201,-9.088%
ACMR,$76.29,5052295485.00,Technology,Industrial Machinery/Components,1900954,-15.426%
ACNB,$54.88,560436975.00,Finance,Major Banks,65073,1.386%
ACNT,$13.55,122467813.00,Industrials,Steel/Iron Ore,32406,-0.441%
ACOG,$5.82,126725285.00,,,45521,-1.523%
ACON,$3.57,8790233.00,Health Care,Medical Specialities,74716,1.133%
ACONW,$0.0275,67712.00,Health Care,Medical Specialities,2272,0.733%
ACRS,$4.36,608933645.00,Health Care,Biotechnology: Pharmaceutical Preparations,929022,-7.431%
ACRV,$1.43,61206472.00,Health Care,Biotechnology: Pharmaceutical Preparations,546255,-7.742%
ACT,$41.79,5833915134.00,Finance,Specialty Insurers,238515,2.051%
ACTG,$4.62,446241790.00,Miscellaneous,Multi-Sector Companies,293896,-1.702%
ACTU,$1.88,44980602.00,Health Care,Biotechnology: Pharmaceutical Preparations,63917,-3.093%
ACXP,$1.68,7220200.00,Health Care,Biotechnology: Pharmaceutical Preparations,96975,-5.085%
ADAC,$10.00,0.00,,,170,0.099%
ADAG,$3.32,219291292.00,Health Care,Biotechnology: Pharmaceutical Preparations,295335,-7.263%
ADAM,$8.98,806952750.00,Real Estate,Real Estate Investment Trusts,423847,-1.319%
ADAMG,$25.298,0.00,Real Estate,Real Estate Investment Trusts,5239,-0.264%
ADAMH,$25.69,0.00,Real Estate,Real Estate Investment Trusts,12629,-0.272%
ADAMI,$25.325,2293924546.00,Real Estate,Real Estate Investment Trusts,9107,-0.919%
ADAML,$24.10,2165652703.00,Real Estate,Real Estate Investment Trusts,7853,-0.578%
ADAMM,$25.27,2270790199.00,Real Estate,Real Estate Investment Trusts,7029,-0.473%
ADAMN,$23.66,2126113815.00,Real Estate,Real Estate Investment Trusts,11957,-0.211%
ADAMO,$25.36,0.00,Real Estate,Real Estate Investment Trusts,2840,-0.118%
ADAMZ,$18.26,1640863832.00,Real Estate,Real Estate Investment Trusts,1678,-0.599%
ADBE,$251.44,101632048000.00,Technology,Computer Software: Prepackaged Software,4909232,-2.701%
ADEA,$28.98,3196312846.00,Technology,Computer Software: Prepackaged Software,3000614,-10.445%
ADGM,$0.725,16102583.00,Health Care,Medical/Dental Instruments,59493,-3.32%
ADI,$401.39,195511866986.00,Technology,Semiconductors,7242617,-6.384%
ADIL,$2.21,4737402.00,Health Care,Biotechnology: Pharmaceutical Preparations,47559,-8.678%
ADMA,$7.97,1851624536.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2496190,-0.125%
ADP,$231.95,93393360230.00,Industrials,Diversified Commercial Services,2980686,0.277%
ADPT,$16.90,2704750225.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2164138,-6.527%
ADSE,$11.36,817943299.00,Consumer Discretionary,Industrial Specialties,1897,-0.699%
ADSK,$229.96,48521560000.00,Technology,Computer Software: Prepackaged Software,2684860,-1.575%
ADTN,$15.35,1243320835.00,Utilities,Telecommunications Equipment,2120549,-11.118%
ADTX,$0.0621,50669.00,Health Care,Biotechnology: Pharmaceutical Preparations,31303781,-19.351%
ADUR,$14.02,474895296.00,Industrials,Major Chemicals,928990,-11.935%
ADUS,$92.10,1719025870.00,Health Care,Medical/Nursing Services,179271,2.676%
ADV,$38.75,515192100.00,Consumer Discretionary,Business Services,145740,1.281%
ADVB,$4.17,6889395.00,Health Care,Medical Specialities,6569,-2.113%
ADXN,$5.86,9486561.00,Health Care,Biotechnology: Pharmaceutical Preparations,179,-12.537%
AEAQW,$0.38,0.00,,,106,0.00%
AEBI,$11.51,893168910.00,Industrials,Auto Manufacturing,108084,-5.15%
AEC,$4.20,76586899.00,Basic Materials,Metal Mining,74232,-10.638%
AEHL,$1.02,18515494.00,Industrials,Building Materials,1241708,-4.673%
AEHR,$98.45,3160644510.00,Industrials,Electrical Products,2354895,-15.552%
AEI,$1.36,52898329.00,Finance,Real Estate,12575,-6.849%
AEIS,$294.81,11211817990.00,Technology,Industrial Machinery/Components,717211,-8.136%
AEMD,$1.91,4464871.00,Health Care,Medical/Dental Instruments,195455,-10.329%
AENT,$5.57,283928689.00,Consumer Discretionary,Durable Goods,24338,-6.071%
AENTW,$0.31,15802135.00,Consumer Discretionary,Durable Goods,6000,-18.421%
AEP,$129.14,70265723832.00,Utilities,Electric Utilities: Central,3544575,1.056%
AERT,$0.7824,39284083.00,Consumer Discretionary,Professional Services,156612,-6.635%
AESPU,$10.05,0.00,,,410805,0.149%
AEVA,$23.01,1450569291.00,Consumer Discretionary,Auto Parts:O.E.M.,2990910,-5.697%
AEYE,$6.69,83580946.00,Technology,Computer Software: Prepackaged Software,107129,-7.469%
AFBI,$22.501,137141007.00,Finance,Banks,4939,0.004%
AFCG,$3.49,82115666.00,Finance,Real Estate,118411,-4.645%
AFJK,$40.40,0.00,,,738,-0.025%
AFJKR,$0.271,0.00,,,5501,-4.24%
AFJKU,$48.85,0.00,,,7,0.00%
AFRI,$9.78,263706111.00,Consumer Staples,Packaged Foods,15753,-1.709%
AFRIW,$0.65,17526480.00,Consumer Staples,Packaged Foods,642,-11.745%
AFRM,$63.61,21302897720.00,Finance,Finance: Consumer Services,3849311,-7.409%
AFYA,$14.44,1320575876.00,Real Estate,Other Consumer Services,40710,0.838%
AGCC,$15.07,561907555.00,Consumer Staples,Beverages (Production/Distribution),47575,-0.92%
AGEN,$3.23,134505052.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),434707,-4.86%
AGIO,$28.29,1682451819.00,Health Care,Biotechnology: Pharmaceutical Preparations,561352,-1.737%
AGMB,$9.92,488539912.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),97775,-16.569%
AGMH,$1.06,3708867.00,Technology,EDP Services,76046,-9.402%
AGNC,$10.17,11674440696.00,Real Estate,Real Estate Investment Trusts,10913521,-1.166%
AGNCL,$25.15,28870421191.00,Real Estate,Real Estate Investment Trusts,9640,0.399%
AGNCM,$25.0591,28766074420.00,Real Estate,Real Estate Investment Trusts,11910,-0.203%
AGNCN,$25.82,29639533803.00,Real Estate,Real Estate Investment Trusts,49932,0.389%
AGNCO,$25.525,29300894668.00,Real Estate,Real Estate Investment Trusts,16264,0.02%
AGNCP,$25.08,28790066142.00,Real Estate,Real Estate Investment Trusts,44873,-0.098%
AGNCZ,$25.39,29145924216.00,,,24062,-0.275%
AGNT,$4.75,780538639.00,Finance,Real Estate,997519,-0.628%
AGPU,$7.73,80427875.00,Health Care,Industrial Specialties,402111,-5.386%
AGRZ,$0.2765,5647094.00,Consumer Staples,Farming/Seeds/Milling,23175321,-7.679%
AGYS,$88.52,2493309999.00,Technology,EDP Services,238474,-1.006%
AHCO,$9.89,1345575563.00,Health Care,Medical/Nursing Services,920416,1.644%
AHG,$1.34,739493977.00,Consumer Discretionary,Business Services,13340,-8.219%
AHMA,$1.03,30616750.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,105259,-2.83%
AIAI,$11.72,824079963.00,Technology,EDP Services,108150,-7.205%
AIDX,$0.802,8510445.00,Health Care,Precision Instruments,175926,-7.752%
AIFA,$0.3458,13232053.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,587741,-13.766%
AIFC,$0.6357,88894070.00,Finance,Finance: Consumer Services,2295319,-11.45%
AIFF,$1.58,24603412.00,Technology,Computer Software: Prepackaged Software,304496,-7.602%
AIFU,$2.53,312490698.00,Finance,Specialty Insurers,363924,7.203%
AIHS,$1.1501,5241568.00,Finance,Finance: Consumer Services,2620,-3.353%
AIIO,$2.94,58163575.00,Industrials,Auto Manufacturing,1727276,-8.125%
AIIOW,$0.0441,872454.00,Industrials,Auto Manufacturing,48852,-17.261%
AIIR,$6.91,1108271420.00,Consumer Discretionary,Tobacco,3395,0.145%
AIMD,$1.95,16622857.00,Technology,Computer peripheral equipment,100906,-12.556%
AIMDW,$0.13,1108190.00,Technology,Computer peripheral equipment,4244,6.122%
AIOS,$14.50,47114198.00,Industrials,Metal Fabrications,3557,-7.643%
AIOT,$3.84,515125544.00,Telecommunications,Telecommunications Equipment,2261320,-9.22%
AIP,$34.28,1582775543.00,Technology,Semiconductors,862438,-7.825%
AIRE,$2.10,11265979.00,Finance,Real Estate,98322,-9.091%
AIRG,$6.79,86068546.00,Technology,Radio And Television Broadcasting And Communications Equipment,127215,-5.956%
AIRJ,$4.87,333462244.00,Industrials,Industrial Machinery/Components,3811451,-15.889%
AIRJW,$1.19,81482561.00,Industrials,Industrial Machinery/Components,81018,-20.667%
AIRO,$8.29,260684389.00,Industrials,Aerospace,636809,-11.526%
AIRS,$5.11,360488430.00,Health Care,Medical/Nursing Services,908179,-10.508%
AIRT,$21.482,58058091.00,Consumer Discretionary,Air Freight/Delivery Services,1205,-4.525%
AIRTP,$19.45,52566329.00,Consumer Discretionary,Air Freight/Delivery Services,477,0.258%
AISP,$2.76,94977297.00,Technology,Computer Software: Prepackaged Software,1015237,-12.102%
AISPW,$0.86,29594375.00,Technology,Computer Software: Prepackaged Software,38855,-18.868%
AIXC,$1.16,23472592.00,Health Care,Biotechnology: Pharmaceutical Preparations,30137,-10.078%
AIXI,$8.85,8074935.00,Technology,Computer Software: Prepackaged Software,221820,3.027%
AKAM,$149.32,21708955543.00,Consumer Discretionary,Business Services,3023535,-6.076%
AKAN,$15.63,8352953.00,Health Care," Medicinal Chemicals and Botanical Products ",84051,-4.637%
AKBA,$0.9353,250901935.00,Health Care,Biotechnology: Pharmaceutical Preparations,1848151,-3.607%
AKTS,$18.87,1043085425.00,Health Care,Biotechnology: Pharmaceutical Preparations,138646,-5.128%
AKTX,$15.07,23725334.00,Health Care,Biotechnology: Pharmaceutical Preparations,60263,-4.861%
ALAB,$317.06,54346601139.00,Technology,Semiconductors,7315044,-11.448%
ALAR,$8.91,64601697.00,Technology,Computer Software: Prepackaged Software,87813,-8.428%
ALBT,$0.3571,4302216.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),116880,1.449%
ALCO,$40.97,303846917.00,,,21502,1.361%
ALDF,$10.67,0.00,,,14,0.00%
ALDFU,$11.09,0.00,Finance,Blank Checks,1314,0.00%
ALDX,$1.63,98323341.00,Health Care,Biotechnology: Pharmaceutical Preparations,981471,-7.386%
ALEC,$1.635,181526181.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),364377,-9.669%
ALF,$10.87,0.00,,,4853,0.092%
ALFUU,$10.92,0.00,Finance,Blank Checks,4,0.00%
ALFUW,$0.1701,0.00,Finance,Blank Checks,200,-5.50%
ALGM,$46.39,8638857414.00,Technology,Semiconductors,2137392,-13.484%
ALGN,$167.74,12013224623.00,Health Care,Industrial Specialties,494463,-0.327%
ALGS,$4.91,30384175.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),128440,-8.052%
ALGT,$84.12,1550944835.00,Consumer Discretionary,Air Freight/Delivery Services,610445,-0.414%
ALHC,$15.37,3177498860.00,Health Care,Medical Specialities,4302119,1.991%
ALIS,$10.10,0.00,,,5762,0.099%
ALISR,$0.53,0.00,Finance,Blank Checks,36663,-4.107%
ALISU,$10.68,0.00,,,17,0.00%
ALKS,$42.80,7133724540.00,Health Care,Biotechnology: Pharmaceutical Preparations,1312056,-1.337%
ALKT,$15.89,1700534675.00,Technology,Computer Software: Prepackaged Software,1316912,-1.792%
ALLO,$1.88,648890575.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),7989136,-7.843%
ALLR,$1.61,24891766.00,Health Care,Biotechnology: Pharmaceutical Preparations,157009,-5.294%
ALLT,$7.395,361786317.00,Telecommunications,Computer Communications Equipment,515586,-4.704%
ALM,$16.31,4627829557.00,Basic Materials,Other Metals and Minerals,18645926,-21.132%
ALMR,$20.54,1423651760.00,Industrials,Biotechnology: Laboratory Analytical Instruments,280034,-4.421%
ALMS,$19.06,2429997139.00,Health Care,Biotechnology: Pharmaceutical Preparations,1436491,-6.523%
ALMU,$22.59,413517518.00,Technology,Semiconductors,1379763,-16.979%
ALNT,$84.86,1442324008.00,Industrials,Electrical Products,295826,-5.501%
ALNY,$303.05,40460985248.00,Health Care,Biotechnology: Pharmaceutical Preparations,1004445,-0.194%
ALOT,$14.49,111469252.00,Technology,Computer peripheral equipment,52880,-4.859%
ALOV,$9.92,0.00,,,10,0.00%
ALOVU,$10.04,0.00,Finance,Blank Checks,14,0.00%
ALOY,$12.48,763944455.00,Technology,EDP Services,2371985,-9.17%
ALP,$0.27,6327339.00,Energy,Oil & Gas Production,17799509,-1.46%
ALPS,$0.71,118144231.00,,,228418,1.385%
ALRM,$45.37,2244026651.00,Technology,Computer Software: Prepackaged Software,436656,0.845%
ALRS,$28.95,727474302.00,Finance,Major Banks,199064,0.836%
ALT,$2.71,527024957.00,Health Care,Biotechnology: Pharmaceutical Preparations,3129260,-7.192%
ALTI,$2.98,451821163.00,Finance,Investment Managers,128911,-1.974%
ALTO,$5.43,420744381.00,Industrials,Major Chemicals,2086453,-1.63%
ALVO,$3.54,1104650954.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),694133,-5.348%
ALVOW,$0.1825,56948813.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),9011,-13.095%
ALXO,$1.54,207226892.00,Health Care,Biotechnology: Pharmaceutical Preparations,858478,-1.282%
ALZN,$1.11,4223263.00,Health Care,Biotechnology: Pharmaceutical Preparations,17284,-2.632%
AMAL,$42.42,1266972860.00,Finance,Major Banks,93693,0.118%
AMAN,$10.09,0.00,Finance,Blank Checks,1001180,0.099%
AMAT,$453.01,359671561384.00,Technology,Semiconductors,11909388,-9.705%
AMBA,$63.52,2786507111.00,Technology,Semiconductors,2125400,-11.839%
AMBR,$1.46,137641866.00,Finance,Finance: Consumer Services,44887,-5.806%
AMCI,$4.76,107577728.00,Consumer Discretionary,Home Furnishings,67200,-8.637%
AMCX,$9.80,430491578.00,Telecommunications,Cable & Other Pay Television Services,461948,0.513%
AMD,$466.38,760479526017.00,Technology,Semiconductors,46901727,-10.86%
AMGN,$349.58,188671218425.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3451239,1.152%
AMIX,$0.41,4677831.00,Health Care,Medical/Dental Instruments,102694,0.985%
AMKR,$64.95,16099320044.00,Technology,Semiconductors,5688699,-12.016%
AMLX,$13.32,1481001742.00,Health Care,Biotechnology: Pharmaceutical Preparations,1738371,-6.918%
AMOD,$0.212,11483957.00,Miscellaneous,Multi-Sector Companies,412102,-4.762%
AMODW,$0.04,2166784.00,Miscellaneous,Multi-Sector Companies,5,0.00%
AMPG,$5.18,131254979.00,Telecommunications,Telecommunications Equipment,6295058,-11.905%
AMPGR,$0.79,20017651.00,Telecommunications,Telecommunications Equipment,308810,-38.281%
AMPGZ,$0.97,24578635.00,Telecommunications,Telecommunications Equipment,730928,-32.168%
AMPH,$19.74,870394221.00,Health Care,Biotechnology: Pharmaceutical Preparations,750319,5.561%
AMPL,$7.66,1015863424.00,Technology,Computer Software: Prepackaged Software,2847875,-1.161%
AMRN,$13.93,292099688.00,Health Care,Biotechnology: Pharmaceutical Preparations,161288,0.942%
AMRX,$13.75,4386563390.00,Health Care,Biotechnology: Pharmaceutical Preparations,1295293,1.701%
AMSC,$42.34,2019382801.00,Consumer Discretionary,Metal Fabrications,1821260,-8.75%
AMSF,$31.70,592909541.00,Finance,Property-Casualty Insurers,261195,2.956%
AMSS,$3.38,48311347.00,Consumer Staples,Beverages (Production/Distribution),184140,-9.867%
AMST,$1.35,7901530.00,Technology,Computer Software: Prepackaged Software,129223,-2.878%
AMTX,$2.25,158324573.00,Industrials,Major Chemicals,969812,-8.537%
AMZN,$246.03,2646571634539.00,Consumer Discretionary,Catalog/Specialty Distribution,55608027,-3.058%
ANAB,$50.37,1465812434.00,Health Care,Biotechnology: Pharmaceutical Preparations,612064,-2.516%
ANDE,$72.81,2479475817.00,Industrials,Farming/Seeds/Milling,242753,-0.219%
ANGH,$3.50,31726828.00,Consumer Discretionary,Telecommunications Equipment,2405,-1.127%
ANGHW,$0.01,90648.00,Consumer Discretionary,Telecommunications Equipment,124287,-10.714%
ANGI,$5.92,239895846.00,Consumer Discretionary,Advertising,855242,-8.359%
ANGO,$11.94,493347845.00,Health Care,Medical/Dental Instruments,385762,-0.748%
ANIK,$14.48,192665436.00,Health Care,Medical/Dental Instruments,42684,-2.096%
ANIP,$81.11,1821582006.00,Health Care,Biotechnology: Pharmaceutical Preparations,338206,2.412%
ANIX,$2.48,83149088.00,Health Care,Biotechnology: Pharmaceutical Preparations,110186,-5.344%
ANL,$9.95,724951796.00,Health Care,Biotechnology: Pharmaceutical Preparations,147134,-9.545%
ANNA,$3.04,203480576.00,Energy,Oil & Gas Production,208856,-5.59%
ANNAW,$0.26,17402944.00,Energy,Oil & Gas Production,176492,-16.129%
ANNX,$5.29,866727026.00,Health Care,Biotechnology: Pharmaceutical Preparations,1762582,-2.936%
ANPA,$5.87,88647302.00,Consumer Discretionary,Other Consumer Services,4367,-1.839%
ANSC,$11.37,0.00,,,30,0.00%
ANTA,$7.09,170106938.00,Finance,Investment Bankers/Brokers/Service,2357,-2.476%
ANTX,$3.82,137581735.00,Health Care,Biotechnology: Pharmaceutical Preparations,178159,-8.393%
ANY,$4.04,17145041.00,Finance,Finance: Consumer Services,1412258,-6.912%
AOSL,$42.01,1257341572.00,Technology,Semiconductors,1108024,-16.398%
AOUT,$9.81,123564406.00,Consumer Discretionary,Recreational Games/Products/Toys,28610,-1.308%
APA,$36.57,12926406201.00,Energy,Oil & Gas Production,3605247,-4.317%
APAC,$10.14,0.00,,,173,-0.099%
APACU,$10.35,0.00,Finance,Blank Checks,5,0.00%
APC,$19.70,247633393.00,Energy,Oil Refining/Marketing,65069,-1.154%
APEI,$52.65,965784643.00,Real Estate,Other Consumer Services,144479,-0.642%
APGE,$86.92,6552844475.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1308209,-4.378%
API,$4.81,406684466.00,Technology,Computer Software: Prepackaged Software,676632,-0.414%
APLD,$39.62,11322189135.00,Finance,Finance: Consumer Services,21846482,-10.26%
APLM,$14.00,30744728.00,Health Care,Biotechnology: Pharmaceutical Preparations,19132,0.00%
APLMW,$0.0131,28768.00,Health Care,Biotechnology: Pharmaceutical Preparations,9010,-2.239%
APM,$1.01,8225195.00,Health Care,Biotechnology: Pharmaceutical Preparations,1174337,-7.339%
APMCU,$9.98,0.00,Finance,Blank Checks,375157,0.10%
APOG,$37.01,790200695.00,Consumer Discretionary,Auto Parts:O.E.M.,174001,-0.963%
APP,$557.20,187185768000.00,Technology,Computer Software: Programming Data Processing,5547050,-0.299%
APPF,$166.94,5902753499.00,Technology,Computer Software: Prepackaged Software,393098,2.01%
APPN,$24.73,1815481728.00,Technology,Computer Software: Prepackaged Software,1171233,0.651%
APPS,$9.01,1087164431.00,Miscellaneous,Multi-Sector Companies,7170657,-3.326%
APRE,$0.7414,9180590.00,Health Care,Biotechnology: Pharmaceutical Preparations,108954,-4.373%
APURU,$10.035,0.00,Finance,Blank Checks,58433,0.15%
APVO,$4.72,5881616.00,Health Care,Biotechnology: Pharmaceutical Preparations,28436,-7.087%
APWC,$1.33,54839164.00,Industrials,Telecommunications Equipment,6790,-2.92%
APXT,$10.04,0.00,Technology,Computer Software: Prepackaged Software,601,0.00%
APXTU,$10.25,0.00,Finance,Blank Checks,101,0.00%
APXTW,$0.275,0.00,Finance,Blank Checks,1990,-6.143%
APYX,$4.47,187176561.00,Health Care,Medical/Dental Instruments,318988,4.196%
AQB,$0.98,5044260.00,Consumer Staples,Meat/Poultry/Fish,20872,-0.749%
AQMS,$3.49,11733401.00,Industrials,Metal Fabrications,82228,-10.283%
AQST,$3.93,493018968.00,Health Care,Biotechnology: Pharmaceutical Preparations,1235016,-5.072%
ARAI,$0.4567,23684164.00,Consumer Discretionary,Diversified Commercial Services,1688332,-9.042%
ARAY,$0.3419,40673688.00,Health Care,Medical/Dental Instruments,3680221,-6.457%
ARBB,$5.61,9903086.00,Technology,EDP Services,12715,4.256%
ARBE,$0.91,99361182.00,Technology,EDP Services,4852877,-14.953%
ARBEW,$0.0369,4029041.00,Technology,EDP Services,105584,-29.038%
ARBK,$3.44,45957272.00,Finance,Finance: Consumer Services,41163,-1.714%
ARCB,$155.09,3452889640.00,Industrials,Trucking Freight/Courier Services,491836,6.168%
ARCC,$18.79,13491649258.00,Finance,Finance: Consumer Services,4402810,-0.582%
ARCI,$9.98,0.00,,,10553,-0.05%
ARCIU,$10.10,0.00,Finance,Blank Checks,132,0.00%
ARCL,$9.89,0.00,Finance,Blank Checks,761,-0.101%
ARCLU,$10.20,0.00,Finance,Blank Checks,77,0.00%
ARCT,$7.30,207488404.00,Health Care,Biotechnology: Pharmaceutical Preparations,412918,-9.204%
ARDX,$5.56,1373483392.00,Health Care,Biotechnology: Pharmaceutical Preparations,4589719,2.963%
AREC,$2.11,225709384.00,Energy,Coal Mining,4524881,-11.345%
ARGX,$891.32,55317893332.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),796016,5.824%
ARHS,$6.33,895948605.00,Consumer Discretionary,Other Specialty Stores,940111,-4.669%
ARKO,$7.49,840271050.00,Consumer Staples,Food Chains,518648,-3.479%
ARKR,$6.25,22538481.00,Consumer Discretionary,Restaurants,404,0.00%
ARLP,$25.62,3296238482.00,Energy,Coal Mining,250655,-1.462%
ARM,$342.93,364896467568.00,Technology,Semiconductors,14885149,-12.838%
AROW,$37.46,619177052.00,Finance,Major Banks,61664,1.49%
ARQ,$2.60,111608271.00,Industrials,Major Chemicals,273846,-2.256%
ARQQ,$12.14,292459702.00,Technology,Computer Software: Prepackaged Software,803149,-14.627%
ARQQW,$0.0575,1385209.00,Technology,Computer Software: Prepackaged Software,45678,-11.128%
ARQT,$21.23,2655520030.00,Health Care,Biotechnology: Pharmaceutical Preparations,1209430,-3.28%
ARRY,$8.09,1244455398.00,Consumer Discretionary,Miscellaneous manufacturing industries,8426927,-11.001%
ARTC,$9.92,0.00,Finance,Blank Checks,56232,0.00%
ARTCU,$10.03,0.00,,,1030,0.10%
ARTL,$1.38,4810045.00,Health Care,Biotechnology: Pharmaceutical Preparations,287519,-3.497%
ARTNA,$32.96,340293476.00,Utilities,Water Supply,32223,1.634%
ARTV,$6.85,169309203.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),361077,-10.807%
ARTW,$2.60,13471604.00,Industrials,Industrial Machinery/Components,9269,-0.763%
ARVN,$7.42,478747289.00,Health Care,Biotechnology: Pharmaceutical Preparations,650000,-4.134%
ARWR,$73.09,10295239665.00,Health Care,Biotechnology: Pharmaceutical Preparations,1227987,-2.754%
ARXS,$39.41,16171291828.00,Industrials,Military/Government/Technical,1262475,-6.122%
ASBP,$5.34,6916550.00,Health Care,Biotechnology: Pharmaceutical Preparations,87245,-11.736%
ASBPW,$0.0224,29013.00,Health Care,Biotechnology: Pharmaceutical Preparations,125794,22.404%
ASLE,$6.37,301000521.00,Consumer Discretionary,Industrial Specialties,304327,0.315%
ASMB,$22.90,363940723.00,Health Care,Biotechnology: Pharmaceutical Preparations,130640,-5.019%
ASML,$1641.74,632755597337.00,Technology,Industrial Machinery/Components,2744636,-6.585%
ASND,$210.45,13043145514.00,Health Care,Biotechnology: Pharmaceutical Preparations,592767,-3.834%
ASO,$51.75,3338295935.00,Consumer Discretionary,Other Specialty Stores,1304617,1.272%
ASPC,$10.76,0.00,Finance,Blank Checks,5063,-0.646%
ASPCR,$0.1288,0.00,Finance,Blank Checks,514,28.671%
ASPCU,$11.05,0.00,Finance,Blank Checks,1166,0.00%
ASPI,$6.71,844812129.00,Industrials,Major Chemicals,8390737,-15.809%
ASPS,$6.14,69252747.00,Consumer Discretionary,Other Consumer Services,9356,-0.406%
ASPSW,$0.406,4579253.00,Consumer Discretionary,Other Consumer Services,17357,2.216%
