ticket,price
ALEC,$1.45
ALF,$10.23
ALFUW,$0.1401
ALGM,$26.78
ALGN,$166.20
ALGS,$11.44
ALGT,$54.23
ALHC,$15.79
ALKS,$34.03
ALKT,$25.26
ALLK,$0.247
ALLO,$1.94
ALLR,$0.9586
ALLT,$5.56
ALMS,$4.57
ALNT,$23.65
ALNY,$241.76
ALOT,$10.84
ALRM,$58.49
ALRS,$18.29
ALT,$5.92
ALTI,$2.66
ALTO,$1.32
ALTR,$111.35
ALTS,$4.64
ALVO,$11.30
ALVOW,$1.83
ALVR,$9.65
ALXO,$0.8301
ALZN,$0.6772
AMAL,$29.14
AMAT,$155.66
AMBA,$54.78
AMBR,$11.88
AMCX,$6.99
AMD,$100.97
AMED,$92.57
AMGN,$313.71
AMIX,$1.85
AMKR,$19.61
AMLX,$3.625
AMOD,$1.66
AMODW,$0.07
AMPG,$1.86
AMPGW,$0.3867
AMPH,$26.66
AMPL,$11.75
AMRK,$27.75
AMRN,$0.4138
AMRX,$8.75
AMSC,$20.00
AMSF,$51.20
AMST,$2.50
AMTX,$1.68
AMWD,$59.02
AMZN,$197.95
ANAB,$16.73
ANDE,$41.91
ANEB,$1.71
ANGH,$0.676
ANGHW,$0.0147
ANGI,$1.57
ANGO,$9.01
ANIK,$15.91
ANIP,$62.49
ANIX,$2.96
ANL,$2.28
ANNA,$5.60
ANNAW,$0.1999
ANNX,$2.60
ANSC,$10.62
ANSCW,$0.3801
ANSS,$322.68
ANTE,$0.8134
ANTX,$1.40
ANY,$0.493
AOSL,$26.65
AOUT,$12.81
APA,$19.61
APCX,$0.3702
APCXW,$0.1898
APDN,$2.26
APEI,$21.68
APGE,$39.94
API,$5.70
APLD,$7.00
APLM,$7.69
APLMW,$0.0106
APLS,$24.66
APLT,$0.5134
APM,$0.902
APOG,$48.41
APP,$292.89
APPF,$216.74
APPN,$30.18
APPS,$3.35
APRE,$2.40
APTO,$3.69
APVO,$2.41
APWC,$1.5611
APYX,$1.00
AQB,$0.6451
AQMS,$2.05
AQST,$2.84
ARAY,$1.83
ARBB,$0.6932
ARBE,$1.22
ARBEW,$0.2606
ARBK,$0.4112
ARBKL,$7.98
ARCB,$73.35
ARCC,$21.28
ARCT,$14.08
ARDX,$5.47
AREB,$0.2143
AREC,$0.48
ARGX,$604.96
ARHS,$8.85
ARKO,$3.90
ARKOW,$0.0669
ARKR,$10.10
ARLP,$25.19
ARM,$117.94
AROW,$26.30
ARQ,$4.97
ARQQ,$15.00
ARQQW,$2.07
ARQT,$14.62
ARRY,$6.08
ARTL,$0.96
ARTNA,$31.97
ARTV,$5.10
ARTW,$1.67
ARVN,$8.43
ARWR,$15.36
ASBP,$0.62
ASBPW,$0.0699
ASLE,$8.39
ASMB,$10.86
ASML,$714.00
ASND,$152.98
ASNS,$0.758
ASO,$45.10
ASPCR,$0.15
ASPCU,$10.20
ASPI,$4.23
ASPS,$0.86
ASRT,$0.7223
ASRV,$2.45
ASST,$0.525
ASTC,$6.49
ASTE,$36.65
ASTH,$29.34
ASTI,$1.77
ASTL,$6.55
ASTLW,$0.55
ASTS,$28.15
ASUR,$9.53
ASYS,$4.94
ATAI,$1.48
ATAT,$31.25
ATCOL,$25.1383
ATEC,$9.29
ATER,$2.14
ATEX,$37.97
ATGL,$24.9015
ATHA,$0.3353
ATHE,$3.94
ATIIU,$10.04
ATLC,$48.64
ATLCL,$24.0126
ATLCP,$23.5999
ATLCZ,$25.06
ATLN,$4.94
ATLO,$17.98
ATLX,$5.45
ATMC,$11.60
ATMCR,$0.1871
ATMCW,$0.0133
ATMVR,$0.1901
ATNF,$1.07
ATNFW,$0.0085
ATNI,$22.18
ATOM,$5.90
ATOS,$0.7197
ATPC,$1.02
ATRA,$7.25
ATRC,$33.31
ATRO,$24.77
ATSG,$22.335
ATXG,$0.919
ATXI,$0.79
ATXS,$6.45
ATYR,$3.97
AUBN,$20.97
AUDC,$10.41
AUID,$4.7439
AUPH,$8.16
AUR,$6.97
AURA,$7.35
AUROW,$1.40
AUTL,$1.87
AUUD,$0.299
AVAH,$5.19
AVAV,$129.45
AVBP,$21.00
AVDL,$8.33
AVDX,$7.92
AVGO,$195.54
AVIR,$3.08
AVNW,$19.065
AVO,$10.10
AVPT,$14.66
AVPTW,$4.3314
AVR,$6.86
AVT,$47.79
AVTE,$2.47
AVTX,$7.39
AVXL,$9.43
AWH,$0.14
AWRE,$1.64
AXDX,$1.15
AXGN,$17.25
AXON,$556.26
AXSM,$121.91
AXTI,$1.80
AYRO,$0.557
AYTU,$1.2049
AZ,$6.75
AZI,$0.5001
AZN,$77.60
AZTA,$36.80
BACK,$0.569
BACQ,$9.99
BACQR,$0.18
BACQU,$10.19
BAER,$1.835
BAERW,$0.095
BAFN,$18.58
BAND,$14.85
BANF,$111.56
BANFP,$26.47
BANL,$1.149
BANR,$64.01
BANX,$21.08
BAOS,$2.37
BASE,$13.68
BATRA,$42.045
BATRK,$38.48
BAYA,$10.85
BAYAR,$0.18
BBCP,$5.64
BBGI,$5.81
BBIO,$32.97
BBLG,$0.83
BBLGW,$20.20
BBNX,$14.67
BBSI,$39.825
BCAB,$0.3438
BCAL,$14.92
BCAX,$12.42
BCBP,$9.91
BCDA,$2.60
BCG,$1.92
BCGWW,$0.08
BCLI,$1.59
BCML,$25.02
BCPC,$167.72
BCRX,$7.70
BCTX,$3.84
BCTXW,$0.1046
BCYC,$9.69
BDMD,$6.07
BDRX,$1.90
BDSX,$0.7221
BDTX,$1.72
BEAG,$10.05
BEAGR,$0.23
BEAGU,$10.27
BEAM,$24.23
BEAT,$2.05
BEATW,$0.5575
BECN,$118.34
BEEM,$2.21
BELFA,$76.29
BELFB,$76.39
BENF,$0.319
BENFW,$0.0072
BETR,$11.83
BETRW,$0.084
BFC,$100.805
BFIN,$12.69
BFRG,$1.72
BFRGW,$0.67
BFRI,$0.9255
BFRIW,$0.0565
BFST,$24.40
BGC,$8.81
BGFV,$0.99
BGLC,$0.35
BGM,$9.60
BHAT,$0.027
BHF,$55.60
BHFAL,$21.71
BHFAM,$15.23
BHFAN,$16.76
BHFAO,$22.28
BHFAP,$21.16
BHIL,$0.779
BHRB,$58.74
BHST,$5.85
BIAF,$0.367
BIDU,$93.82
BIGC,$5.97
BIIB,$139.44
BILI,$21.44
BIOA,$4.35
BIOX,$4.63
BIRD,$5.37
BITF,$1.11
BIVI,$1.08
BJDX,$4.0429
BJRI,$32.36
BKHAR,$2.00
BKNG,$4465.48
BKR,$42.84
BKYI,$1.20
BL,$49.89
BLBD,$34.26
BLBX,$3.27
BLDE,$3.14
BLDEW,$0.26
BLDP,$1.32
BLFS,$25.00
BLFY,$9.30
BLIN,$1.48
BLKB,$63.45
BLMN,$8.55
BLMZ,$0.256
BLNE,$3.72
BLNK,$0.9542
BLRX,$3.16
BLTE,$67.445
BLUE,$3.75
BLZE,$5.18
BMBL,$4.82
BMEA,$2.54
BMGL,$4.0893
BMR,$2.49
BMRA,$0.6215
BMRC,$22.63
BMRN,$69.44
BNAI,$0.3704
BNGO,$3.47
BNR,$5.96
BNRG,$1.23
BNTC,$14.97
BNTX,$99.47
BNZI,$1.12
BNZIW,$0.025
BOF,$1.90
BOKF,$101.93
BOLD,$1.68
BOLT,$0.414
BON,$1.44
BOOM,$8.09
BOSC,$3.83
BOTJ,$13.12
BOWN,$3.93
BOWNR,$0.29
BOWNU,$4.99
BOXL,$1.41
BPMC,$89.58
BPOP,$90.11
BPOPM,$25.10
BPRN,$30.02
BPYPM,$15.29
BPYPN,$13.84
BPYPO,$14.85
BPYPP,$15.60
BRAG,$4.25
BREA,$0.6751
BRFH,$3.1499
BRID,$10.19
BRKL,$10.93
BRKR,$45.97
BRLS,$5.945
BRLSW,$0.1001
BRLT,$1.49
BRNS,$1.06
BROG,$1.28
BRTX,$1.77
BRY,$3.375
BRZE,$35.28
BSBK,$7.83
BSET,$15.09
BSGM,$0.6135
BSII,$10.02
BSIIW,$0.20
BSLK,$0.3303
BSRR,$28.555
BSVN,$38.86
BSY,$41.44
BTAI,$2.13
BTBD,$1.48
BTBT,$2.44
BTCS,$1.87
BTCT,$4.34
BTCTW,$0.0316
BTDR,$10.35
BTM,$1.37
BTMD,$3.76
BTMWW,$0.0699
BTOC,$1.13
BTOG,$0.31
BTSG,$17.42
BTSGU,$63.47
BUJA,$11.31
BUJAR,$0.21
BUJAU,$12.72
BUJAW,$0.0275
BUSE,$22.08
BVFL,$15.11
BVS,$9.61
BWAY,$10.21
BWB,$13.90
BWBBP,$19.01
BWEN,$1.48
BWFG,$29.33
BWIN,$39.97
BWMN,$23.29
BYFC,$7.23
BYND,$3.39
BYRN,$20.85
BYSI,$1.7406
BZ,$19.75
BZAI,$3.52
BZAIW,$0.4206
BZFD,$2.20
BZFDW,$0.0756
BZUN,$3.38
CAAS,$4.43
CABA,$1.82
CAC,$41.31
CACC,$478.21
CADL,$8.75
CAKE,$46.19
CALC,$1.98
CALM,$83.03
CAMP,$5.55
CAMT,$65.89
CAN,$1.11
CAPR,$13.23
CAPS,$2.50
CAPT,$0.57
CAPTW,$0.0126
CAR,$61.95
CARA,$5.13
CARE,$16.56
CARG,$30.78
CARM,$0.411
CART,$38.57
CARV,$1.38
CASH,$71.90
CASI,$2.225
CASK,$0.494
CASS,$43.16
CASY,$395.63
CATY,$43.37
CBAT,$0.85
CBFV,$27.70
CBLL,$21.03
CBNK,$28.27
CBRL,$40.26
CBSH,$60.71
CBUS,$2.20
CCAP,$17.12
CCB,$84.13
CCBG,$35.32
CCCC,$2.03
CCCS,$9.32
CCD,$21.73
CCEC,$19.61
CCEP,$83.40
CCG,$0.9801
CCGWW,$0.025
CCIR,$11.49
CCIRU,$12.07
CCIRW,$1.50
CCIX,$10.62
CCIXW,$0.65
CCLD,$1.47
CCLDO,$19.60
CCNE,$22.80
CCNEP,$24.7772
CCOI,$68.52
CCRN,$15.58
CCSI,$23.87
CCTG,$1.58
CDIO,$0.4243
CDIOW,$0.0303
CDLX,$2.47
CDNA,$18.90
CDNS,$247.43
CDRO,$7.06
CDROW,$0.635
CDT,$1.09
CDTG,$1.314
CDTX,$22.05
CDW,$167.00
CDXC,$7.84
CDXS,$2.78
CDZI,$3.57
CDZIP,$18.51
CEAD,$8.50
CECO,$23.25
CEG,$216.46
CELC,$10.03
CELH,$27.08
CELU,$1.55
CELUW,$0.07
CELZ,$3.27
CENN,$0.9871
CENT,$36.61
CENTA,$32.34
CENX,$19.95
CEP,$10.35
CEPO,$10.12
CERO,$1.02
CEROW,$0.013
CERS,$1.45
CERT,$10.92
CETX,$1.69
CETY,$0.5481
CEVA,$30.85
CFBK,$21.73
CFFI,$71.55
CFFN,$5.69
CFLT,$26.36
CFSB,$7.81
CG,$42.36
CGABL,$17.78
CGBD,$16.75
CGBDL,$25.50
CGBS,$0.2633
CGBSW,$0.0403
CGC,$1.10
CGEM,$8.79
CGEN,$1.65
CGNT,$8.32
CGNX,$31.51
CGO,$10.48
CGON,$27.80
CGTL,$3.41
CGTX,$0.4474
CHAR,$10.07
CHARR,$0.18
CHCI,$6.41
CHCO,$117.95
CHDN,$110.50
CHEF,$52.46
CHEK,$0.77
CHI,$10.03
CHKP,$224.84
CHMG,$48.81
CHNR,$0.56
CHR,$1.72
CHRD,$106.21
CHRS,$0.9201
CHRW,$98.38
CHSCL,$25.84
CHSCM,$25.24
CHSCN,$25.62
CHSCO,$26.84
CHSCP,$28.26
CHSN,$0.2326
CHTR,$351.50
CHW,$6.535
CHX,$29.37
CHY,$10.32
CIFR,$3.04
CIFRW,$0.50
CIGI,$122.75
CINF,$145.39
CING,$3.59
CISO,$1.13
CISS,$0.7101
CIVB,$19.36
CJET,$1.18
CJMB,$5.30
CKPT,$3.97
CLAR,$4.04
CLBK,$15.20
CLBT,$18.25
CLDX,$20.42
CLEU,$1.91
CLFD,$29.46
CLGN,$3.2681
CLIK,$1.26
CLIR,$0.8051
CLLS,$1.24
CLMB,$111.66
CLMT,$12.06
CLNE,$1.76
CLNN,$4.43
CLNNW,$0.0397
CLOV,$3.66
CLPS,$1.22
CLPT,$12.80
CLRB,$0.3156
CLRCR,$0.2162
CLRCU,$12.04
CLRCW,$0.0196
CLRO,$0.6421
CLSD,$0.8897
CLSK,$7.97
CLSKW,$0.3799
CLST,$11.70
CLWT,$1.31
CLYM,$1.35
CMBM,$0.60
CMCO,$18.34
CMCSA,$35.43
CMCT,$0.2907
CME,$258.68
CMLS,$0.4611
CMMB,$1.41
CMND,$1.14
CMPO,$11.02
CMPOW,$3.88
CMPR,$41.88
CMPS,$3.48
CMPX,$2.46
CMRX,$8.46
CMTL,$1.76
CNCK,$6.53
CNCKW,$0.83
CNDT,$3.13
CNET,$1.45
CNEY,$0.1762
CNFR,$0.81
CNFRZ,$22.00
CNOB,$23.33
CNOBP,$22.8658
CNSP,$3.12
CNTA,$17.14
CNTB,$0.8561
CNTM,$0.711
CNTX,$0.706
CNTY,$1.90
CNVS,$3.66
CNXC,$45.02
CNXN,$60.51
COCH,$1.43
COCHW,$0.0271
COCO,$34.68
COCP,$1.6444
CODA,$6.62
CODX,$0.4843
COEP,$11.06
COEPW,$0.0224
COFS,$28.59
COGT,$7.14
COHU,$17.03
COIN,$183.12
COKE,$1318.47
COLB,$24.77
COLL,$29.46
COLM,$78.42
COMM,$5.07
COO,$81.22
COOP,$101.56
COOT,$1.41
COOTW,$0.0254
CORT,$56.01
CORZ,$8.81
CORZW,$4.08
CORZZ,$8.75
COSM,$0.4843
COST,$903.92
COYA,$6.49
CPB,$38.42
CPBI,$14.76
CPHC,$19.045
CPIX,$5.46
CPOP,$0.6303
CPRT,$52.65
CPRX,$21.02
CPSH,$1.52
CPSS,$8.685
CPZ,$15.48
CRAI,$172.33
CRBP,$6.79
CRBU,$1.01
CRCT,$5.38
CRDF,$4.00
CRDL,$1.13
CRDO,$49.15
CREG,$0.686
CRESW,$0.82
CRESY,$10.83
CREV,$2.77
CREVW,$0.0301
CREX,$1.88
CRGO,$2.41
CRGOW,$0.20
CRGX,$4.21
CRIS,$2.84
CRMD,$10.47
CRML,$1.98
CRMLW,$0.30
CRMT,$46.23
CRNC,$9.74
CRNT,$2.73
CRNX,$34.47
CRON,$1.89
CROX,$98.60
CRSP,$42.12
CRSR,$10.52
CRTO,$36.23
CRUS,$99.82
CRVL,$106.65
CRVO,$6.44
CRVS,$4.52
CRWD,$353.735
CRWS,$3.8335
CSAI,$5.10
CSBR,$9.23
CSCI,$3.29
CSCO,$60.50
CSGP,$78.73
CSGS,$60.67
CSIQ,$9.43
CSLR,$1.53
CSLRW,$0.1499
CSPI,$16.06
CSQ,$16.29
CSTE,$3.01
CSTL,$19.29
CSWC,$21.69
CSWCZ,$25.90
CSWI,$291.01
CSX,$30.01
CTAS,$192.84
CTBI,$51.30
CTHR,$0.9986
CTKB,$4.20
CTLP,$7.71
CTMX,$0.6496
CTNM,$6.67
CTNT,$1.55
CTOR,$0.734
CTRM,$2.45
CTRN,$20.65
CTSH,$79.12
CTSO,$1.10
CTXR,$1.50
CUB,$10.23
CUBA,$2.65
CUBWU,$10.22
CUE,$0.9569
CURI,$2.675
CURIW,$0.0385
CURR,$2.03
CVAC,$3.01
CVBF,$18.78
CVCO,$506.825
CVGI,$1.565
CVGW,$23.15
CVKD,$19.09
CVLT,$159.17
CVRX,$11.44
CVV,$3.10
CWBC,$18.00
CWCO,$29.18
CWD,$0.588
CWST,$107.50
CXAI,$0.99
CXAIW,$0.14
CXDO,$5.75
CYBR,$339.47
CYCC,$0.297
CYCCP,$5.77
CYCN,$2.53
CYCU,$0.538
CYCUW,$0.0629
CYN,$4.65
CYRX,$6.41
CYTH,$0.70
CYTHW,$0.1699
CYTK,$44.36
CZFS,$56.87
CZNC,$20.21
CZR,$28.07
CZWI,$14.64
DADA,$1.85
DAIO,$2.47
DAKT,$12.72
DALN,$7.00
DARE,$2.88
DASH,$183.50
DATS,$2.10
DATSW,$0.2689
DAVE,$86.30
DAVEW,$0.1578
DAWN,$8.12
DBVT,$4.87
DBX,$25.62
DCBO,$29.45
DCGO,$2.85
DCOM,$28.00
DCOMG,$26.1178
DCOMP,$19.40
DCTH,$12.58
DDI,$9.65
DDOG,$101.80
DECA,$12.02
DECAU,$11.84
DENN,$3.93
DERM,$5.25
DEVS,$0.3759
DFLI,$1.17
DFLIW,$0.0299
DGHI,$1.23
DGICA,$18.20
DGICB,$14.9869
DGII,$29.03
DGLY,$0.0788
DGNX,$52.81
DH,$2.59
DHAI,$0.3056
DHAIW,$0.014
DHC,$2.64
DHCNI,$14.29
DHCNL,$15.325
DHIL,$145.80
DIBS,$3.04
DIOD,$46.03
DISTR,$0.17
DJCO,$393.78
DJT,$20.21
DJTWW,$12.25
DKNG,$37.87
DLHC,$4.64
DLO,$8.62
DLPN,$1.01
DLTH,$2.28
DLTR,$64.56
DMAA,$9.99
DMAAR,$0.14
DMAAU,$10.14
DMAC,$5.77
DMLP,$29.71
DMN,$0.162
DMRC,$14.47
DNLI,$15.15
DNTH,$21.33
DNUT,$5.36
DOCU,$85.76
DOGZ,$27.51
DOMH,$4.71
DOMO,$8.49
DOOO,$38.505
DORM,$127.59
DOX,$87.99
DOYU,$8.79
DPRO,$2.48
DPZ,$425.58
DRCT,$0.779
DRDB,$9.99
DRDBU,$10.13
DRDBW,$0.28
DRIO,$0.6658
DRMA,$1.19
DRRX,$0.86
DRS,$32.23
DRTS,$2.65
DRUG,$35.78
DRVN,$16.95
DSGN,$4.705
DSGR,$29.55
DSGX,$99.39
DSP,$12.24
DSWL,$2.3339
DSY,$1.29
DSYWW,$0.0249
DTCK,$0.94
DTI,$2.70
DTIL,$5.04
DTSQ,$10.21
DTSQR,$0.175
DTSQU,$10.33
DTSS,$2.14
DTST,$3.56
DTSTW,$0.36
DUO,$0.4194
DUOL,$283.54
DUOT,$5.89
DVAX,$13.87
DVLT,$0.9075
DWSN,$1.40
DWTX,$6.12
DXCM,$70.69
DXLG,$1.85
DXPE,$85.55
DXR,$8.1817
DXST,$0.99
DYAI,$1.38
DYCQ,$10.62
DYN,$12.05
DYNX,$9.885
DYNXU,$10.01
DYNXW,$0.28
EA,$138.71
EBAY,$65.28
EBC,$16.27
EBMT,$16.85
EBON,$4.5783
EBTC,$39.53
ECBK,$14.88
ECDA,$0.7799
ECDAW,$0.017
ECOR,$8.56
ECPG,$34.27
ECX,$2.71
ECXWW,$0.09
EDAP,$2.25
EDBL,$2.82
EDBLW,$0.054
EDIT,$1.46
EDRY,$10.63
EDSA,$2.39
EDTK,$1.055
EDUC,$1.34
EEFT,$102.30
EEIQ,$0.71
EFOI,$2.11
EFSC,$55.83
EFSCP,$18.81
EFSI,$32.59
EGAN,$4.76
EGBN,$21.25
EH,$24.18
EHGO,$1.04
EHLDV,$15.94
EHTH,$7.83
EJH,$0.91
EKSO,$0.4239
ELAB,$4.18
ELBM,$1.43
ELDN,$3.65
ELEV,$0.5328
ELPW,$0.7268
ELSE,$4.5001
ELTK,$8.50
ELTX,$7.75
ELUT,$3.18
ELVA,$2.50
ELVN,$20.74
ELWS,$1.95
EM,$1.12
EMBC,$13.15
EMCG,$11.97
EMCGR,$0.18
EML,$26.62
ENGN,$5.40
ENGNW,$0.69
ENLT,$17.4045
ENLV,$1.22
ENPH,$58.13
ENSC,$3.89
ENSG,$125.40
ENTA,$6.65
ENTG,$98.37
ENTO,$0.482
ENTX,$1.88
ENVB,$1.73
ENVX,$7.65
EOLS,$13.20
EOSE,$4.13
EOSEW,$0.40
EPIX,$1.62
EPOW,$0.87
EPRX,$4.15
EPSN,$6.99
EPWK,$4.84
EQ,$0.7549
EQIX,$837.68
ERAS,$1.44
ERIC,$8.20
ERIE,$421.53
ERII,$16.38
ERNA,$0.2569
ESCA,$15.03
ESEA,$32.58
ESEAV,$26.00
ESGL,$2.0291
ESGLW,$0.0172
ESGR,$331.94
ESGRO,$20.62
ESGRP,$21.36
ESHA,$10.77
ESHAR,$0.085
ESLA,$0.92
ESLT,$367.74
ESOA,$9.58
ESPR,$1.50
ESQ,$73.10
ESSA,$19.30
ESTA,$37.04
ETNB,$8.47
ETON,$15.58
ETSY,$45.65
EU,$1.45
EUDA,$3.75
EUDAW,$0.11
EURK,$10.27
EURKR,$0.24
EURKU,$10.47
EVAX,$1.78
EVCM,$9.36
EVER,$26.61
EVGN,$1.43
EVGO,$2.40
EVGOW,$0.2599
EVLV,$3.16
EVLVW,$0.21
EVO,$3.51
EVOK,$3.82
EVRG,$67.45
EVTV,$0.257
EWBC,$87.97
EWCZ,$4.35
EWTX,$25.67
EXAS,$45.00
EXC,$44.19
EXE,$102.60
EXEEL,$87.22
EXEL,$36.65
EXFY,$3.42
EXLS,$46.16
EXOZ,$15.35
EXPE,$162.11
EXPI,$9.69
EXPO,$82.73
EXTR,$14.53
EYE,$11.65
EYEN,$1.65
EYPT,$6.52
EZGO,$0.415
EZPW,$13.45
FA,$13.09
FAAS,$0.54
FAASW,$0.0401
FACT,$10.00
FACTU,$10.06
FACTW,$0.2001
FAMI,$0.1569
FANG,$150.20
FARM,$2.22
FARO,$29.43
FAST,$75.26
FAT,$3.35
FATBB,$3.04
FATBP,$9.59
FATE,$0.9415
FBGL,$0.8021
FBIO,$1.67
FBIOP,$6.64
FBIZ,$47.39
FBLA,$11.25
FBLG,$1.02
FBNC,$39.87
FBRX,$5.80
FBYD,$8.43
FBYDW,$1.04
FCAP,$38.05
FCBC,$38.80
FCCO,$22.45
FCEL,$6.18
FCFS,$116.94
FCNCA,$1807.49
FCNCO,$22.98
FCNCP,$22.90
FCUV,$4.948
FDBC,$42.83
FDMT,$4.11
FDSB,$12.32
FDUS,$21.23
FEAM,$3.3388
FEBO,$1.155
FEIM,$16.00
FELE,$100.08
FEMY,$1.57
FENC,$6.51
FER,$43.39
FERAU,$10.02
FFAI,$1.30
FFAIW,$0.0382
FFBC,$24.85
FFIC,$13.10
FFIN,$35.78
FFIV,$262.46
FFNW,$22.53
FGBI,$6.83
FGBIP,$18.81
FGEN,$0.4393
FGF,$18.90
FGFPP,$16.86
FGI,$0.8111
FGIWW,$0.0498
FGL,$1.29
FGMC,$9.57
FGMCR,$0.216
FGMCU,$9.76
FHB,$24.66
FHTX,$4.43
FIBK,$28.85
FINW,$17.70
FIP,$4.80
FISI,$26.05
FITB,$38.55
FITBI,$25.64
FITBO,$22.33
FITBP,$24.76
FIVE,$73.00
FIVN,$29.48
FIZZ,$40.12
FKWL,$5.80
FLD,$7.39
FLDDW,$0.85
FLEX,$34.49
FLGC,$0.6203
FLGT,$17.24
FLIC,$12.00
FLL,$4.025
FLNC,$5.13
FLNT,$2.07
FLUX,$1.41
FLWS,$5.84
FLX,$8.2523
FLXS,$38.78
FLYE,$0.4749
FLYW,$10.54
FMAO,$23.65
FMBH,$35.45
FMNB,$13.14
FMST,$0.702
FMTO,$2.20
FNGR,$1.35
FNKO,$7.04
FNLC,$24.81
FNWB,$10.18
FNWD,$29.45
FOLD,$8.90
FONR,$13.82
FORA,$2.07
FORD,$3.61
FORLW,$0.05
FORM,$32.00
FORR,$10.12
FORTY,$99.33
FOSL,$1.54
FOSLL,$15.35
FOX,$48.47
FOXA,$52.28
FOXF,$24.80
FOXX,$4.71
FOXXW,$0.1351
FPAY,$1.42
FRAF,$35.62
FRBA,$14.83
FRGT,$1.465
FRHC,$126.89
FRME,$40.31
FRMEP,$25.2875
FROG,$33.58
FRPH,$27.865
FRPT,$87.84
FRSH,$14.88
FRST,$10.09
FRSX,$0.719
FSBC,$28.28
FSBW,$36.76
FSEA,$11.01
FSFG,$24.98
FSHP,$10.30
FSHPR,$0.119
FSLR,$132.51
FSTR,$20.31
FSUN,$38.68
FSV,$165.45
FTAI,$104.31
FTAIM,$26.05
FTAIN,$25.2514
FTCI,$2.60
FTDR,$38.40
FTEK,$0.9799
FTEL,$0.5531
FTFT,$0.1896
FTHM,$0.885
FTLF,$13.95
FTNT,$96.25
FTRE,$9.66
FUFU,$4.43
FULC,$3.12
FULT,$18.03
FULTP,$20.05
FUNC,$30.13
FUND,$7.19
FUSB,$13.50
FUTU,$118.47
FVCB,$10.49
FVN,$10.16
FVNNR,$0.1301
FWONA,$78.08
FWONK,$85.96
FWRD,$19.99
FWRG,$16.49
FXNC,$22.25
FYBR,$35.84
GABC,$38.66
GAIA,$4.17
GAIN,$13.19
GAINI,$25.28
GAINL,$25.745
GAINN,$25.02
GAINZ,$23.2026
GALT,$1.68
GAMB,$12.29
GAME,$0.7066
GAN,$1.77
GANX,$2.11
GASS,$5.55
GATE,$10.95
GATEU,$10.93
GAUZ,$9.66
GBBK,$11.28
