ticket,price
CENX,$20.11
CEP,$10.50
CEPO,$10.18
CERO,$0.96
CEROW,$0.0124
CERS,$1.53
CERT,$10.60
CETX,$1.61
CETY,$0.62
CEVA,$29.19
CFBK,$22.16
CFFI,$73.79
CFFN,$5.75
CFLT,$26.62
CFSB,$7.58
CG,$43.81
CGABL,$17.83
CGBD,$17.20
CGBDL,$25.6999
CGBS,$0.24
CGBSW,$0.0354
CGC,$1.13
CGEM,$8.72
CGEN,$1.60
CGNT,$8.35
CGNX,$31.15
CGO,$10.67
CGON,$27.75
CGTL,$3.26
CGTX,$0.4267
CHAR,$10.07
CHCI,$6.78
CHCO,$117.60
CHDN,$112.01
CHEF,$52.09
CHEK,$0.89
CHI,$10.04
CHKP,$229.14
CHMG,$49.37
CHNR,$0.5802
CHR,$1.76
CHRD,$110.79
CHRS,$0.9464
CHRW,$99.30
CHSCL,$25.59
CHSCM,$24.95
CHSCN,$25.28
CHSCO,$26.3951
CHSCP,$28.01
CHSN,$0.2359
CHTR,$362.58
CHW,$6.62
CHX,$29.60
CHY,$10.37
CIFR,$3.00
CIFRW,$0.49
CIGI,$123.79
CINF,$146.22
CING,$4.09
CINGW,$0.0351
CISO,$0.48
CISS,$0.709
CIVB,$19.64
CJET,$1.76
CJMB,$5.35
CKPT,$4.06
CLAR,$3.95
CLBK,$15.15
CLBT,$19.04
CLDX,$19.88
CLEU,$2.28
CLFD,$31.55
CLGN,$3.0733
CLIK,$2.05
CLIR,$0.79
CLLS,$1.27
CLMB,$115.80
CLMT,$13.38
CLNE,$1.75
CLNN,$4.27
CLNNW,$0.0317
CLOV,$3.66
CLPS,$1.155
CLPT,$13.67
CLRB,$0.3801
CLRC,$12.01
CLRCR,$0.1799
CLRCW,$0.0196
CLRO,$0.623
CLSD,$1.01
CLSK,$7.75
CLSKW,$0.33
CLST,$11.56
CLWT,$1.20
CLYM,$1.28
CMBM,$0.764
CMCO,$18.73
CMCSA,$36.50
CMCT,$0.2635
CME,$266.54
CMLS,$0.4429
CMMB,$1.35
CMND,$1.17
CMPO,$11.41
CMPOW,$4.15
CMPR,$44.16
CMPS,$2.965
CMPX,$2.24
CMRX,$8.47
CMTL,$1.93
CNCK,$5.75
CNCKW,$0.70
CNDT,$2.97
CNET,$1.489
CNEY,$0.1653
CNFR,$0.731
CNFRZ,$22.00
CNOB,$23.59
CNOBP,$22.99
CNSP,$3.62
CNTA,$16.29
CNTB,$0.8253
CNTM,$0.60
CNTX,$0.7702
CNTY,$1.84
CNVS,$3.43
CNXC,$45.06
CNXN,$62.19
COCH,$1.43
COCO,$35.57
COCP,$1.55
CODA,$6.733
CODX,$0.489
COEP,$9.80
COEPW,$0.0237
COFS,$28.95
COGT,$7.29
COHU,$16.89
COIN,$190.38
COKE,$1313.61
COLA,$9.97
COLAR,$0.17
COLAU,$10.15
COLB,$24.62
COLL,$29.93
COLM,$76.36
COMM,$5.49
COO,$80.39
COOP,$105.59
COOT,$1.359
COOTW,$0.0345
CORT,$57.59
CORZ,$8.59
CORZW,$3.83
CORZZ,$8.49
COSM,$0.5126
COST,$895.40
COYA,$6.47
CPB,$37.98
CPBI,$14.85
CPHC,$19.00
CPIX,$4.88
CPOP,$0.66
CPRT,$53.85
CPRX,$23.16
CPSH,$1.66
CPSS,$8.98
CPZ,$15.74
CRAI,$177.84
CRBP,$6.00
CRBU,$0.9999
CRCT,$5.39
CRDF,$3.76
CRDL,$1.19
CRDO,$46.49
CREG,$0.71
CRESW,$0.82
CRESY,$10.99
CREV,$2.75
CREVW,$0.0351
CREX,$2.10
CRGO,$2.585
CRGOW,$0.2499
CRGX,$4.19
CRIS,$2.75
CRMD,$10.86
CRML,$1.83
CRMLW,$0.2367
CRMT,$48.08
CRNC,$9.57
CRNT,$2.51
CRNX,$34.33
CRON,$1.82
CROX,$105.48
CRSP,$41.17
CRSR,$9.94
CRTO,$36.50
CRUS,$99.87
CRVL,$107.32
CRVO,$11.56
CRVS,$4.21
CRWD,$369.03
CRWS,$3.86
CSAI,$6.64
CSBR,$10.14
CSCI,$3.43
CSCO,$60.62
CSGP,$79.02
CSGS,$60.29
CSIQ,$10.15
CSLR,$1.51
CSLRW,$0.1622
CSPI,$17.32
CSQ,$16.57
CSTE,$2.74
CSTL,$20.07
CSWC,$22.22
CSWCZ,$25.6605
CSWI,$292.66
CSX,$29.98
CTAS,$194.46
CTBI,$51.19
CTHR,$0.9898
CTKB,$4.06
CTLP,$7.65
CTMX,$0.6659
CTNM,$7.15
CTNT,$1.645
CTOR,$0.61
CTRM,$2.52
CTRN,$20.11
CTSH,$77.21
CTSO,$1.09
CTXR,$1.55
CUB,$10.24
CUBA,$2.64
CUBWU,$10.40
CUBWW,$0.10
CUE,$0.96
CURI,$3.00
CURIW,$0.045
CURR,$1.78
CVAC,$2.97
CVBF,$18.61
CVCO,$521.48
CVGI,$1.50
CVGW,$24.31
CVKD,$19.50
CVLT,$162.21
CVRX,$12.35
CVV,$3.16
CWBC,$18.25
CWCO,$27.60
CWD,$0.65
CWST,$110.79
CXAI,$0.9681
CXAIW,$0.1499
CXDO,$5.46
CYBR,$346.76
CYCC,$0.2996
CYCCP,$6.16
CYCN,$2.71
CYCU,$0.73
CYCUW,$0.0574
CYN,$4.64
CYRX,$5.77
CYTH,$0.68
CYTK,$43.10
CZFS,$60.01
CZNC,$20.63
CZR,$28.25
CZWI,$14.77
DADA,$1.855
DAIO,$2.43
DAKT,$12.67
DALN,$5.67
DARE,$2.88
DASH,$192.93
DATS,$2.32
DATSW,$0.20
DAVE,$87.79
DAVEW,$0.1696
DAWN,$8.33
DBVT,$5.28
DBX,$26.37
DCBO,$30.33
DCGO,$2.76
DCOM,$28.24
DCOMG,$26.05
DCOMP,$19.6288
DCTH,$14.00
DDI,$9.81
DDOG,$103.17
DECAW,$0.057
DENN,$4.02
DERM,$5.57
DEVS,$0.375
DFLI,$1.31
DFLIW,$0.0269
DGICA,$18.40
DGICB,$14.50
DGII,$29.23
DGLY,$0.0713
DGNX,$108.79
DGXX,$1.18
DH,$2.79
DHAI,$0.349
DHAIW,$0.0198
DHC,$2.68
DHCNI,$14.65
DHCNL,$15.42
DHIL,$144.66
DIBS,$3.03
DIOD,$45.66
DISTR,$0.1307
DISTW,$0.0293
DJCO,$399.70
DJT,$20.03
DJTWW,$12.75
DKNG,$38.44
DLHC,$4.73
DLO,$9.36
DLPN,$1.03
DLTH,$2.11
DLTR,$64.59
DMAA,$10.01
DMAAU,$10.1276
DMAC,$5.14
DMLP,$30.22
DMN,$0.1244
DMRC,$14.30
DNLI,$14.61
DNTH,$20.44
DNUT,$5.64
DOCU,$85.11
DOGZ,$31.35
DOMH,$4.32
DOMO,$8.29
DOOO,$37.21
DORM,$126.51
DOX,$88.32
DOYU,$7.97
DPRO,$3.13
DPZ,$466.05
DRCT,$0.7857
DRDB,$10.01
DRDBU,$10.12
DRDBW,$0.28
DRIO,$0.7054
DRMA,$1.18
DRRX,$0.80
DRS,$33.69
DRTS,$2.60
DRUG,$34.88
DRVN,$17.41
DSGN,$4.64
DSGR,$29.18
DSGX,$100.03
DSP,$12.21
DSWL,$2.38
DSY,$1.31
DSYWW,$0.0228
DTCK,$0.9375
DTI,$2.84
DTIL,$5.36
DTSQ,$10.27
DTSQR,$0.175
DTSS,$2.084
DTST,$3.57
DTSTW,$0.36
DUO,$0.3565
DUOL,$306.17
DUOT,$6.28
DVAX,$13.62
DVLT,$1.01
DWSN,$1.4433
DWTX,$6.83
DXCM,$75.11
DXLG,$1.845
DXPE,$87.74
DXR,$8.39
DXST,$1.45
DYAI,$1.40
DYCQ,$10.63
DYCQR,$0.22
DYN,$12.26
DYNX,$9.89
DYNXW,$0.28
EA,$143.25
EBAY,$66.34
EBC,$16.45
EBMT,$16.95
EBON,$4.2455
EBTC,$39.19
ECBK,$15.14
ECDA,$0.71
ECDAW,$0.0172
ECOR,$8.03
ECPG,$34.51
ECX,$2.71
ECXWW,$0.099
EDAP,$2.275
EDBL,$2.66
EDBLW,$0.056
EDIT,$1.37
EDRY,$11.12
EDSA,$2.47
EDTK,$1.0863
EDUC,$1.2755
EEFT,$108.39
EEIQ,$0.711
EFOI,$2.06
EFSC,$55.63
EFSCP,$18.84
EFSI,$32.60
EGAN,$4.82
EGBN,$21.58
EH,$22.66
EHGO,$1.03
EHLD,$6.13
EHTH,$7.40
EJH,$1.025
EKSO,$0.45
ELAB,$6.40
ELBM,$1.17
ELDN,$3.44
ELEV,$0.278
ELPW,$0.7617
ELSE,$4.53
ELTK,$8.665
ELTX,$8.12
ELUT,$3.24
ELVA,$2.85
ELVN,$20.92
ELWS,$2.09
EM,$1.12
EMBC,$13.23
EMCG,$11.85
EMCGR,$0.1328
EML,$26.64
ENGN,$5.21
ENGNW,$0.70
ENLT,$16.285
ENLV,$1.09
ENPH,$61.69
ENSC,$3.56
ENSG,$129.59
ENTA,$6.44
ENTG,$99.05
ENTO,$0.5121
ENTX,$1.93
ENVB,$1.73
ENVX,$7.96
EOLS,$13.25
EOSE,$4.26
EOSEW,$0.41
EPIX,$1.60
EPOW,$0.9393
EPRX,$3.91
EPSN,$7.10
EPWK,$4.74
EQ,$0.80
EQIX,$851.72
ERAS,$1.48
ERIC,$8.25
ERIE,$409.90
ERII,$16.31
ERNA,$0.2706
ESCA,$14.84
ESEA,$31.22
ESGL,$1.90
ESGLW,$0.0199
ESGR,$332.00
ESGRO,$20.8368
ESGRP,$21.53
ESHA,$10.90
ESHAR,$0.0949
ESLA,$0.9217
ESLT,$413.00
ESOA,$9.64
ESPR,$1.62
ESQ,$73.42
ESSA,$19.25
ESTA,$39.46
ETNB,$8.73
ETON,$14.78
ETSY,$44.93
EU,$1.66
EUDA,$4.16
EUDAW,$0.13
EURK,$10.28
EURKU,$10.47
EVAX,$1.90
EVCM,$9.99
EVER,$28.05
EVGN,$1.38
EVGO,$2.75
EVGOW,$0.2383
EVLV,$3.11
EVLVW,$0.2009
EVO,$3.52
EVOK,$2.804
EVRG,$67.97
EVTV,$0.256
EWBC,$89.89
EWCZ,$4.01
EWTX,$23.82
EXAS,$44.28
EXC,$44.59
EXE,$109.25
EXEEL,$98.01
EXEEW,$106.09
EXEL,$37.18
EXFY,$3.30
EXLS,$46.43
EXOZ,$15.09
EXPE,$173.09
EXPI,$9.86
EXPO,$80.22
EXTR,$15.00
EYE,$12.82
EYEN,$1.44
EYPT,$6.10
EZGO,$0.4245
EZPW,$13.88
FA,$13.95
FAAS,$0.335
FAASW,$0.0846
FACT,$10.01
FACTU,$10.10
FACTW,$0.20
FAMI,$1.9999
FANG,$158.48
FARM,$2.16
FARO,$29.46
FAST,$75.51
FAT,$3.04
FATBB,$3.02
FATBP,$9.5608
FATE,$0.9367
FBGL,$1.07
FBIO,$1.70
FBIOP,$6.485
FBIZ,$48.56
FBLA,$11.45
FBLG,$1.03
FBNC,$40.36
FBRX,$7.54
FBYD,$8.40
FBYDW,$0.92
FCAP,$38.07
FCBC,$38.70
FCCO,$22.36
FCEL,$5.24
FCFS,$117.46
FCNCA,$1842.96
FCNCO,$23.00
FCNCP,$23.38
FCUV,$4.30
FDBC,$44.11
FDMT,$3.75
FDSB,$12.54
FDUS,$20.47
FEAM,$4.20
FEBO,$1.15
FEIM,$17.14
FELE,$98.01
FEMY,$1.60
FENC,$6.62
FER,$44.95
FERAU,$10.04
FFAI,$1.29
FFAIW,$0.042
FFBC,$24.75
FFIC,$13.15
FFIN,$35.65
FFIV,$268.48
FFNW,$22.67
FGBI,$8.53
FGBIP,$19.3064
FGEN,$0.3365
FGF,$18.50
FGFPP,$16.84
FGI,$0.80
FGIWW,$0.059
FGL,$1.38
FGMC,$9.56
FGMCR,$0.216
FGMCU,$9.75
FHB,$24.26
FHTX,$4.12
FIBK,$28.63
FINW,$17.37
FIP,$5.32
FISI,$25.68
FITB,$39.43
FITBI,$25.655
FITBO,$22.54
FITBP,$24.84
FIVE,$76.11
FIVN,$29.63
FIZZ,$39.75
FKWL,$5.69
FLD,$6.42
FLDDW,$0.90
FLEX,$36.06
FLGC,$0.6573
FLGT,$16.89
FLIC,$12.20
FLL,$4.16
FLNC,$5.43
FLNT,$2.04
FLUX,$1.625
FLWS,$5.67
FLX,$8.48
FLXS,$39.01
FLYE,$0.4895
FLYW,$10.12
FMAO,$24.32
FMBH,$35.24
FMNB,$13.29
FMST,$0.78
FMSTW,$0.11
FMTO,$1.6706
FNGR,$1.46
FNKO,$7.24
FNLC,$24.95
FNWB,$10.31
FNWD,$28.68
FOLD,$9.08
FONR,$13.81
FORA,$2.18
FORD,$3.72
FORL,$11.34
FORM,$32.27
FORR,$9.62
FORTY,$93.75
FOSL,$1.28
FOSLL,$16.73
FOX,$49.40
FOXA,$53.21
FOXF,$24.90
FOXX,$4.76
FOXXW,$0.15
FPAY,$1.548
FRAF,$36.51
FRBA,$14.88
FRGT,$1.14
FRHC,$135.47
FRME,$40.86
FROG,$33.87
FRPH,$28.47
FRPT,$86.42
FRSH,$15.29
FRST,$10.12
FRSX,$0.683
FSBC,$28.43
FSBW,$37.23
FSEA,$11.25
FSFG,$25.23
FSHP,$10.30
FSHPR,$0.1237
FSLR,$128.46
FSTR,$20.64
FSUN,$38.035
FSV,$169.77
FTAI,$106.70
FTAIM,$26.0021
FTAIN,$25.348
FTCI,$2.73
FTDR,$37.80
FTEK,$0.9769
FTEL,$0.897
FTFT,$0.1922
FTHM,$0.93
FTLF,$13.64
FTNT,$98.45
FTRE,$8.77
FUFU,$4.51
FUFUW,$0.45
FULC,$3.02
FULT,$18.16
FULTP,$20.0299
FUNC,$31.27
FUND,$7.327
FUSB,$13.4202
FUTU,$109.13
FVCB,$10.44
FVN,$10.10
FVNNR,$0.1301
FWONA,$80.08
FWONK,$87.07
FWRD,$21.21
FWRG,$16.85
FXNC,$22.35
FYBR,$35.95
GABC,$38.34
GAIA,$4.18
GAIN,$13.57
GAINI,$25.40
GAINL,$25.87
GAINN,$24.93
GAINZ,$23.32
GALT,$1.53
GAMB,$13.33
GAME,$0.801
GAN,$1.78
GANX,$2.29
GASS,$5.88
GATE,$10.50
GATEU,$10.92
GATEW,$0.0511
GAUZ,$9.24
GBBKR,$0.099
GBDC,$15.09
GBIO,$0.516
GCBC,$23.64
GCL,$2.08
GCLWW,$0.0779
GCMG,$13.31
