ticket,price
ALHC,$18.51
ALKS,$31.66
ALKT,$25.17
ALLK,$0.32
ALLO,$1.38
ALLR,$0.8215
ALLT,$5.11
ALMS,$8.54
ALMU,$6.54
ALNT,$20.43
ALNY,$262.16
ALOT,$9.04
ALRM,$52.50
ALRS,$17.17
ALT,$4.46
ALTI,$2.89
ALTO,$1.03
ALTS,$4.75
ALVO,$9.27
ALXO,$0.5331
ALZN,$1.02
AMAL,$27.12
AMAT,$135.51
AMBA,$45.29
AMBR,$10.23
AMCX,$6.215
AMD,$93.80
AMED,$92.99
AMGN,$309.85
AMIX,$1.67
AMKR,$15.845
AMLX,$3.51
AMOD,$1.32
AMODW,$0.0578
AMPG,$1.46
AMPGW,$0.35
AMPH,$27.24
AMPL,$9.05
AMRK,$23.21
AMRN,$0.4226
AMRX,$7.81
AMSC,$16.67
AMSF,$53.06
AMST,$2.31
AMTX,$1.52
AMWD,$55.54
AMZN,$178.41
ANAB,$19.29
ANDE,$41.34
ANEB,$1.08
ANGH,$0.6365
ANGHW,$0.0158
ANGI,$13.10
ANGO,$9.82
ANIK,$14.69
ANIP,$68.29
ANIX,$2.60
ANL,$2.0501
ANNA,$8.03
ANNAW,$0.28
ANNX,$1.83
ANSC,$10.66
ANSCW,$0.32
ANSS,$310.45
ANTE,$0.4149
ANTX,$1.40
ANY,$0.5055
AOSL,$20.17
AOUT,$11.135
APA,$17.74
APCX,$0.4192
APCXW,$0.17
APDN,$1.66
APEI,$22.46
APGE,$34.99
API,$3.78
APLD,$5.66
APLM,$6.71
APLMW,$0.0084
APLS,$22.52
APLT,$0.4101
APM,$0.83
APOG,$45.44
APP,$261.98
APPF,$224.41
APPN,$27.95
APPS,$2.585
APRE,$1.80
APVO,$1.99
APWC,$1.495
APYX,$1.16
AQB,$0.6624
AQMS,$1.68
AQST,$2.87
ARAY,$1.69
ARBB,$0.7431
ARBE,$1.01
ARBEW,$0.1861
ARBK,$0.335
ARBKL,$6.87
ARCB,$64.25
ARCC,$21.52
ARCT,$9.485
ARDX,$4.74
AREB,$3.96
AREBW,$0.017
AREC,$0.415
ARGX,$590.06
ARHS,$7.06
ARKO,$3.80
ARKOW,$0.0574
ARKR,$9.55
ARLP,$26.66
ARM,$97.72
AROW,$24.53
ARQ,$3.91
ARQQ,$13.20
ARQQW,$1.6312
ARQT,$16.16
ARRY,$4.43
ARTL,$0.8578
ARTNA,$33.28
ARTV,$2.54
ARTW,$1.53
ARVN,$6.90
ARWR,$12.06
ASBP,$0.54
ASBPW,$0.0599
ASLE,$7.47
ASMB,$9.31
ASML,$623.22
ASND,$150.09
ASNS,$0.68
ASO,$39.20
ASPC,$10.09
ASPCU,$10.21
ASPI,$4.89
ASPS,$0.8233
ASRT,$0.683
ASRV,$2.37
ASST,$0.5689
ASTC,$6.2871
ASTE,$31.73
ASTH,$30.34
ASTI,$1.25
ASTL,$5.11
ASTLW,$0.365
ASTS,$21.58
ASUR,$9.14
ASYS,$4.62
ATAI,$1.315
ATAT,$28.54
ATCOL,$25.11
ATEC,$10.21
ATER,$1.96
ATEX,$35.60
ATGL,$33.343
ATHA,$0.26
ATHE,$2.9328
ATII,$9.97
ATIIU,$10.09
ATIIW,$0.26
ATLC,$46.97
ATLCL,$24.32
ATLCP,$23.02
ATLCZ,$24.46
ATLN,$3.99
ATLO,$16.56
ATLX,$5.00
ATMC,$11.61
ATMVR,$0.221
ATNF,$0.88
ATNFW,$0.0065
ATNI,$19.41
ATOM,$3.91
ATOS,$0.6425
ATPC,$1.28
ATRA,$5.92
ATRC,$32.92
ATRO,$23.75
ATSG,$22.39
ATXG,$0.8301
ATXS,$5.15
ATYR,$2.79
AUBN,$21.49
AUDC,$8.96
AUID,$4.73
AUPH,$8.05
AUR,$6.275
AURA,$5.71
AUROW,$1.3401
AUTL,$1.51
AUUD,$4.01
AUUDW,$0.0189
AVAH,$5.32
AVAV,$117.59
AVBP,$16.94
AVDL,$7.20
AVDX,$7.99
AVGO,$154.01
AVIR,$2.90
AVNW,$17.65
AVO,$10.35
AVPT,$14.28
AVPTW,$4.32
AVR,$3.295
AVT,$44.31
AVTE,$2.51
AVTX,$6.59
AVXL,$8.30
AWH,$0.1002
AWRE,$1.54
AXDX,$0.695
AXGN,$17.04
AXON,$539.69
AXSM,$107.89
AXTI,$1.39
AYRO,$0.5261
AYTU,$1.07
AZ,$6.80
AZI,$1.0192
AZN,$73.92
AZTA,$31.30
BACQ,$10.02
BACQR,$0.1792
BACQU,$10.19
BAER,$1.12
BAERW,$0.0544
BAFN,$16.36
BAND,$12.68
BANF,$102.14
BANFP,$25.96
BANL,$0.9799
BANR,$58.52
BANX,$20.52
BAOS,$1.99
BASE,$15.96
BATRA,$43.32
BATRK,$39.29
BAYA,$10.90
BAYAR,$0.20
BBCP,$5.34
BBGI,$5.49
BBIO,$34.07
BBLG,$0.86
BBNX,$10.77
BBSI,$40.62
BCAB,$0.2999
BCAL,$12.97
BCAX,$11.83
BCBP,$9.26
BCDA,$2.10
BCG,$1.99
BCGWW,$0.0399
BCLI,$1.23
BCML,$24.08
BCPC,$160.20
BCRX,$7.33
BCTX,$3.50
BCTXW,$0.1019
BCYC,$7.43
BDMD,$5.74
BDMDW,$0.076
BDRX,$1.47
BDSX,$0.5947
BDTX,$1.51
BEAG,$10.15
BEAGR,$0.25
BEAGU,$10.3458
BEAM,$16.46
BEAT,$1.83
BEATW,$0.5096
BECN,$123.64
BEEM,$1.99
BELFA,$63.99
BELFB,$64.63
BENF,$0.2927
BENFW,$0.0065
BETR,$10.38
BETRW,$0.084
BFC,$96.02
BFIN,$12.64
BFRG,$1.41
BFRGW,$0.70
BFRI,$0.7874
BFRIW,$0.076
BFST,$22.52
BGC,$8.59
BGFV,$0.95
BGLC,$0.2875
BGM,$10.87
BHAT,$1.86
BHF,$54.99
BHFAL,$20.88
BHFAM,$13.9021
BHFAN,$15.67
BHFAO,$19.67
BHFAP,$19.66
BHRB,$52.06
BHST,$5.74
BIAF,$0.7011
BIAFW,$0.28
BIDU,$89.80
BIGC,$5.60
BIIB,$130.71
BILI,$19.13
BIOA,$3.40
BIOX,$4.24
BIRD,$5.97
BITF,$0.8211
BIVI,$0.8773
BIYA,$3.69
BJDX,$3.25
BJRI,$32.64
BKHA,$10.53
BKHAR,$1.61
BKNG,$4450.53
BKR,$40.86
BKYI,$0.72
BL,$46.08
BLBD,$31.92
BLBX,$3.15
BLDE,$2.61
BLDEW,$0.1899
BLDP,$1.09
BLFS,$22.44
BLFY,$8.81
BLIN,$1.73
BLKB,$63.65
BLMN,$7.21
BLMZ,$0.1876
BLNE,$1.89
BLNK,$0.8813
BLRX,$2.94
BLTE,$64.03
BLUE,$4.89
BLZE,$4.73
BMBL,$4.23
BMEA,$1.95
BMGL,$5.30
BMR,$2.30
BMRA,$0.538
BMRC,$19.94
BMRN,$67.48
BNAI,$0.30
BNAIW,$0.018
BNGO,$3.36
BNR,$3.95
BNRG,$1.26
BNTC,$13.01
BNTX,$92.01
BNZI,$1.01
BNZIW,$0.0203
BOF,$2.35
BOKF,$94.30
BOLD,$1.38
BOLT,$0.3954
BON,$0.0633
BOOM,$7.74
BOSC,$3.67
BOTJ,$14.58
BOWN,$6.73
BOWNR,$0.295
BOWNU,$6.9828
BOXL,$1.41
BPMC,$87.11
BPOP,$84.01
BPOPM,$25.55
BPRN,$28.85
BPYPM,$14.505
BPYPN,$12.44
BPYPO,$13.92
BPYPP,$14.1999
BRAG,$3.96
BREA,$0.673
BRFH,$2.77
BRID,$8.31
BRKL,$10.12
BRKR,$37.66
BRLS,$6.02
BRLSW,$0.11
BRLT,$1.54
BRNS,$0.76
BROG,$1.26
BRTX,$1.80
BRY,$2.78
BRZE,$32.74
BSBK,$7.49
BSET,$15.38
BSGM,$0.505
BSII,$10.13
BSIIW,$0.3849
BSLK,$0.301
BSLKW,$0.0298
BSRR,$25.68
BSVN,$37.45
BSY,$40.22
BTAI,$1.82
BTBD,$1.21
BTBT,$1.97
BTCS,$1.52
BTCT,$3.87
BTDR,$8.77
BTM,$1.33
BTMD,$3.36
BTMWW,$0.0677
BTOC,$0.9493
BTOG,$0.151
BTSG,$17.78
BTSGU,$65.01
BUJA,$11.58
BUJAR,$0.2599
BUJAU,$12.73
BUSE,$19.75
BVFL,$14.21
BVS,$9.15
BWAY,$9.08
BWB,$12.90
BWBBP,$18.75
BWEN,$1.56
BWFG,$28.51
BWIN,$45.15
BWMN,$21.12
BYFC,$6.63
BYND,$2.87
BYRN,$15.86
BYSI,$1.50
BZ,$18.87
BZAI,$2.04
BZAIW,$0.19
BZFD,$2.01
BZFDW,$0.0509
BZUN,$2.64
CAAS,$4.14
CABA,$1.19
CAC,$37.28
CACC,$496.78
CADL,$5.25
CAKE,$46.79
CALC,$1.83
CALM,$92.97
CAMP,$3.09
CAMT,$52.71
CAN,$0.8201
CAPN,$10.15
CAPNR,$0.1421
CAPR,$9.27
CAPS,$2.08
CAPT,$0.4975
CAPTW,$0.0175
CAR,$72.61
CARA,$4.95
CARE,$14.92
CARG,$27.22
CARM,$0.1921
CART,$40.02
CARV,$1.38
CASH,$69.69
CASI,$2.125
CASK,$0.571
CASS,$40.895
CASY,$449.17
CATY,$38.62
CBAT,$0.727
CBFV,$27.25
CBLL,$18.73
CBNK,$26.66
CBRL,$36.08
CBSH,$57.64
CBUS,$1.62
CCAP,$16.88
CCB,$83.56
CCBG,$33.76
CCCC,$1.375
CCCS,$8.59
CCD,$20.67
CCEC,$19.80
CCEP,$89.82
CCG,$0.88
CCGWW,$0.0315
CCIR,$10.98
CCIRU,$11.68
CCIRW,$2.20
CCIX,$10.69
CCIXU,$10.62
CCLD,$1.32
CCLDO,$18.7438
CCNE,$20.58
CCNEP,$24.50
CCOI,$60.08
CCRN,$14.83
CCSI,$21.73
CCTG,$1.53
CDIO,$0.3296
CDIOW,$0.0275
CDLX,$1.585
CDNA,$17.37
CDNS,$248.91
CDRO,$6.99
CDROW,$0.69
CDT,$0.6854
CDTG,$2.00
CDTTW,$0.0092
CDTX,$17.82
CDW,$151.57
CDXS,$2.29
CDZI,$2.67
CDZIP,$19.43
CEAD,$8.10
CEADW,$0.0146
CECO,$20.01
CEG,$190.24
CELC,$8.85
CELH,$36.00
CELU,$1.53
CELUW,$0.04
CELZ,$2.24
CENN,$0.76
CENT,$35.69
CENTA,$31.84
CENX,$17.46
CEP,$10.67
CEPO,$10.34
CERO,$0.699
CEROW,$0.0129
CERS,$1.29
CERT,$9.78
CETX,$1.32
CETY,$0.48
CEVA,$22.55
CFBK,$20.38
CFFI,$60.10
CFFN,$5.35
CFLT,$21.20
CFSB,$7.55
CG,$38.71
CGABL,$17.43
CGBD,$15.97
CGBDL,$25.68
CGBS,$0.1752
CGBSW,$0.0356
CGC,$0.9473
CGEM,$7.49
CGEN,$1.41
CGNT,$9.62
CGNX,$26.99
CGO,$10.05
CGON,$18.74
CGTL,$5.38
CGTX,$0.386
CHAR,$10.105
CHARR,$0.16
CHCI,$9.10
CHCO,$112.66
CHDN,$109.02
CHEF,$51.86
CHEK,$0.7747
CHI,$9.51
CHKP,$224.02
CHMG,$45.11
CHNR,$0.5751
CHR,$1.35
CHRD,$99.48
CHRS,$0.8167
CHRW,$94.77
CHSCL,$25.7257
CHSCM,$24.80
CHSCN,$25.01
CHSCO,$26.06
CHSCP,$27.32
CHSN,$0.2113
CHTR,$368.40
CHW,$6.17
CHX,$27.64
CHY,$9.92
CIFR,$2.31
CIFRW,$0.3325
CIGI,$116.26
CINF,$144.70
CING,$4.11
CINGW,$0.045
CISO,$0.4001
CISS,$0.5775
CIVB,$18.56
CJET,$1.68
CJMB,$3.92
CKPT,$4.04
CLAR,$3.59
CLBK,$13.64
CLBT,$18.77
CLDX,$17.15
CLEU,$1.98
CLFD,$27.05
CLGN,$2.46
CLIK,$2.64
CLIR,$0.613
CLLS,$1.20
CLMB,$102.78
CLMT,$11.96
CLNE,$1.49
CLNN,$3.05
CLNNW,$0.0326
CLOV,$3.51
CLPS,$1.136
CLPT,$12.135
CLRB,$0.2932
CLRCR,$0.2172
CLRO,$0.49
CLSD,$0.8998
CLSK,$7.41
CLSKW,$0.2043
CLST,$11.40
CLWT,$1.125
CLYM,$1.15
CMBM,$0.2694
CMCO,$14.71
CMCSA,$35.72
CMCT,$0.2591
CME,$268.36
CMLS,$0.4381
CMMB,$1.07
CMND,$1.03
CMPO,$10.62
CMPOW,$3.50
CMPR,$44.37
CMPS,$2.83
CMPX,$1.605
CMRX,$8.53
CMTL,$1.40
CNCK,$4.90
CNCKW,$0.6214
CNDT,$2.55
CNET,$1.57
CNEY,$0.1252
CNFR,$0.4594
CNFRZ,$21.39
CNOB,$21.80
CNOBP,$22.27
CNSP,$1.13
CNTA,$13.06
CNTB,$0.59
CNTM,$0.8764
CNTX,$0.719
CNTY,$1.59
CNVS,$2.91
CNXC,$50.43
CNXN,$60.915
COCH,$1.38
COCHW,$0.0495
COCO,$27.00
COCP,$1.41
CODA,$6.19
CODX,$0.323
COEP,$9.75
COEPW,$0.0094
COFS,$26.085
COGT,$5.33
COHU,$13.72
COIN,$170.76
COKE,$1390.94
COLA,$10.01
COLAU,$10.28
COLB,$21.82
COLL,$29.02
COLM,$67.19
COMM,$4.10
COO,$78.17
COOP,$133.10
COOT,$1.18
COOTW,$0.0193
CORT,$79.37
CORZ,$7.15
CORZW,$3.03
CORZZ,$6.97
COSM,$0.3919
COST,$967.08
COYA,$6.10
CPB,$39.82
CPBI,$14.51
CPHC,$18.25
CPIX,$4.30
CPOP,$0.57
CPRT,$56.64
CPRX,$24.11
CPSH,$1.53
CPSS,$8.76
CPZ,$15.39
CRAI,$167.62
CRBP,$4.92
CRBU,$0.785
CRCT,$4.825
CRDF,$2.87
CRDL,$0.91
CRDO,$37.14
CREG,$0.617
CRESW,$0.8001
CRESY,$11.27
CREV,$2.58
CREVW,$0.0394
CREX,$1.85
CRGO,$2.12
CRGOW,$0.1981
CRGX,$4.10
CRIS,$1.33
CRMD,$6.10
CRML,$1.57
CRMLW,$0.1425
CRMT,$44.62
CRNC,$7.63
CRNT,$2.21
CRNX,$28.87
CRON,$1.78
CROX,$95.97
CRSP,$32.66
CRSR,$7.37
CRTO,$32.62
CRUS,$88.85
CRVL,$111.12
CRVO,$11.24
CRVS,$2.99
CRWD,$347.39
CRWS,$3.47
CRWV,$53.80
CSAI,$4.45
CSBR,$8.17
CSCI,$2.715
CSCO,$57.31
CSGP,$76.35
CSGS,$59.05
CSIQ,$8.45
CSLR,$1.45
CSLRW,$0.212
CSPI,$14.77
CSQ,$15.58
CSTE,$2.38
CSTL,$19.19
CSWC,$21.77
CSWCZ,$25.57
CSWI,$270.23
CSX,$27.99
CTAS,$204.85
CTBI,$47.38
CTHR,$0.9999
CTKB,$3.72
CTLP,$7.63
CTMX,$0.5431
CTNM,$6.13
CTNT,$1.35
CTOR,$0.707
CTRM,$2.14
CTRN,$19.51
CTSH,$73.27
CTSO,$0.99
CTXR,$1.03
CUB,$10.26
CUBA,$2.54
CUBWU,$10.26
CUBWW,$0.14
CUE,$0.7606
CURI,$2.65
CURIW,$0.0261
CURR,$1.63
CVAC,$2.84
CVBF,$17.06
CVCO,$486.33
CVGI,$1.15
CVGW,$23.86
CVKD,$16.82
CVLT,$152.89
CVRX,$12.27
CVV,$3.06
CWBC,$17.01
CWCO,$24.39
CWD,$0.5356
CWST,$114.98
CXAI,$0.8068
CXAIW,$0.135
CXDO,$4.55
CYBR,$327.96
CYCC,$0.23
CYCCP,$4.50
CYCN,$2.58
CYCU,$0.5052
CYCUW,$0.0351
CYN,$4.44
CYRX,$5.44
CYTK,$40.52
CZFS,$55.01
CZNC,$19.22
CZR,$23.77
CZWI,$14.01
DADA,$1.92
DAIO,$2.42
DAKT,$12.22
DALN,$4.18
DARE,$2.93
DASH,$173.99
DATS,$3.05
DATSW,$0.24
DAVE,$79.39
DAVEW,$0.1642
DAWN,$7.71
DBVT,$7.86
DBX,$26.83
DCBO,$28.94
DCGO,$2.56
DCOM,$25.80
DCOMG,$25.48
DCOMP,$19.25
DCTH,$12.00
DDI,$9.73
DDOG,$94.47
DECA,$12.24
DECAW,$0.0592
DENN,$3.45
DERM,$6.59
DEVS,$0.20
DFLI,$0.7677
DFLIW,$0.0252
DGICA,$19.59
DGICB,$16.30
DGII,$25.15
DGLY,$0.036
DGNX,$102.55
DGXX,$1.08
DH,$2.505
DHAI,$0.1911
DHAIW,$0.0135
DHC,$2.31
DHCNI,$14.00
DHCNL,$14.702
DHIL,$138.28
DIBS,$2.64
DIOD,$37.03
DIST,$11.1101
DISTR,$0.1984
DISTW,$0.03
DJCO,$376.00
DJT,$18.41
DJTWW,$11.82
DKNG,$32.40
DLHC,$3.65
DLO,$8.36
DLPN,$1.02
DLTH,$1.88
DLTR,$67.22
DMAA,$10.06
DMAAR,$0.1246
DMAAU,$10.12
DMAC,$3.68
DMLP,$29.65
DMN,$0.0151
DMRC,$12.32
DNLI,$12.79
DNTH,$16.97
DNUT,$4.47
DOCU,$77.37
DOGZ,$28.83
DOMH,$3.53
DOMO,$7.16
DOOO,$35.38
DORM,$115.37
DOX,$88.33
DOYU,$7.02
DPRO,$2.22
DPZ,$463.78
DRCT,$0.5896
DRDB,$10.06
DRDBU,$10.1997
DRDBW,$0.37
DRIO,$0.5763
DRMA,$0.9322
DRMAW,$0.0152
DRRX,$0.7987
DRS,$32.71
DRTS,$2.48
DRUG,$33.12
DRVN,$16.45
DSGN,$3.52
DSGR,$27.15
DSGX,$100.67
DSP,$12.66
DSWL,$2.32
DSY,$1.35
DSYWW,$0.0222
DTCK,$0.775
DTI,$1.90
DTIL,$4.71
DTSS,$2.07
DTST,$3.42
DTSTW,$0.41
DUO,$0.2974
DUOL,$313.90
DUOT,$4.92
DVAX,$12.85
DVLT,$0.7399
DWSN,$1.21
DWTX,$4.18
DXCM,$61.80
DXLG,$1.275
DXPE,$77.62
DXR,$7.75
DXST,$1.31
DYAI,$1.34
DYCQ,$10.72
DYN,$9.42
DYNX,$9.95
DYNXU,$10.09
DYNXW,$0.2875
EA,$144.85
EBAY,$66.36
EBC,$14.915
EBMT,$16.32
EBON,$3.67
EBTC,$35.88
ECBK,$15.27
ECDA,$0.5617
ECOR,$5.87
ECPG,$33.54
ECX,$1.09
ECXWW,$0.0507
EDAP,$1.91
EDBL,$2.50
EDBLW,$0.06
EDIT,$1.12
EDRY,$10.00
EDSA,$2.32
EDTK,$1.01
EDUC,$1.30
EEFT,$101.20
EEIQ,$0.72
EFOI,$1.72
EFSC,$48.95
EFSCP,$18.44
EFSI,$31.75
EGAN,$4.50
EGBN,$19.86
EH,$18.95
EHGO,$1.05
EHLD,$4.85
EHTH,$6.15
EJH,$1.23
EKSO,$0.4187
ELAB,$4.42
ELBM,$0.9805
ELDN,$3.16
ELEV,$0.2585
ELPW,$0.83
ELSE,$4.32
ELTK,$8.20
ELTX,$5.50
ELUT,$2.91
ELVA,$2.56
ELVN,$20.03
ELWS,$2.20
EM,$1.13
EMBC,$12.37
EMCG,$11.97
EML,$24.20
ENGN,$4.50
ENGNW,$0.6399
ENGS,$4.60
ENLT,$15.53
ENLV,$0.9464
ENPH,$58.77
ENSC,$2.29
ENSG,$133.90
ENTA,$5.05
ENTG,$71.94
ENTO,$0.437
ENTX,$1.64
ENVB,$1.28
ENVX,$6.63
EOLS,$11.39
EOSE,$3.97
EOSEW,$0.3099
EPIX,$1.58
EPOW,$0.8999
EPRX,$3.10
EPSM,$5.27
EPSN,$6.89
EPWK,$5.30
EQ,$0.469
EQIX,$801.44
ERAS,$1.21
ERIC,$7.48
ERIE,$421.56
ERII,$14.95
ERNA,$0.181
ESCA,$15.41
ESEA,$29.58
ESGL,$1.83
ESGLW,$0.0113
ESGR,$332.34
ESGRO,$20.22
ESGRP,$20.83
ESHAR,$0.0876
ESLA,$0.94
ESLAW,$0.0885
ESLT,$390.16
ESOA,$9.25
ESPR,$1.29
ESQ,$71.62
ESSA,$17.42
ESTA,$33.86
ETNB,$6.86
ETON,$12.50
ETSY,$48.41
EU,$1.18
EUDA,$3.72
EUDAW,$0.1101
EURK,$10.33
EURKU,$10.47
EVAX,$1.69
EVCM,$9.77
EVER,$24.41
EVGN,$1.23
EVGO,$2.55
EVGOW,$0.1999
EVLV,$2.97
EVLVW,$0.1509
EVO,$3.22
EVOK,$2.32
EVRG,$69.21
EVTV,$0.2451
EWBC,$77.92
EWCZ,$3.47
EWTX,$13.58
EXAS,$44.28
EXC,$47.23
EXE,$110.55
EXEEL,$101.36
EXEEW,$108.84
EXEL,$36.68
EXFY,$2.75
EXLS,$46.08
EXOZ,$10.44
EXPE,$152.37
EXPI,$9.15
EXPO,$78.52
EXTR,$11.62
EYE,$11.335
EYEN,$1.11
EYPT,$4.99
EZGO,$0.36
EZPW,$15.78
FA,$14.68
FAAS,$0.251
FAASW,$0.0584
FACT,$10.0547
FACTU,$10.15
FAMI,$1.69
FANG,$141.28
FARM,$2.05
FARO,$24.81
FAST,$78.01
FAT,$2.72
FATBB,$2.70
FATBP,$7.78
FATE,$0.68
FBGL,$0.9179
FBIO,$1.52
FBIOP,$5.71
FBIZ,$44.67
FBLA,$10.80
FBLG,$0.875
FBNC,$37.22
FBRX,$6.58
FBYD,$7.9175
FCAP,$37.95
FCBC,$35.38
FCCO,$21.14
FCEL,$4.82
FCFS,$127.31
FCNCA,$1632.06
FCNCO,$21.62
FCNCP,$20.36
FCUV,$3.72
FDBC,$39.48
FDMT,$2.885
FDSB,$12.11
FDUS,$20.20
FEAM,$3.72
FEBO,$1.0801
FEIM,$15.24
FELE,$91.87
FEMY,$1.23
FENC,$5.59
FER,$45.84
FERAU,$10.07
FFAI,$1.11
FFAIW,$0.0365
FFBC,$22.88
FFIC,$11.66
FFIN,$33.00
FFIV,$250.98
FFNW,$22.49
FGBI,$7.88
FGBIP,$18.59
FGEN,$0.2943
FGF,$18.00
FGFPP,$15.6592
FGI,$0.6604
FGIWW,$0.0499
FGL,$1.35
FGMC,$9.58
FGMCR,$0.18
FGMCU,$9.75
FHB,$22.66
FHTX,$3.15
FIBK,$25.64
FINW,$15.50
FIP,$3.955
FISI,$22.51
FITB,$35.47
FITBI,$25.06
FITBO,$21.10
FITBP,$24.15
FIVE,$58.83
FIVN,$25.24
FIZZ,$41.85
FKWL,$5.77
FLD,$5.04
FLDDW,$0.6387
FLEX,$29.32
FLGC,$0.509
FLGT,$17.00
FLIC,$11.12
FLL,$3.64
FLNC,$4.32
FLNT,$2.31
FLUX,$1.53
FLWS,$5.27
FLX,$2.50
FLXS,$34.20
FLYE,$0.4228
FLYW,$9.29
FMAO,$22.21
FMBH,$32.29
FMNB,$12.22
FMST,$0.81
FMSTW,$0.1362
FMTO,$0.7387
FNGR,$1.38
FNKO,$5.60
FNLC,$23.71
FNWB,$10.38
FNWD,$28.94
FOLD,$8.00
FONR,$13.80
FORA,$1.90
FORD,$4.92
FORL,$11.34
FORM,$25.25
FORR,$9.22
FORTY,$88.15
FOSL,$1.07
FOSLL,$16.89
FOX,$47.90
FOXA,$51.83
FOXF,$20.91
FOXX,$4.98
FOXXW,$0.1211
FPAY,$1.20
FRAF,$34.88
FRBA,$13.89
FRGT,$1.10
FRHC,$127.61
FRME,$36.53
FRMEP,$25.4999
FROG,$31.04
FRPH,$28.19
FRPT,$81.20
FRSH,$13.10
FRST,$8.74
FRSX,$0.64
FSBC,$25.99
FSBW,$35.84
FSEA,$11.55
FSFG,$24.68
FSHP,$10.3252
FSHPR,$0.16
FSHPU,$10.41
FSLR,$136.23
FSTR,$18.56
FSUN,$34.88
FSV,$167.01
FTAI,$104.34
FTAIM,$25.70
FTAIN,$25.16
FTCI,$2.95
FTDR,$37.50
FTEK,$0.9735
FTEL,$0.6246
FTFT,$0.1288
FTHM,$0.75
FTLF,$11.49
FTNT,$89.44
FTRE,$6.79
FUFU,$4.18
FUFUW,$0.4174
FULC,$2.55
FULT,$16.24
FULTP,$19.00
FUNC,$27.13
FUND,$7.11
FUSB,$13.45
FUTU,$97.49
FVCB,$9.96
FWONA,$78.03
FWONK,$86.71
FWRD,$14.95
FWRG,$17.18
FXNC,$20.29
FYBR,$35.94
GABC,$35.51
GAIA,$3.53
GAIN,$13.30
GAINI,$25.39
GAINL,$25.8344
GAINN,$25.04
GAINZ,$23.265
GALT,$1.28
GAMB,$12.25
GAME,$0.52
