ticket,price,market_cap,sector,industry,volume,pct_change
AEYE,$6.89,86079629.00,Technology,Computer Software: Prepackaged Software,6142,2.836%
AFBI,$22.49,137073964.00,Finance,Banks,21486,-0.133%
AFCG,$3.42,80468646.00,Finance,Real Estate,89840,0.00%
AFJK,$37.49,0.00,,,4378,13.572%
AFJKR,$0.234,0.00,,,11,0.00%
AFJKU,$48.85,0.00,,,72,0.00%
AFRI,$9.95,268289959.00,Consumer Staples,Packaged Foods,3536,-0.50%
AFRM,$71.18,23838079857.00,Finance,Finance: Consumer Services,1106428,7.571%
AFYA,$14.155,1294511879.00,Real Estate,Other Consumer Services,14751,0.39%
AGCC,$14.40,536925600.00,Consumer Staples,Beverages (Production/Distribution),88,0.00%
AGEN,$3.345,139293932.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),88782,1.364%
AGIO,$30.24,1798421456.00,Health Care,Biotechnology: Pharmaceutical Preparations,100639,2.648%
AGMB,$9.46,465885844.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),19653,-1.561%
AGMH,$1.28,4478632.00,Technology,EDP Services,56787,7.563%
AGNC,$10.525,12081955588.00,Real Estate,Real Estate Investment Trusts,3310823,2.085%
AGNCL,$25.00,28698231800.00,Real Estate,Real Estate Investment Trusts,673,0.182%
AGNCM,$25.105,28818764374.00,Real Estate,Real Estate Investment Trusts,1142,-0.06%
AGNCN,$25.851,29675119610.00,Real Estate,Real Estate Investment Trusts,2217,-0.343%
AGNCO,$25.58,29364030778.00,Real Estate,Real Estate Investment Trusts,949,0.078%
AGNCP,$25.225,28956515886.00,Real Estate,Real Estate Investment Trusts,992,-0.059%
AGNCZ,$25.44,29203320680.00,,,3779,0.118%
AGNT,$4.765,783003498.00,Finance,Real Estate,199663,2.916%
AGPU,$6.90,74651749.00,Health Care,Industrial Specialties,24341,-2.954%
AGRZ,$0.3241,6619251.00,Consumer Staples,Farming/Seeds/Milling,25303,6.787%
AGYS,$87.755,2471762528.00,Technology,EDP Services,40387,-3.183%
AHCO,$9.975,1357140166.00,Health Care,Medical/Nursing Services,118512,-1.821%
AHG,$1.34,739493977.00,Consumer Discretionary,Business Services,46,0.00%
AHMA,$2.19,65097750.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,37776278,62.222%
AIAI,$14.35,1009005757.00,Technology,EDP Services,59037,-2.975%
AIBZ,$6.36,343143401.00,,,105997,13.369%
AIDX,$0.6957,7382440.00,Health Care,Precision Instruments,1490378,-27.734%
AIFA,$2.435,15529232.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,22938,3.178%
AIFC,$0.7834,109547923.00,Finance,Finance: Consumer Services,635083,17.822%
AIFF,$1.55,24136259.00,Technology,Computer Software: Prepackaged Software,44001,1.974%
AIFU,$2.71,334723238.00,Finance,Specialty Insurers,15081,0.185%
AIHS,$1.4175,6460241.00,Finance,Finance: Consumer Services,15469,4.228%
AIIO,$2.74,54206869.00,Industrials,Auto Manufacturing,473014,0.735%
AIIOW,$0.04,791341.00,Industrials,Auto Manufacturing,5325,-12.281%
AIIR,$6.90,1106667554.00,Consumer Discretionary,Tobacco,19,0.00%
AIMD,$1.95,16622857.00,Technology,Computer peripheral equipment,32514,2.094%
AIMDW,$0.1256,1070682.00,Technology,Computer peripheral equipment,100,-16.043%
AIOS,$13.0504,42404077.00,Industrials,Metal Fabrications,2772,8.753%
AIOT,$3.995,535918372.00,Telecommunications,Telecommunications Equipment,1495948,-5.332%
AIP,$41.68,1924448210.00,Technology,Semiconductors,302781,1.659%
AIRE,$2.17,11641512.00,Finance,Real Estate,25301,3.828%
AIRG,$7.08,89744522.00,Technology,Radio And Television Broadcasting And Communications Equipment,32846,2.609%
AIRJ,$4.375,299568238.00,Industrials,Industrial Machinery/Components,288118,4.415%
AIRJW,$1.09,74635287.00,Industrials,Industrial Machinery/Components,137,0.00%
AIRO,$8.23,258797650.00,Industrials,Aerospace,83250,2.491%
AIRS,$5.27,371775739.00,Health Care,Medical/Nursing Services,139077,-1.495%
AIRT,$21.55,58241870.00,Consumer Discretionary,Air Freight/Delivery Services,16,0.00%
AIRTP,$18.825,50877179.00,Consumer Discretionary,Air Freight/Delivery Services,24,0.00%
AISP,$3.05,104956795.00,Technology,Computer Software: Prepackaged Software,120008,1.329%
AISPW,$1.005,34584124.00,Technology,Computer Software: Prepackaged Software,21802,-0.495%
AIXC,$1.44,29138390.00,Health Care,Biotechnology: Pharmaceutical Preparations,8465,3.597%
AIXI,$7.6375,6968623.00,Technology,Computer Software: Prepackaged Software,42575,-2.831%
AKAM,$134.40,19539804614.00,Consumer Discretionary,Business Services,421770,0.674%
AKAN,$17.10,9248381.00,Health Care," Medicinal Chemicals and Botanical Products ",99616,-7.767%
AKBA,$0.9261,248433959.00,Health Care,Biotechnology: Pharmaceutical Preparations,434706,0.173%
AKTS,$21.68,1198415051.00,Health Care,Biotechnology: Pharmaceutical Preparations,151371,-1.14%
AKTX,$13.80,21725920.00,Health Care,Biotechnology: Pharmaceutical Preparations,5294,2.985%
ALAB,$387.01,66336586472.00,Technology,Semiconductors,1206404,5.409%
ALAR,$10.11,73302262.00,Technology,Computer Software: Prepackaged Software,45094,4.984%
ALBT,$0.3635,4379321.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),170884,9.819%
ALCO,$40.89,303253611.00,,,799,0.147%
ALDF,$10.65,0.00,,,201,-0.281%
ALDX,$1.805,108879528.00,Health Care,Biotechnology: Pharmaceutical Preparations,184045,2.557%
ALEC,$1.55,172089040.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),30025,1.307%
ALF,$10.78,0.00,,,110,0.00%
ALFUU,$11.58,0.00,Finance,Blank Checks,510,-4.218%
ALFUW,$0.22,0.00,Finance,Blank Checks,1720,-15.385%
ALGM,$53.14,9895858655.00,Technology,Semiconductors,205943,5.426%
ALGN,$178.19,12761634050.00,Health Care,Industrial Specialties,82985,1.916%
ALGS,$5.31,32859464.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),51826,0.568%
ALGT,$96.46,1778460993.00,Consumer Discretionary,Air Freight/Delivery Services,131626,5.317%
ALHC,$19.49,4029242210.00,Health Care,Medical Specialities,601554,-1.316%
ALIS,$10.11,0.00,,,6500,-0.15%
ALISR,$0.8699,0.00,Finance,Blank Checks,116,17.761%
ALISU,$10.80,0.00,,,3456,-4.93%
ALKS,$43.705,7284566145.00,Health Care,Biotechnology: Pharmaceutical Preparations,109897,-1.299%
ALKT,$15.335,1641139033.00,Technology,Computer Software: Prepackaged Software,92348,0.955%
ALLO,$2.02,697212213.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),886483,6.316%
ALLR,$1.49,23036479.00,Health Care,Biotechnology: Pharmaceutical Preparations,22864,4.196%
ALLT,$7.44,363987857.00,Telecommunications,Computer Communications Equipment,36873,0.95%
ALM,$18.40,5220850022.00,Basic Materials,Other Metals and Minerals,1456603,4.072%
ALMR,$21.99,1524152980.00,Industrials,Biotechnology: Laboratory Analytical Instruments,12460,-0.045%
ALMS,$24.5901,3135040537.00,Health Care,Biotechnology: Pharmaceutical Preparations,162499,1.822%
ALMU,$25.59,468433523.00,Technology,Semiconductors,250313,1.548%
ALNT,$93.95,1596822302.00,Industrials,Electrical Products,19041,2.824%
ALNY,$283.54,37856154948.00,Health Care,Biotechnology: Pharmaceutical Preparations,105981,0.244%
ALOT,$17.415,134927449.00,Technology,Computer peripheral equipment,22300,2.622%
ALOV,$9.93,0.00,,,5,0.00%
ALOVU,$10.06,0.00,Finance,Blank Checks,20,0.00%
ALOVW,$0.45,0.00,,,8,0.00%
ALOY,$16.5601,1013701648.00,Technology,EDP Services,893988,8.805%
ALP,$0.2489,5832869.00,Energy,Oil & Gas Production,1150883,3.235%
ALPS,$0.76,126464248.00,,,767,4.857%
ALRM,$46.6301,2306351931.00,Technology,Computer Software: Prepackaged Software,51880,-0.043%
ALRS,$30.29,761146687.00,Finance,Major Banks,11758,-0.033%
ALT,$2.645,514384137.00,Health Care,Biotechnology: Pharmaceutical Preparations,505863,1.341%
ALTI,$2.97,450304985.00,Finance,Investment Managers,20510,-2.941%
ALTO,$5.59,433142005.00,Industrials,Major Chemicals,686122,-1.93%
ALVO,$4.245,1324645000.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),72898,1.799%
ALVOW,$0.3715,115925940.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),141,17.937%
ALXO,$1.585,213282223.00,Health Care,Biotechnology: Pharmaceutical Preparations,532542,0.316%
ALZN,$1.18,4489594.00,Health Care,Biotechnology: Pharmaceutical Preparations,31003,-2.479%
AMAL,$44.97,1343134595.00,Finance,Major Banks,7914,0.717%
AMAN,$10.10,0.00,Finance,Blank Checks,155,0.00%
AMAT,$588.17,466983117943.00,Technology,Semiconductors,2253231,3.688%
AMBA,$70.1001,3075164155.00,Technology,Semiconductors,223962,3.423%
AMBR,$1.45,136699114.00,Finance,Finance: Consumer Services,10569,5.839%
AMCI,$4.4772,101186345.00,Consumer Discretionary,Home Furnishings,6580,0.838%
AMCX,$9.695,425879168.00,Telecommunications,Cable & Other Pay Television Services,63337,-3.819%
AMD,$551.5001,899276415469.00,Technology,Semiconductors,9298604,7.805%
AMGN,$355.05,191623422684.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),372345,-0.042%
AMIX,$0.4023,4589979.00,Health Care,Medical/Dental Instruments,141269,4.331%
AMKR,$83.7002,20746979331.00,Technology,Semiconductors,1554250,1.112%
AMLX,$15.15,1684472703.00,Health Care,Biotechnology: Pharmaceutical Preparations,311193,3.838%
AMOD,$5.8152,321559480.00,Miscellaneous,Multi-Sector Companies,103009,9.144%
AMODW,$0.0334,1846899.00,Miscellaneous,Multi-Sector Companies,21,0.00%
AMPG,$7.56,191561320.00,Telecommunications,Telecommunications Equipment,2709444,-10.954%
AMPGR,$2.93,74242681.00,Telecommunications,Telecommunications Equipment,7085,-18.611%
AMPGZ,$2.10,53211478.00,Telecommunications,Telecommunications Equipment,22201,-26.702%
AMPH,$20.0991,886227988.00,Health Care,Biotechnology: Pharmaceutical Preparations,28471,0.045%
AMPL,$6.905,915735894.00,Technology,Computer Software: Prepackaged Software,212026,0.218%
AMRN,$15.265,320093449.00,Health Care,Biotechnology: Pharmaceutical Preparations,17182,0.164%
AMRX,$16.13,5145837635.00,Health Care,Biotechnology: Pharmaceutical Preparations,327211,-0.432%
AMSC,$40.9068,1951027123.00,Consumer Discretionary,Metal Fabrications,173884,2.216%
AMSF,$31.195,583464136.00,Finance,Property-Casualty Insurers,19118,-1.062%
AMSS,$2.4501,35020009.00,Consumer Staples,Beverages (Production/Distribution),65443,-5.035%
AMST,$1.3205,7728867.00,Technology,Computer Software: Prepackaged Software,17019,4.802%
AMTX,$2.0299,142836912.00,Industrials,Major Chemicals,211974,3.566%
AMZN,$246.24,2648830627521.00,Consumer Discretionary,Catalog/Specialty Distribution,11249294,3.224%
ANAB,$56.29,1638089774.00,Health Care,Biotechnology: Pharmaceutical Preparations,65019,0.392%
ANDE,$69.32,2360627162.00,Industrials,Farming/Seeds/Milling,37088,-3.521%
ANGH,$5.01,45414688.00,Consumer Discretionary,Telecommunications Equipment,32866,-11.327%
ANGHW,$0.0143,129627.00,Consumer Discretionary,Telecommunications Equipment,1327,0.00%
ANGI,$5.675,229967724.00,Consumer Discretionary,Advertising,47034,1.521%
ANGO,$12.0799,499128361.00,Health Care,Medical/Dental Instruments,46235,-0.166%
ANIK,$14.745,196191426.00,Health Care,Medical/Dental Instruments,1985,0.17%
ANIP,$81.67,1834158581.00,Health Care,Biotechnology: Pharmaceutical Preparations,15308,-0.012%
ANIX,$2.625,89310540.00,Health Care,Biotechnology: Pharmaceutical Preparations,31524,6.275%
ANL,$10.57,770124672.00,Health Care,Biotechnology: Pharmaceutical Preparations,20247,2.422%
ANNA,$3.015,201807216.00,Energy,Oil & Gas Production,72363,-5.781%
ANNAW,$0.28,18741632.00,Energy,Oil & Gas Production,29522,-15.126%
ANNX,$4.67,765144652.00,Health Care,Biotechnology: Pharmaceutical Preparations,397376,-0.849%
ANPA,$5.35,80794389.00,Consumer Discretionary,Other Consumer Services,698,-1.109%
ANSC,$11.42,0.00,,,1610,0.351%
ANSCU,$12.51,0.00,,,2,0.00%
ANSCW,$0.2016,0.00,,,34900,0.80%
ANTA,$6.6503,159557429.00,Finance,Investment Bankers/Brokers/Service,1175,-2.773%
ANTX,$4.755,171256846.00,Health Care,Biotechnology: Pharmaceutical Preparations,17250,0.316%
ANY,$3.10,13155848.00,Finance,Finance: Consumer Services,178522,9.541%
AOSL,$48.105,1439762350.00,Technology,Semiconductors,132007,6.403%
AOUT,$10.47,131877607.00,Consumer Discretionary,Recreational Games/Products/Toys,8294,1.552%
APA,$34.80,12300763900.00,Energy,Oil & Gas Production,1480255,-5.997%
APAC,$10.11,0.00,,,76,0.00%
APC,$20.405,256495400.00,Energy,Oil Refining/Marketing,6383,-0.56%
APEI,$52.12,956062595.00,Real Estate,Other Consumer Services,35503,-0.019%
APGE,$87.86,6623710488.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),52572,-0.532%
API,$4.245,358913837.00,Technology,Computer Software: Prepackaged Software,101309,-1.736%
APLD,$45.94,13128252622.00,Health Care,Medical/Dental Instruments,5395760,7.588%
APLM,$13.85,30415320.00,Health Care,Biotechnology: Pharmaceutical Preparations,744,-3.181%
APLMW,$0.0111,24376.00,Health Care,Biotechnology: Pharmaceutical Preparations,69616,-29.747%
APM,$0.865,7044350.00,Health Care,Biotechnology: Pharmaceutical Preparations,17429,0.828%
APMCU,$9.999,0.00,Finance,Blank Checks,100,0.19%
APOG,$40.51,864929213.00,Consumer Discretionary,Auto Parts:O.E.M.,10464,0.922%
APP,$518.345,174132819300.00,Technology,Computer Software: Programming Data Processing,767495,4.343%
APPF,$162.37,5741165003.00,Technology,Computer Software: Prepackaged Software,37743,0.72%
APPN,$23.325,1712337699.00,Technology,Computer Software: Prepackaged Software,105424,-2.853%
APPS,$9.675,1167404647.00,Miscellaneous,Multi-Sector Companies,1446891,-0.871%
APRE,$0.707,8754623.00,Health Care,Biotechnology: Pharmaceutical Preparations,19030,3.046%
APUR,$9.90,0.00,Finance,Blank Checks,112,-0.101%
APURR,$0.21,0.00,Finance,Blank Checks,10,0.00%
APVO,$4.8493,6042737.00,Health Care,Biotechnology: Pharmaceutical Preparations,3557,1.45%
APWC,$1.37,56488462.00,Industrials,Telecommunications Equipment,303,0.00%
APXT,$10.04,0.00,Technology,Computer Software: Prepackaged Software,1950,0.10%
APXTW,$0.28,0.00,Finance,Blank Checks,50,0.00%
APYX,$4.65,194713872.00,Health Care,Medical/Dental Instruments,22914,-0.853%
AQB,$0.97,4992788.00,Consumer Staples,Meat/Poultry/Fish,2791,-3.00%
AQMS,$2.91,9783437.00,Industrials,Metal Fabrications,48920,5.818%
AQST,$4.23,530654003.00,Health Care,Biotechnology: Pharmaceutical Preparations,366929,1.439%
ARAI,$0.503,26085252.00,Consumer Discretionary,Diversified Commercial Services,323294,2.863%
ARAY,$0.3482,41423159.00,Health Care,Medical/Dental Instruments,123136,2.022%
ARBB,$5.4496,9619939.00,Technology,EDP Services,319,-2.337%
ARBE,$0.9297,101512188.00,Technology,EDP Services,298648,5.925%
ARBEW,$0.0391,4269255.00,Technology,EDP Services,13151,9.524%
ARBK,$3.79,50633157.00,Finance,Finance: Consumer Services,1797,3.27%
ARCB,$165.015,3673857657.00,Industrials,Trucking Freight/Courier Services,81700,-4.638%
ARCC,$18.785,13488059143.00,Finance,Finance: Consumer Services,2017362,0.027%
ARCI,$9.98,0.00,,,1,0.00%
ARCIU,$10.15,0.00,Finance,Blank Checks,84,0.00%
ARCIW,$0.55,0.00,,,2056,-8.333%
ARCL,$9.90,0.00,Finance,Blank Checks,500,0.101%
ARCLU,$10.33,0.00,Finance,Blank Checks,127,1.275%
ARCLW,$0.12,0.00,Finance,Blank Checks,1482,9.091%
ARCT,$7.2401,205785862.00,Health Care,Biotechnology: Pharmaceutical Preparations,58271,3.875%
ARDX,$5.69,1405597212.00,Health Care,Biotechnology: Pharmaceutical Preparations,363465,0.00%
AREC,$2.255,241220218.00,Energy,Coal Mining,546109,5.374%
ARGX,$890.65,55276311197.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),50269,-0.321%
ARHS,$7.355,1041027171.00,Consumer Discretionary,Other Specialty Stores,120857,2.58%
ARKO,$8.40,942360056.00,Consumer Staples,Food Chains,153700,-2.665%
ARKR,$6.20,22358173.00,Consumer Discretionary,Restaurants,69,0.00%
ARLP,$24.69,3176585797.00,Energy,Coal Mining,71374,-1.358%
ARM,$382.4091,406904411268.00,Technology,Semiconductors,4210389,0.42%
AROW,$40.105,662896307.00,Finance,Major Banks,14142,0.615%
ARQ,$2.7411,117665166.00,Industrials,Major Chemicals,41170,2.28%
ARQQ,$17.065,411105833.00,Technology,Computer Software: Prepackaged Software,999756,25.478%
ARQQW,$0.059,1421345.00,Technology,Computer Software: Prepackaged Software,46768,8.456%
ARQT,$24.55,3070796832.00,Health Care,Biotechnology: Pharmaceutical Preparations,113196,0.697%
ARRY,$7.915,1217535782.00,Consumer Discretionary,Miscellaneous manufacturing industries,1556730,1.866%
ARTC,$9.92,0.00,Finance,Blank Checks,1708,0.00%
ARTCU,$10.02,0.00,,,600,-0.299%
ARTCW,$0.3499,0.00,,,69050,1.04%
ARTL,$1.34,4670624.00,Health Care,Biotechnology: Pharmaceutical Preparations,52178,-1.471%
ARTNA,$32.5807,336377417.00,Utilities,Water Supply,2916,-0.578%
ARTV,$9.39,232089550.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),242822,9.953%
ARTW,$2.703,14005286.00,Industrials,Industrial Machinery/Components,10274,2.386%
ARVN,$7.575,488748075.00,Health Care,Biotechnology: Pharmaceutical Preparations,76390,-0.066%
ARWR,$76.335,10752320698.00,Health Care,Biotechnology: Pharmaceutical Preparations,125773,2.436%
ARXS,$42.075,17264833891.00,Industrials,Military/Government/Technical,45265,2.66%
ASBP,$5.0101,6489252.00,Health Care,Biotechnology: Pharmaceutical Preparations,193998,1.01%
ASBPW,$0.018,23314.00,Health Care,Biotechnology: Pharmaceutical Preparations,485,5.882%
ASLE,$6.375,301236785.00,Consumer Discretionary,Industrial Specialties,45356,1.675%
ASMB,$23.75,377449440.00,Health Care,Biotechnology: Pharmaceutical Preparations,18695,3.441%
ASML,$1868.35,720095094403.00,Technology,Industrial Machinery/Components,679333,0.258%
ASND,$222.6625,13800044609.00,Health Care,Biotechnology: Pharmaceutical Preparations,109056,2.111%
ASO,$51.23,3177201146.00,Consumer Discretionary,Other Specialty Stores,173938,0.431%
ASPC,$10.78,0.00,Finance,Blank Checks,725,0.00%
