ticket,price,market_cap,sector,industry,volume,pct_change
AHMA,$1.13,33589250.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,76341,2.727%
AIAI,$14.57,1024474834.00,Technology,EDP Services,1170191,8.975%
AIDX,$1.205,12628507.00,Health Care,Precision Instruments,79049,-6.589%
AIFC,$0.8753,122398898.00,Finance,Finance: Consumer Services,1206362,4.078%
AIFF,$1.71,26627744.00,Technology,Computer Software: Prepackaged Software,187146,1.786%
AIFU,$2.26,293210389.00,Finance,Specialty Insurers,5461,2.727%
AIHS,$1.185,5400624.00,Finance,Finance: Consumer Services,1698,1.282%
AIIO,$3.23,63900799.00,Industrials,Auto Manufacturing,7847820,-14.55%
AIIOW,$0.0556,1099964.00,Industrials,Auto Manufacturing,404367,9.881%
AIIR,$8.81,0.00,Consumer Discretionary,Tobacco,14334,1.381%
AIMD,$1.58,13468776.00,Technology,Computer peripheral equipment,28006,5.333%
AIMDW,$0.06,511473.00,Technology,Computer peripheral equipment,40,0.00%
AIOS,$17.80,57836739.00,Industrials,Metal Fabrications,55951,16.798%
AIOT,$3.28,440003069.00,Telecommunications,Telecommunications Equipment,1242642,1.863%
AIP,$35.90,1657574154.00,Technology,Semiconductors,973176,2.718%
AIRE,$2.25,12070692.00,Finance,Real Estate,247930,4.167%
AIRG,$6.86,86955851.00,Technology,Radio And Television Broadcasting And Communications Equipment,33653,-1.508%
AIRJ,$3.94,269782596.00,Industrials,Industrial Machinery/Components,908928,4.509%
AIRJW,$0.75,51354555.00,Industrials,Industrial Machinery/Components,35212,5.634%
AIRO,$6.26,196849731.00,Industrials,Aerospace,417012,4.682%
AIRS,$5.26,371070282.00,Health Care,Medical/Nursing Services,978457,3.34%
AIRT,$21.26,57458105.00,Consumer Discretionary,Air Freight/Delivery Services,629,0.00%
AIRTP,$19.06,51512299.00,Consumer Discretionary,Air Freight/Delivery Services,350,0.052%
AISP,$2.34,80524230.00,Technology,Computer Software: Prepackaged Software,467501,1.739%
AISPW,$0.6799,23396762.00,Technology,Computer Software: Prepackaged Software,64759,-0.044%
AIXC,$1.38,27924290.00,Health Care,Biotechnology: Pharmaceutical Preparations,100193,6.977%
AIXI,$14.89,7928687.00,Technology,Computer Software: Prepackaged Software,425282,28.252%
AKAM,$146.24,21261168354.00,Consumer Discretionary,Business Services,4568672,1.874%
AKAN,$23.46,12537446.00,Health Care," Medicinal Chemicals and Botanical Products ",4214600,61.682%
AKBA,$1.02,273623408.00,Health Care,Biotechnology: Pharmaceutical Preparations,5544496,0.99%
AKTS,$19.12,1056904787.00,Health Care,Biotechnology: Pharmaceutical Preparations,147272,0.473%
AKTX,$5.14,5883182.00,Health Care,Biotechnology: Pharmaceutical Preparations,2291439,49.854%
ALAB,$297.84,51052140552.00,Technology,Semiconductors,6993821,3.604%
ALAR,$7.56,54813561.00,Technology,Computer Software: Prepackaged Software,17774,0.666%
ALBT,$0.34,4096201.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),301470,7.12%
ALCO,$40.85,302956958.00,,,12860,-0.269%
ALDF,$10.65,0.00,,,15527,0.00%
ALDFU,$10.78,0.00,Finance,Blank Checks,22,0.00%
ALDFW,$0.3201,0.00,Finance,Blank Checks,600,-0.28%
ALDX,$1.59,95910498.00,Health Care,Biotechnology: Pharmaceutical Preparations,625838,2.581%
ALEC,$2.21,245365663.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),929683,4.245%
ALF,$10.865,0.00,,,240,0.221%
ALFUW,$0.1401,0.00,Finance,Blank Checks,29,0.00%
ALGM,$44.70,8282501889.00,Technology,Semiconductors,1785584,0.835%
ALGN,$163.04,11676619426.00,Health Care,Industrial Specialties,1163764,-0.208%
ALGS,$5.71,35334753.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),84975,1.964%
ALGT,$81.39,1500611033.00,Consumer Discretionary,Air Freight/Delivery Services,727776,5.578%
ALHC,$16.37,3384232683.00,Health Care,Medical Specialities,3201258,-1.741%
ALIS,$10.07,0.00,,,12220,-0.099%
ALISR,$0.517,0.00,Finance,Blank Checks,1,0.00%
ALISU,$10.57,0.00,,,200,-0.189%
ALKS,$36.95,6158671069.00,Health Care,Biotechnology: Pharmaceutical Preparations,1692674,-0.081%
ALKT,$16.87,1805413465.00,Technology,Computer Software: Prepackaged Software,907552,0.178%
ALLO,$1.96,676502940.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4331295,3.158%
ALLR,$1.66,25664802.00,Health Care,Biotechnology: Pharmaceutical Preparations,561036,11.409%
ALLT,$7.40,362030933.00,Telecommunications,Computer Communications Equipment,397128,2.21%
ALM,$18.79,5331509343.00,Basic Materials,Other Metals and Minerals,2678362,6.519%
ALMR,$22.00,1524846092.00,Industrials,Biotechnology: Laboratory Analytical Instruments,337048,9.127%
ALMS,$22.17,2826497197.00,Health Care,Biotechnology: Pharmaceutical Preparations,874162,0.59%
ALMU,$23.31,426697359.00,Technology,Semiconductors,1696721,11.265%
ALNT,$62.84,1068060814.00,Industrials,Electrical Products,180161,-0.742%
ALNY,$300.51,40121863312.00,Health Care,Biotechnology: Pharmaceutical Preparations,650231,0.68%
ALOT,$14.18,109084471.00,Technology,Computer peripheral equipment,6666,0.71%
ALOV,$9.93,0.00,,,3100,0.496%
ALOVU,$10.00,0.00,Finance,Blank Checks,3,0.00%
ALOVW,$0.391,0.00,,,133,0.00%
ALOY,$9.66,551856490.00,Technology,EDP Services,2058777,8.054%
ALP,$0.3852,9027003.00,Energy,Oil & Gas Production,58571704,10.594%
ALPS,$0.70,116480228.00,,,15733,2.071%
ALRM,$43.72,2162416689.00,Technology,Computer Software: Prepackaged Software,523886,-0.727%
ALRS,$28.21,708879104.00,Finance,Major Banks,228043,0.356%
ALT,$2.93,569809271.00,Health Care,Biotechnology: Pharmaceutical Preparations,3044624,3.901%
ALTI,$3.46,524597726.00,Finance,Investment Managers,189513,-8.223%
ALTO,$4.56,353332298.00,Industrials,Major Chemicals,1292629,-2.355%
ALVO,$3.38,1054723227.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),672594,2.424%
ALVOW,$0.20,62409658.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6086,-9.091%
ALXO,$1.99,267780205.00,Health Care,Biotechnology: Pharmaceutical Preparations,531160,0.00%
ALZN,$1.17,4451547.00,Health Care,Biotechnology: Pharmaceutical Preparations,375155,-2.50%
AMAL,$41.39,1236209492.00,Finance,Major Banks,106418,1.173%
AMAN,$10.13,0.00,Finance,Blank Checks,49957,0.297%
AMAT,$427.36,339157112761.00,Technology,Semiconductors,5679889,0.244%
AMBA,$83.64,3668574522.00,Technology,Semiconductors,648687,0.771%
AMBR,$1.83,172523709.00,Finance,Finance: Consumer Services,58450,-7.107%
AMCI,$5.55,125432015.00,Consumer Discretionary,Home Furnishings,158084,27.002%
AMCX,$9.00,395349408.00,Telecommunications,Cable & Other Pay Television Services,456493,4.046%
AMD,$449.59,733101741288.00,Technology,Semiconductors,27124173,0.449%
AMGN,$337.42,182108365813.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2001006,1.764%
AMIX,$0.399,4552328.00,Health Care,Medical/Dental Instruments,1064756,18.574%
AMKR,$65.90,16334798936.00,Technology,Semiconductors,5053995,-3.782%
AMLX,$13.93,1548825396.00,Health Care,Biotechnology: Pharmaceutical Preparations,1021753,2.351%
AMOD,$0.204,11050600.00,Miscellaneous,Multi-Sector Companies,699806,-0.488%
AMODW,$0.0386,2090947.00,Miscellaneous,Multi-Sector Companies,7900,-5.623%
AMPG,$5.29,134042247.00,Telecommunications,Telecommunications Equipment,11805020,19.413%
AMPGR,$0.8677,21986476.00,Telecommunications,Telecommunications Equipment,476307,54.946%
AMPGZ,$0.98,24832023.00,Telecommunications,Telecommunications Equipment,207209,50.769%
AMPH,$18.16,800727409.00,Health Care,Biotechnology: Pharmaceutical Preparations,1656980,0.442%
AMPL,$6.52,864677484.00,Technology,Computer Software: Prepackaged Software,2382235,0.462%
AMRN,$14.55,305100536.00,Health Care,Biotechnology: Pharmaceutical Preparations,32494,1.962%
AMRX,$12.42,3962263077.00,Health Care,Biotechnology: Pharmaceutical Preparations,1653533,1.554%
AMSC,$49.42,2352999125.00,Consumer Discretionary,Metal Fabrications,658734,0.406%
AMSF,$31.30,585428032.00,Finance,Property-Casualty Insurers,158135,-0.223%
AMSS,$6.43,91905906.00,Consumer Staples,Beverages (Production/Distribution),185976,-43.348%
AMST,$2.17,12700977.00,Technology,Computer Software: Prepackaged Software,2050647,6.897%
AMTX,$2.25,158324573.00,Industrials,Major Chemicals,959195,4.651%
AMWD,$38.43,559909536.00,Basic Materials,Forest Products,340784,7.197%
AMZN,$268.46,2887853599189.00,Consumer Discretionary,Catalog/Specialty Distribution,36508205,1.302%
ANAB,$60.41,1757985490.00,Health Care,Biotechnology: Pharmaceutical Preparations,396322,0.549%
ANDE,$70.27,2392978515.00,Industrials,Farming/Seeds/Milling,267576,-0.538%
ANGH,$3.23,29279330.00,Consumer Discretionary,Telecommunications Equipment,1686,-3.869%
ANGHW,$0.0096,87022.00,Consumer Discretionary,Telecommunications Equipment,16081,-17.949%
ANGI,$5.12,207477489.00,Consumer Discretionary,Advertising,1391340,0.986%
ANGO,$11.96,494174223.00,Health Care,Medical/Dental Instruments,342727,1.27%
ANIK,$15.02,199850472.00,Health Care,Medical/Dental Instruments,56461,-0.793%
ANIP,$82.77,1858862565.00,Health Care,Biotechnology: Pharmaceutical Preparations,324148,0.939%
ANIX,$2.75,92201610.00,Health Care,Biotechnology: Pharmaceutical Preparations,80640,0.733%
ANL,$11.56,842255554.00,Health Care,Biotechnology: Pharmaceutical Preparations,96481,1.761%
ANNA,$3.02,202141888.00,Energy,Oil & Gas Production,563274,-8.485%
ANNAW,$0.321,21485942.00,Energy,Oil & Gas Production,119678,-1.231%
ANNX,$5.44,891303407.00,Health Care,Biotechnology: Pharmaceutical Preparations,3012145,7.937%
ANPA,$6.25,94385969.00,Consumer Discretionary,Other Consumer Services,16029,-7.544%
ANSC,$11.3561,0.00,,,68,0.00%
ANSCU,$11.23,0.00,,,30,0.00%
ANSCW,$0.23,0.00,,,2204,0.00%
ANTA,$8.20,196738631.00,Finance,Investment Bankers/Brokers/Service,1483,-3.529%
ANTX,$4.89,176119027.00,Health Care,Biotechnology: Pharmaceutical Preparations,101838,6.536%
ANY,$1.93,8190576.00,Finance,Finance: Consumer Services,136422,4.891%
AOSL,$39.11,1170545796.00,Technology,Semiconductors,688232,-3.67%
AOUT,$9.66,121675042.00,Consumer Discretionary,Recreational Games/Products/Toys,88284,6.037%
APA,$38.34,13552048503.00,Energy,Oil & Gas Production,6488774,-2.492%
APAC,$10.12,0.00,,,3203,0.198%
APACR,$0.12,0.00,,,30,0.00%
APACU,$10.17,0.00,Finance,Blank Checks,2305,-2.212%
APC,$20.85,262089150.00,Energy,Oil Refining/Marketing,101873,-1.929%
APEI,$51.59,946340546.00,Real Estate,Other Consumer Services,158963,-2.587%
APGE,$82.43,6214346181.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),369921,1.278%
API,$3.77,318752689.00,Technology,Computer Software: Prepackaged Software,219140,-1.05%
APLD,$48.02,13722653263.00,Finance,Finance: Consumer Services,42947572,21.508%
APLM,$14.3088,31422869.00,Health Care,Biotechnology: Pharmaceutical Preparations,20585,5.795%
APLMW,$0.0127,27890.00,Health Care,Biotechnology: Pharmaceutical Preparations,25312,-12.414%
APM,$0.8345,6795965.00,Health Care,Biotechnology: Pharmaceutical Preparations,9354,2.91%
APOG,$35.30,753690477.00,Consumer Discretionary,Auto Parts:O.E.M.,248214,2.885%
APP,$485.89,163229886600.00,Technology,Computer Software: Programming Data Processing,3198908,0.749%
APPF,$162.37,5741165003.00,Technology,Computer Software: Prepackaged Software,289605,-0.624%
APPN,$21.14,1551932217.00,Technology,Computer Software: Prepackaged Software,707643,-0.937%
APPS,$4.46,534753701.00,Miscellaneous,Multi-Sector Companies,3143523,-1.978%
APRE,$0.93,11515982.00,Health Care,Biotechnology: Pharmaceutical Preparations,192815,3.345%
APURU,$10.00,0.00,Finance,Blank Checks,3237816,0.00%
APVO,$5.04,6280369.00,Health Care,Biotechnology: Pharmaceutical Preparations,17186,10.648%
APWC,$1.50,61848681.00,Industrials,Telecommunications Equipment,10831,1.475%
APXT,$10.02,0.00,Technology,Computer Software: Prepackaged Software,27915,0.00%
APXTU,$10.14,0.00,Finance,Blank Checks,100,0.00%
APXTW,$0.23,0.00,Finance,Blank Checks,203541,-2.252%
APYX,$4.25,177964292.00,Health Care,Medical/Dental Instruments,153327,12.137%
AQB,$0.9495,4887270.00,Consumer Staples,Meat/Poultry/Fish,24330,-1.299%
AQMS,$3.97,13347164.00,Industrials,Metal Fabrications,29818,1.018%
AQST,$4.23,530654003.00,Health Care,Biotechnology: Pharmaceutical Preparations,1349946,1.439%
ARAI,$0.69,32934660.00,Consumer Discretionary,Diversified Commercial Services,519925,1.71%
ARAY,$0.3066,36474269.00,Health Care,Medical/Dental Instruments,2401923,-7.845%
ARBB,$4.65,8208440.00,Technology,EDP Services,3482,1.087%
ARBE,$1.19,129933853.00,Technology,EDP Services,3366717,19.598%
ARBEW,$0.0739,8069001.00,Technology,EDP Services,9868,11.631%
ARBK,$3.88,51835527.00,Finance,Finance: Consumer Services,15589,2.105%
ARCB,$124.41,2769836870.00,Industrials,Trucking Freight/Courier Services,227191,-0.496%
ARCC,$18.74,13455748115.00,Finance,Finance: Consumer Services,3203886,0.214%
ARCI,$9.955,0.00,,,12745,0.091%
ARCIU,$10.05,0.00,Finance,Blank Checks,8425,0.00%
ARCIW,$0.5005,0.00,,,300,1.111%
ARCLU,$10.06,0.00,Finance,Blank Checks,240,0.00%
ARCT,$7.02,199529944.00,Health Care,Biotechnology: Pharmaceutical Preparations,341235,2.933%
ARDX,$6.35,1568636607.00,Health Care,Biotechnology: Pharmaceutical Preparations,2927417,1.276%
AREC,$2.13,227751994.00,Energy,Coal Mining,6038911,-0.467%
ARGX,$816.22,50656970443.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),429872,1.488%
ARHS,$6.39,904441009.00,Consumer Discretionary,Other Specialty Stores,1598442,6.678%
ARKO,$7.51,842514765.00,Consumer Staples,Food Chains,1026059,3.301%
ARKR,$6.75,24341560.00,Consumer Discretionary,Restaurants,2823,1.048%
ARLP,$24.83,3194598029.00,Energy,Coal Mining,334256,-0.481%
ARM,$298.23,315904302422.00,Technology,Semiconductors,21726347,16.165%
AROW,$36.76,607606738.00,Finance,Major Banks,61988,0.63%
ARQ,$2.48,106457120.00,Industrials,Major Chemicals,194720,-1.976%
ARQQ,$16.45,257473081.00,Technology,Computer Software: Prepackaged Software,2089534,25.668%
ARQQW,$0.078,1220845.00,Technology,Computer Software: Prepackaged Software,159890,2.632%
ARQT,$21.01,2628001688.00,Health Care,Biotechnology: Pharmaceutical Preparations,1428075,2.638%
ARRY,$8.20,1261376300.00,Consumer Discretionary,Miscellaneous manufacturing industries,6578819,-0.726%
ARTC,$9.89,0.00,Finance,Blank Checks,178,0.00%
ARTCU,$10.00,0.00,,,1000,0.301%
ARTCW,$0.33,0.00,,,135,0.00%
ARTL,$1.33,3103608.00,Health Care,Biotechnology: Pharmaceutical Preparations,296021,-6.338%
ARTNA,$32.33,333789081.00,Utilities,Water Supply,43590,1.126%
ARTV,$7.99,197486209.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),425263,1.913%
ARTW,$2.66,13782487.00,Industrials,Industrial Machinery/Components,5693,-0.746%
ARVN,$9.10,587142902.00,Health Care,Biotechnology: Pharmaceutical Preparations,781838,0.00%
ARWR,$75.54,10640339366.00,Health Care,Biotechnology: Pharmaceutical Preparations,1580238,-2.074%
ARXS,$34.59,14085981653.00,Industrials,Military/Government/Technical,280181,0.043%
ASBP,$5.59,7240358.00,Health Care,Biotechnology: Pharmaceutical Preparations,138773,-7.297%
ASBPW,$0.0171,22149.00,Health Care,Biotechnology: Pharmaceutical Preparations,500,1.786%
ASLE,$6.15,290604898.00,Consumer Discretionary,Industrial Specialties,274131,1.821%
ASMB,$26.50,421154112.00,Health Care,Biotechnology: Pharmaceutical Preparations,63899,0.914%
ASML,$1592.00,613584922680.00,Technology,Industrial Machinery/Components,1356707,2.701%
ASND,$247.51,15340028254.00,Health Care,Biotechnology: Pharmaceutical Preparations,410301,2.557%
ASO,$51.03,3291850078.00,Consumer Discretionary,Other Specialty Stores,1006272,0.85%
