ticket,price,market_cap,sector,industry,volume,pct_change
ACDC,$6.07,1098188971.00,Energy,Oilfield Services/Equipment,2160891,-5.156%
ACET,$8.10,75720712.00,Health Care,Biotechnology: Pharmaceutical Preparations,36396,0.00%
ACFN,$16.30,40884605.00,Consumer Discretionary,Military/Government/Technical,7313,-5.012%
ACGC,$9.935,0.00,Finance,Blank Checks,2952,-0.05%
ACGCU,$10.11,0.00,Finance,Blank Checks,1200,0.198%
ACGCW,$0.32,0.00,Finance,Blank Checks,600,-3.03%
ACGL,$91.18,31857342634.00,Finance,Property-Casualty Insurers,5564759,-1.288%
ACGLN,$16.04,5604208992.00,Finance,Property-Casualty Insurers,22872,0.062%
ACGLO,$19.16,6694304506.00,Finance,Property-Casualty Insurers,17906,0.314%
ACHC,$24.87,2287219961.00,Health Care,Medical Specialities,3076615,5.83%
ACHV,$4.85,497896426.00,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,6945536,-9.515%
ACIC,$10.50,508872494.00,Finance,Property-Casualty Insurers,328811,0.095%
ACIU,$2.40,244256575.00,Health Care,Biotechnology: Pharmaceutical Preparations,213336,2.564%
ACIW,$44.09,4482258621.00,Technology,Computer Software: Prepackaged Software,1588537,-1.232%
ACLS,$187.53,5763527704.00,Technology,Industrial Machinery/Components,689024,6.888%
ACMR,$109.87,7276126687.00,Technology,Industrial Machinery/Components,2986975,14.222%
ACNB,$57.22,584333158.00,Finance,Major Banks,104377,1.869%
ACNT,$13.96,126173481.00,Industrials,Steel/Iron Ore,67118,0.867%
ACOG,$6.91,150459059.00,,,25628,3.443%
ACON,$3.12,7682220.00,Health Care,Medical Specialities,227843,0.322%
ACONW,$0.0403,99229.00,Health Care,Medical Specialities,739948,38.488%
ACRS,$4.50,628486560.00,Health Care,Biotechnology: Pharmaceutical Preparations,4322793,1.81%
ACRV,$1.57,67198715.00,Health Care,Biotechnology: Pharmaceutical Preparations,713722,3.289%
ACT,$42.39,5917675581.00,Finance,Specialty Insurers,938326,-0.586%
ACTG,$4.86,469423182.00,Miscellaneous,Multi-Sector Companies,256411,3.185%
ACTU,$2.07,49526514.00,Health Care,Biotechnology: Pharmaceutical Preparations,100522,0.976%
ACXP,$1.54,6618517.00,Health Care,Biotechnology: Pharmaceutical Preparations,62792,0.00%
ADAC,$10.03,0.00,,,5151,0.099%
ADACU,$10.25,0.00,Finance,Blank Checks,2112,0.688%
ADAG,$3.94,260243280.00,Health Care,Biotechnology: Pharmaceutical Preparations,169936,11.615%
ADAM,$9.13,820431916.00,Real Estate,Real Estate Investment Trusts,1927972,1.107%
ADAMG,$25.05,0.00,Real Estate,Real Estate Investment Trusts,11472,0.04%
ADAMH,$25.525,0.00,Real Estate,Real Estate Investment Trusts,10344,0.492%
ADAMI,$25.1213,2275473512.00,Real Estate,Real Estate Investment Trusts,5452,-0.312%
ADAML,$24.2999,2183615938.00,Real Estate,Real Estate Investment Trusts,12683,0.041%
ADAMM,$25.34,2277080477.00,Real Estate,Real Estate Investment Trusts,10330,-0.039%
ADAMN,$23.94,2151274926.00,Real Estate,Real Estate Investment Trusts,12723,0.263%
ADAMO,$25.13,0.00,Real Estate,Real Estate Investment Trusts,19483,0.12%
ADAMZ,$19.175,1723086746.00,Real Estate,Real Estate Investment Trusts,2952,-0.182%
ADBE,$195.16,77576100000.00,Technology,Computer Software: Prepackaged Software,15852558,-0.571%
ADEA,$31.81,3508444156.00,Technology,Computer Software: Prepackaged Software,2477824,1.37%
ADGM,$0.68,15103112.00,Health Care,Medical/Dental Instruments,54110,-2.857%
ADI,$434.46,211619835398.00,Technology,Semiconductors,11868966,4.828%
ADIL,$2.60,5573415.00,Health Care,Biotechnology: Pharmaceutical Preparations,153803,-5.455%
ADMA,$8.31,1930614792.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),8922031,-1.306%
ADP,$218.41,87941555541.00,Industrials,Diversified Commercial Services,6501703,-0.16%
ADPT,$17.53,2805578192.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3883227,4.47%
ADSE,$11.40,820823381.00,Consumer Discretionary,Industrial Specialties,1582,0.00%
ADSK,$193.82,40896020000.00,Technology,Computer Software: Prepackaged Software,9213532,0.388%
ADTN,$15.18,1229551158.00,Utilities,Telecommunications Equipment,3036113,0.596%
ADTX,$0.01,8159.00,Health Care,Biotechnology: Pharmaceutical Preparations,1088039093,127.273%
ADUR,$15.12,512155269.00,Industrials,Major Chemicals,340373,2.717%
ADUS,$94.23,1758781842.00,Health Care,Medical/Nursing Services,389865,0.384%
ADV,$34.81,462808697.00,Consumer Discretionary,Business Services,188551,-7.715%
ADVB,$5.10,8425878.00,Health Care,Medical Specialities,16552,7.368%
ADXN,$6.20,10036975.00,Health Care,Biotechnology: Pharmaceutical Preparations,2890,-0.161%
AEAQ,$9.99,0.00,,,7,0.00%
AEBI,$12.33,956800405.00,Industrials,Auto Manufacturing,355542,2.664%
AEC,$5.09,92816028.00,Basic Materials,Metal Mining,87174,17.011%
AEHL,$1.00,18152445.00,Industrials,Building Materials,289726,-1.961%
AEHR,$115.30,3701597887.00,Industrials,Electrical Products,1399545,2.38%
AEI,$1.24,48230829.00,Finance,Real Estate,34884,-9.489%
AEIS,$372.59,14169842492.00,Technology,Industrial Machinery/Components,792327,5.454%
AEMD,$1.89,4480358.00,Health Care,Medical/Dental Instruments,87557,-1.047%
AENT,$5.30,270165539.00,Consumer Discretionary,Durable Goods,17944,0.76%
AENTW,$0.405,20644725.00,Consumer Discretionary,Durable Goods,1160,12.50%
AEP,$127.69,69476771536.00,Utilities,Electric Utilities: Central,10158202,-0.452%
AERT,$7.22,41438100.00,Consumer Discretionary,Professional Services,62782,3.29%
AERTW,$0.02,114787.00,Consumer Discretionary,Professional Services,7510,-0.498%
AESPU,$10.07,0.00,,,1578,0.00%
AEVA,$24.39,1537565624.00,Consumer Discretionary,Auto Parts:O.E.M.,2397296,3.831%
AEYE,$6.31,78833449.00,Technology,Computer Software: Prepackaged Software,203420,4.643%
AFBI,$22.53,137317759.00,Finance,Banks,4367,0.133%
AFCG,$3.27,76939320.00,Finance,Real Estate,99068,-0.305%
AFJK,$34.02,0.00,,,3066,0.059%
AFJKR,$0.255,0.00,,,1451,0.00%
AFJKU,$36.87,0.00,,,5596,-24.524%
AFRI,$10.05,270986341.00,Consumer Staples,Packaged Foods,23200,0.904%
AFRIW,$0.70,18874671.00,Consumer Staples,Packaged Foods,778,9.976%
AFRM,$73.92,24755701925.00,Finance,Finance: Consumer Services,4486949,4.51%
AFYA,$14.07,1286738406.00,Real Estate,Other Consumer Services,170189,1.883%
AGCC,$15.60,581669400.00,Consumer Staples,Beverages (Production/Distribution),30634,-0.732%
AGEN,$3.00,124927293.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),868504,1.351%
AGIO,$34.16,2031550163.00,Health Care,Biotechnology: Pharmaceutical Preparations,2241621,3.265%
AGMB,$10.98,540742766.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),188965,8.713%
AGMH,$1.18,4128739.00,Technology,EDP Services,52719,1.724%
AGNC,$10.38,11915505843.00,Real Estate,Real Estate Investment Trusts,19081709,0.777%
AGNCL,$25.00,28698231800.00,Real Estate,Real Estate Investment Trusts,14580,-0.478%
AGNCM,$25.17,28893379776.00,Real Estate,Real Estate Investment Trusts,9970,0.119%
AGNCN,$25.88,29708409559.00,Real Estate,Real Estate Investment Trusts,28720,-0.108%
AGNCO,$25.60,29386989363.00,Real Estate,Real Estate Investment Trusts,26536,0.078%
AGNCP,$25.29,29031131289.00,Real Estate,Real Estate Investment Trusts,248424,0.119%
AGNCZ,$25.56,29341072192.00,,,56887,0.314%
AGNT,$4.69,770679204.00,Finance,Real Estate,3518244,0.428%
AGPU,$7.12,77031949.00,Health Care,Industrial Specialties,525037,14.286%
AGRZ,$0.348,7107373.00,Consumer Staples,Farming/Seeds/Milling,81521,6.748%
AGYS,$87.51,2464861704.00,Technology,EDP Services,564888,-0.171%
AHCO,$9.65,1312922567.00,Health Care,Medical/Nursing Services,2315762,1.259%
AHG,$1.34,739493977.00,Consumer Discretionary,Business Services,5847,8.943%
AHMA,$2.37,70448250.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,910183,-5.578%
AIAI,$16.63,1169321654.00,Technology,EDP Services,3818545,8.409%
AIBZ,$9.02,486659352.00,,,661580,2.851%
AIDX,$0.6568,6969652.00,Health Care,Precision Instruments,617666,1.845%
AIFA,$2.41,15369826.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,336832,12.617%
AIFC,$0.6695,93620544.00,Finance,Finance: Consumer Services,2025215,5.867%
AIFF,$1.37,21333339.00,Technology,Computer Software: Prepackaged Software,183482,-4.861%
AIFU,$49.31,304524063.00,Finance,Specialty Insurers,11654,-2.607%
AIHS,$1.39,6334910.00,Finance,Finance: Consumer Services,8079,6.107%
AIIO,$2.98,415466454.00,Industrials,Auto Manufacturing,6505126,18.254%
AIIOW,$0.0452,6301706.00,Industrials,Auto Manufacturing,184392,16.495%
AIIR,$7.00,1122706214.00,Consumer Discretionary,Tobacco,9542,1.449%
AIMD,$1.83,15599912.00,Technology,Computer peripheral equipment,65241,-10.294%
AIMDW,$0.1375,1172125.00,Technology,Computer peripheral equipment,100,0.00%
AIOS,$13.45,43702480.00,Industrials,Metal Fabrications,64063,10.246%
AIOT,$3.98,534039894.00,Telecommunications,Telecommunications Equipment,2877277,-2.689%
AIP,$44.11,2036646126.00,Technology,Semiconductors,1055577,4.675%
AIRE,$2.22,11909749.00,Finance,Real Estate,39943,-3.057%
AIRG,$6.78,85941788.00,Technology,Radio And Television Broadcasting And Communications Equipment,92040,0.296%
AIRJ,$4.85,351142852.00,Industrials,Industrial Machinery/Components,1662695,10.731%
AIRJW,$1.19,86156700.00,Industrials,Industrial Machinery/Components,12392,3.478%
AIRO,$7.99,251250696.00,Industrials,Aerospace,553657,6.25%
AIRS,$4.94,348495664.00,Health Care,Medical/Nursing Services,984604,2.703%
AIRT,$23.13,62512040.00,Consumer Discretionary,Air Freight/Delivery Services,3439,3.583%
AIRTP,$19.18,51836616.00,Consumer Discretionary,Air Freight/Delivery Services,505,-1.641%
AISP,$2.90,99794986.00,Technology,Computer Software: Prepackaged Software,417681,2.837%
AISPW,$0.90,30970858.00,Technology,Computer Software: Prepackaged Software,23247,2.273%
AIXC,$1.46,29543090.00,Health Care,Biotechnology: Pharmaceutical Preparations,519845,2.098%
AIXI,$6.26,5711762.00,Technology,Computer Software: Prepackaged Software,166152,-8.076%
AKAM,$124.91,18160096684.00,Consumer Discretionary,Business Services,6468424,-2.303%
AKAN,$18.20,9843306.00,Health Care," Medicinal Chemicals and Botanical Products ",49298,-4.211%
AKBA,$1.07,287036320.00,Health Care,Biotechnology: Pharmaceutical Preparations,22933828,4.902%
AKTS,$24.09,1331633698.00,Health Care,Biotechnology: Pharmaceutical Preparations,552173,2.38%
AKTX,$10.94,17223301.00,Health Care,Biotechnology: Pharmaceutical Preparations,67644,-8.833%
ALAB,$417.07,71489109119.00,Technology,Semiconductors,22605903,11.314%
ALAR,$9.17,66486819.00,Technology,Computer Software: Prepackaged Software,153873,0.88%
ALBT,$0.34,4096201.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),560520,-5.424%
ALCO,$40.34,299174631.00,,,21131,0.273%
ALDF,$10.68,0.00,,,50043,0.00%
ALDX,$1.96,118229293.00,Health Care,Biotechnology: Pharmaceutical Preparations,2185101,7.104%
ALEC,$1.75,194294077.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1108462,12.179%
ALF,$10.791,0.00,,,354,-0.452%
ALFUU,$10.91,0.00,Finance,Blank Checks,100,0.646%
ALFUW,$0.28,0.00,Finance,Blank Checks,115,-6.04%
ALGM,$59.00,10987121954.00,Technology,Semiconductors,4705454,9.30%
ALGN,$182.08,13040228564.00,Health Care,Industrial Specialties,1949707,4.927%
ALGS,$5.28,32673817.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),39819,-1.308%
ALGT,$100.76,1857741340.00,Consumer Discretionary,Air Freight/Delivery Services,754398,5.079%
ALHC,$21.86,4519201371.00,Health Care,Medical Specialities,7257346,2.054%
ALIS,$10.14,0.00,,,9433,0.297%
ALISR,$0.81,0.00,Finance,Blank Checks,63516,5.195%
ALKS,$44.99,7498744557.00,Health Care,Biotechnology: Pharmaceutical Preparations,7751468,1.078%
ALKT,$14.68,1571041474.00,Technology,Computer Software: Prepackaged Software,2071598,-2.717%
ALLO,$2.00,690309122.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),23548279,2.041%
ALLR,$1.43,22108835.00,Health Care,Biotechnology: Pharmaceutical Preparations,297935,6.716%
ALLT,$7.18,351267851.00,Telecommunications,Computer Communications Equipment,1570569,1.412%
ALM,$18.81,5337184180.00,Basic Materials,Other Metals and Minerals,7947303,2.899%
ALMR,$21.96,1522073645.00,Industrials,Biotechnology: Laboratory Analytical Instruments,996578,8.713%
ALMS,$23.41,2984587252.00,Health Care,Biotechnology: Pharmaceutical Preparations,1883774,1.562%
ALMU,$24.19,442806054.00,Technology,Semiconductors,739474,-2.695%
ALNT,$95.85,1629115675.00,Industrials,Electrical Products,302959,2.305%
ALNY,$278.09,37128511426.00,Health Care,Biotechnology: Pharmaceutical Preparations,2204703,-1.638%
ALOT,$28.57,221353846.00,Technology,Computer peripheral equipment,1027353,0.776%
ALOVU,$10.24,0.00,Finance,Blank Checks,32,0.00%
ALOVW,$0.40,0.00,,,515,-11.111%
ALOY,$17.78,1088375994.00,Technology,EDP Services,6908342,7.044%
ALP,$0.2488,5830525.00,Energy,Oil & Gas Production,3638630,-4.234%
ALPS,$0.72,119808235.00,,,20518,3.152%
ALRM,$44.38,2195060674.00,Technology,Computer Software: Prepackaged Software,1481030,-1.879%
ALRS,$29.68,745818213.00,Finance,Major Banks,447603,0.034%
ALT,$2.70,525080216.00,Health Care,Biotechnology: Pharmaceutical Preparations,11688258,2.273%
ALTI,$2.89,438175558.00,Finance,Investment Managers,223076,-3.667%
ALTO,$5.02,388975468.00,Industrials,Major Chemicals,2641893,1.414%
ALVO,$3.92,1223640403.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1080467,0.128%
ALXO,$1.53,205881263.00,Health Care,Biotechnology: Pharmaceutical Preparations,5048976,5.517%
ALZN,$1.22,4641784.00,Health Care,Biotechnology: Pharmaceutical Preparations,45037,-2.40%
AMAL,$43.955,1312819237.00,Finance,Major Banks,225345,1.795%
AMAN,$10.08,0.00,Finance,Blank Checks,4301,0.00%
AMAT,$617.11,489960303847.00,Technology,Semiconductors,16781199,4.08%
AMBA,$69.97,3069456904.00,Technology,Semiconductors,2102331,6.208%
AMBR,$1.56,147069392.00,Finance,Finance: Consumer Services,38723,4.00%
AMCI,$4.33,97859572.00,Consumer Discretionary,Home Furnishings,16142,-0.23%
AMCX,$9.36,411163384.00,Telecommunications,Cable & Other Pay Television Services,1151724,0.645%
AMD,$537.37,876235865379.00,Technology,Semiconductors,43806393,4.857%
AMGN,$337.60,182205513302.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),8151089,-1.188%
AMIX,$0.3642,4155283.00,Health Care,Medical/Dental Instruments,324886,-6.375%
AMKR,$90.46,22422547978.00,Technology,Semiconductors,5317580,4.663%
AMLX,$15.67,1742289587.00,Health Care,Biotechnology: Pharmaceutical Preparations,1293045,2.754%
AMOD,$4.01,16529685.00,Miscellaneous,Multi-Sector Companies,92214,-7.39%
AMODW,$0.03,123663.00,Miscellaneous,Multi-Sector Companies,1505,0.334%
AMPG,$8.99,227795803.00,Telecommunications,Telecommunications Equipment,4243944,-7.32%
AMPGR,$3.99,101101808.00,Telecommunications,Telecommunications Equipment,13988,-10.738%
AMPGZ,$3.00,76016397.00,Telecommunications,Telecommunications Equipment,8284,0.00%
AMPH,$18.81,829387806.00,Health Care,Biotechnology: Pharmaceutical Preparations,1327623,-3.091%
AMPL,$6.53,866003676.00,Technology,Computer Software: Prepackaged Software,1771069,0.00%
AMRN,$16.03,336134817.00,Health Care,Biotechnology: Pharmaceutical Preparations,87101,1.649%
AMRX,$16.21,5171359458.00,Health Care,Biotechnology: Pharmaceutical Preparations,2874960,-0.43%
AMSC,$43.40,2069938913.00,Consumer Discretionary,Metal Fabrications,1125286,8.149%
AMSF,$31.32,585802108.00,Finance,Property-Casualty Insurers,371893,0.32%
AMSS,$2.11,30158859.00,Consumer Staples,Beverages (Production/Distribution),492096,16.575%
AMST,$1.21,7082112.00,Technology,Computer Software: Prepackaged Software,94876,-3.968%
AMTX,$1.96,137918295.00,Industrials,Major Chemicals,904901,2.083%
AMZN,$244.39,2628929975064.00,Consumer Discretionary,Catalog/Specialty Distribution,75624479,2.901%
ANAB,$57.51,1673592874.00,Health Care,Biotechnology: Pharmaceutical Preparations,827884,1.304%
ANDE,$71.22,2425329868.00,Industrials,Farming/Seeds/Milling,706225,3.563%
ANGH,$5.69,51578758.00,Consumer Discretionary,Telecommunications Equipment,6169,-3.559%
ANGHW,$0.0125,113310.00,Consumer Discretionary,Telecommunications Equipment,60939,-20.886%
ANGI,$5.02,203425194.00,Consumer Discretionary,Advertising,2783272,-1.569%
ANGO,$12.15,502024817.00,Health Care,Medical/Dental Instruments,1195419,3.492%
ANIK,$14.42,191867098.00,Health Care,Medical/Dental Instruments,131914,1.335%
ANIP,$79.49,1785199774.00,Health Care,Biotechnology: Pharmaceutical Preparations,351474,-1.279%
ANIX,$2.91,99007113.00,Health Care,Biotechnology: Pharmaceutical Preparations,600852,8.178%
ANL,$10.10,735880718.00,Health Care,Biotechnology: Pharmaceutical Preparations,42970,-1.559%
ANNA,$2.93,196117792.00,Energy,Oil & Gas Production,182787,-5.484%
ANNAW,$0.285,19076304.00,Energy,Oil & Gas Production,17748,-17.055%
ANNX,$4.90,802828436.00,Health Care,Biotechnology: Pharmaceutical Preparations,7342618,-0.81%
ANPA,$4.60,69468073.00,Consumer Discretionary,Other Consumer Services,3242,-3.158%
ANSC,$11.42,0.00,,,10450,0.175%
ANSCW,$0.2194,0.00,,,850,0.00%
ANTA,$6.54,156911055.00,Finance,Investment Bankers/Brokers/Service,2214,-3.039%
ANTX,$5.00,180080805.00,Health Care,Biotechnology: Pharmaceutical Preparations,480876,2.041%
ANY,$3.43,14556309.00,Finance,Finance: Consumer Services,815048,-18.138%
AOSL,$48.04,1437816927.00,Technology,Semiconductors,2928359,11.333%
AOUT,$10.13,127595049.00,Consumer Discretionary,Recreational Games/Products/Toys,59497,3.367%
APA,$33.03,11675121598.00,Energy,Oil & Gas Production,12406427,-2.653%
APC,$18.39,231166401.00,Energy,Oil Refining/Marketing,298358,-0.916%
APEI,$52.72,967068687.00,Real Estate,Other Consumer Services,269487,0.803%
APGE,$90.38,6813691713.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1970089,2.205%
API,$4.15,350881608.00,Technology,Computer Software: Prepackaged Software,466619,-1.659%
APLD,$46.59,13314002822.00,Health Care,Medical/Dental Instruments,14554444,2.238%
APLM,$17.498,38426518.00,Health Care,Biotechnology: Pharmaceutical Preparations,45670,25.344%
APLMW,$0.0127,27890.00,Health Care,Biotechnology: Pharmaceutical Preparations,54046,-1.55%
APM,$0.8321,6776420.00,Health Care,Biotechnology: Pharmaceutical Preparations,83556,-4.356%
APOG,$41.27,881155976.00,Consumer Discretionary,Auto Parts:O.E.M.,512908,3.46%
APP,$469.71,157794377400.00,Technology,Computer Software: Programming Data Processing,9549109,-2.04%
APPF,$151.50,5356817750.00,Technology,Computer Software: Prepackaged Software,855899,1.958%
APPN,$20.95,1537983914.00,Technology,Computer Software: Prepackaged Software,1732070,-2.829%
APPS,$8.61,1038899639.00,Miscellaneous,Multi-Sector Companies,5903664,-0.116%
APRE,$0.715,8853685.00,Health Care,Biotechnology: Pharmaceutical Preparations,76256,-8.31%
APUR,$9.90,0.00,Finance,Blank Checks,126,0.00%
APURR,$0.22,0.00,Finance,Blank Checks,5940,1.994%
APVO,$4.67,5819310.00,Health Care,Biotechnology: Pharmaceutical Preparations,16587,-2.708%
APWC,$1.99,82052583.00,Industrials,Telecommunications Equipment,48090074,43.165%
APXT,$10.06,0.00,Technology,Computer Software: Prepackaged Software,41570,0.10%
APXTU,$10.25,0.00,Finance,Blank Checks,100,0.00%
APXTW,$0.2875,0.00,Finance,Blank Checks,2516,-4.167%
APYX,$4.11,172101939.00,Health Care,Medical/Dental Instruments,194799,-2.375%
AQB,$0.94,4838372.00,Consumer Staples,Meat/Poultry/Fish,99946,-7.843%
AQMS,$3.29,11061000.00,Industrials,Metal Fabrications,62467,1.543%
AQST,$4.71,590870060.00,Health Care,Biotechnology: Pharmaceutical Preparations,3138174,6.321%
ARAI,$0.4733,24545029.00,Consumer Discretionary,Diversified Commercial Services,792247,-1.066%
ARAY,$0.3479,41387470.00,Health Care,Medical/Dental Instruments,997666,1.547%
ARBB,$4.77,8420271.00,Technology,EDP Services,8313,-2.851%
ARBE,$0.8218,89730790.00,Technology,EDP Services,1320611,-2.295%
ARBEW,$0.0299,3264725.00,Technology,EDP Services,54127,-1.32%
ARBK,$3.58,47827626.00,Finance,Finance: Consumer Services,33563,-5.291%
ARCB,$144.53,3217784123.00,Industrials,Trucking Freight/Courier Services,951929,-0.905%
ARCC,$18.03,12945951895.00,Finance,Finance: Consumer Services,6902863,-0.387%
ARCI,$9.9833,0.00,,,5,0.00%
ARCIU,$10.15,0.00,Finance,Blank Checks,1532,0.00%
ARCIW,$0.63,0.00,,,2136,5.00%
ARCL,$9.91,0.00,Finance,Blank Checks,250143,0.304%
ARCLR,$0.23,0.00,Finance,Blank Checks,200,-4.167%
ARCLU,$10.25,0.00,Finance,Blank Checks,100,0.00%
ARCLW,$0.12,0.00,Finance,Blank Checks,4501,0.00%
ARCT,$7.53,214025710.00,Health Care,Biotechnology: Pharmaceutical Preparations,466296,2.31%
ARDX,$6.05,1494527791.00,Health Care,Biotechnology: Pharmaceutical Preparations,9839135,3.596%
AREC,$2.15,229988235.00,Energy,Coal Mining,1857502,1.896%
ARGX,$877.72,54473838055.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),352109,-1.63%
ARHS,$7.26,1027580865.00,Consumer Discretionary,Other Specialty Stores,1235042,5.523%
ARKO,$7.49,840271050.00,Consumer Staples,Food Chains,2765522,-2.979%
ARKR,$6.20,22358173.00,Consumer Discretionary,Restaurants,2510,-2.054%
ARLP,$23.52,3026055000.00,Energy,Coal Mining,501146,-3.21%
ARM,$439.46,467609721044.00,Technology,Semiconductors,34221933,4.913%
AROW,$38.80,641325937.00,Finance,Major Banks,313177,0.805%
ARQ,$2.84,121910573.00,Industrials,Major Chemicals,657939,4.029%
ARQQ,$24.38,587328462.00,Technology,Computer Software: Prepackaged Software,5673387,7.876%
ARQQW,$0.054,1300892.00,Technology,Computer Software: Prepackaged Software,123097,-19.403%
ARQT,$26.21,3278435233.00,Health Care,Biotechnology: Pharmaceutical Preparations,5480683,-0.038%
ARRY,$8.00,1230611024.00,Consumer Discretionary,Miscellaneous manufacturing industries,8650203,4.439%
ARTC,$9.91,0.00,Finance,Blank Checks,223638,-0.101%
ARTCU,$9.99,0.00,,,70,0.00%
ARTL,$1.26,4391780.00,Health Care,Biotechnology: Pharmaceutical Preparations,123703,-0.787%
ARTNA,$32.28,333272859.00,Utilities,Water Supply,49902,0.062%
ARTV,$9.82,242717719.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1747798,-1.207%
ARTW,$2.59,13419790.00,Industrials,Industrial Machinery/Components,13412,-0.766%
ARVN,$7.67,494877589.00,Health Care,Biotechnology: Pharmaceutical Preparations,957571,0.00%
ARWR,$81.82,11524921458.00,Health Care,Biotechnology: Pharmaceutical Preparations,3863567,0.962%
ARXS,$43.61,17894697706.00,Industrials,Military/Government/Technical,5180752,7.812%
ASBP,$6.58,8522640.00,Health Care,Biotechnology: Pharmaceutical Preparations,177167,3.459%
ASBPW,$0.02,25905.00,Health Care,Biotechnology: Pharmaceutical Preparations,1641,1.01%
ASLE,$6.35,300055464.00,Consumer Discretionary,Industrial Specialties,383601,-2.308%
ASMB,$24.44,388415340.00,Health Care,Biotechnology: Pharmaceutical Preparations,298872,1.201%
ASML,$1929.68,743732759797.00,Technology,Industrial Machinery/Components,2406184,3.311%
ASND,$230.83,14306245089.00,Health Care,Biotechnology: Pharmaceutical Preparations,908521,-0.138%
ASO,$51.82,3213791985.00,Consumer Discretionary,Other Specialty Stores,2155885,4.75%
ASPC,$10.78,0.00,Finance,Blank Checks,2666,0.00%
ASPCR,$0.0901,0.00,Finance,Blank Checks,1000,0.111%
ASPCU,$11.60,0.00,Finance,Blank Checks,2,0.00%
ASPI,$7.18,903986749.00,Industrials,Major Chemicals,4450140,7.485%
