ticket,price,market_cap,sector,industry,volume,pct_change
ACON,$3.21,7903823.00,Health Care,Medical Specialities,25083,-1.534%
ACONW,$0.0315,77561.00,Health Care,Medical Specialities,2100,-20.655%
ACRS,$4.52,631279834.00,Health Care,Biotechnology: Pharmaceutical Preparations,627738,-0.441%
ACRV,$1.75,74903026.00,Health Care,Biotechnology: Pharmaceutical Preparations,825781,-2.235%
ACT,$42.73,5965139834.00,Finance,Specialty Insurers,280661,-1.544%
ACTG,$4.66,450105355.00,Miscellaneous,Multi-Sector Companies,192457,1.747%
ACTU,$2.38,56943528.00,Health Care,Biotechnology: Pharmaceutical Preparations,57541,-1.653%
ACXP,$1.97,8466544.00,Health Care,Biotechnology: Pharmaceutical Preparations,249407,2.073%
ADAC,$9.94,0.00,,,1,0.00%
ADACW,$0.38,0.00,,,109,-7.317%
ADAG,$3.75,247693478.00,Health Care,Biotechnology: Pharmaceutical Preparations,69406,-1.055%
ADAM,$8.90,799763861.00,Real Estate,Real Estate Investment Trusts,438646,0.225%
ADAMG,$25.3602,0.00,Real Estate,Real Estate Investment Trusts,5185,0.596%
ADAMH,$25.71,0.00,Real Estate,Real Estate Investment Trusts,10612,0.351%
ADAMI,$25.21,2283507909.00,Real Estate,Real Estate Investment Trusts,9358,-0.513%
ADAML,$24.353,2188387563.00,Real Estate,Real Estate Investment Trusts,274,0.301%
ADAMM,$25.40,2282472143.00,Real Estate,Real Estate Investment Trusts,25502,-0.222%
ADAMN,$23.43,2105445760.00,Real Estate,Real Estate Investment Trusts,5810,-0.213%
ADAMO,$25.28,0.00,Real Estate,Real Estate Investment Trusts,4431,-0.237%
ADAMZ,$18.13,1629181888.00,Real Estate,Real Estate Investment Trusts,8629,-0.275%
ADBE,$244.76,98931992000.00,Technology,Computer Software: Prepackaged Software,3779271,0.27%
ADEA,$26.86,2962490098.00,Technology,Computer Software: Prepackaged Software,1178662,1.897%
ADGM,$0.841,18678996.00,Health Care,Medical/Dental Instruments,392653,-0.462%
ADI,$397.07,193407650973.00,Technology,Semiconductors,6107847,3.347%
ADIL,$2.08,4458732.00,Health Care,Biotechnology: Pharmaceutical Preparations,143720,-9.565%
ADMA,$8.24,1909807172.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2973345,-2.60%
ADP,$225.31,90719801653.00,Industrials,Diversified Commercial Services,2282603,2.379%
ADPT,$13.88,2221416161.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1235047,0.072%
ADSE,$11.89,856104386.00,Consumer Discretionary,Industrial Specialties,5413,0.00%
ADSEW,$0.4255,30636873.00,Consumer Discretionary,Industrial Specialties,5634,-14.90%
ADSK,$240.99,50883894038.00,Technology,Computer Software: Prepackaged Software,2455226,0.333%
ADTN,$15.67,1269240227.00,Utilities,Telecommunications Equipment,2909651,5.664%
ADTX,$0.5149,420118.00,Health Care,Biotechnology: Pharmaceutical Preparations,12599254,-57.795%
ADUR,$14.59,494202737.00,Industrials,Major Chemicals,394147,2.171%
ADUS,$92.65,1729291496.00,Health Care,Medical/Nursing Services,173217,-0.654%
ADV,$42.31,562523297.00,Consumer Discretionary,Business Services,149432,3.625%
ADVB,$3.95,5459425.00,Health Care,Medical Specialities,7567,-4.358%
ADXN,$6.83,11056862.00,Health Care,Biotechnology: Pharmaceutical Preparations,534,-2.289%
AEAQ,$9.95,0.00,,,12,0.00%
AEAQW,$0.39,0.00,,,46999,14.706%
AEBI,$12.10,938952546.00,Industrials,Auto Manufacturing,191622,2.024%
AEC,$4.36,79504495.00,Basic Materials,Metal Mining,41817,0.00%
AEHL,$1.51,7328142.00,Industrials,Building Materials,790450,-23.35%
AEHR,$95.02,3050527591.00,Industrials,Electrical Products,1859315,4.074%
AEI,$1.575,61260932.00,Finance,Real Estate,11273,0.962%
AEIS,$324.86,12354639233.00,Technology,Industrial Machinery/Components,606485,0.361%
AEMD,$2.20,2893242.00,Health Care,Medical/Dental Instruments,279147,4.762%
AENT,$6.16,314003721.00,Consumer Discretionary,Durable Goods,15259,3.01%
AENTW,$0.5021,25594362.00,Consumer Discretionary,Durable Goods,3328,4.626%
AEP,$131.59,71598781161.00,Utilities,Electric Utilities: Central,3280580,1.528%
AERT,$0.71,35648899.00,Consumer Discretionary,Professional Services,120651,-1.988%
AERTW,$0.0219,1099593.00,Consumer Discretionary,Professional Services,40172,38.608%
AEVA,$25.32,1596193588.00,Consumer Discretionary,Auto Parts:O.E.M.,3882941,17.822%
AEYE,$7.25,90577259.00,Technology,Computer Software: Prepackaged Software,84253,-0.412%
AFBI,$22.49,137073964.00,Finance,Banks,3409,-0.044%
AFCG,$3.615,85056771.00,Finance,Real Estate,205311,3.879%
AFJK,$40.06,0.00,,,5815,-1.086%
AFJKR,$0.2795,0.00,,,9100,-0.534%
AFJKU,$50.06,0.00,,,203,-8.683%
AFRI,$9.87,266132854.00,Consumer Staples,Packaged Foods,14718,-1.693%
AFRIW,$0.6645,17917455.00,Consumer Staples,Packaged Foods,222,-11.40%
AFRM,$65.22,21842084409.00,Finance,Finance: Consumer Services,5545790,-2.918%
AFYA,$14.00,1258147534.00,Real Estate,Other Consumer Services,75782,-0.639%
AGAE,$0.5885,22190528.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,15692562,-3.667%
AGCC,$17.24,642819260.00,Consumer Staples,Beverages (Production/Distribution),8387,-2.157%
AGEN,$3.11,129507960.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),900018,-1.582%
AGIO,$28.14,1673531077.00,Health Care,Biotechnology: Pharmaceutical Preparations,874505,-2.258%
AGMB,$11.50,566351713.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),34119,5.119%
AGMH,$1.11,3883813.00,Technology,EDP Services,49688,0.909%
AGNC,$10.21,11720357867.00,Real Estate,Real Estate Investment Trusts,11676708,-0.487%
AGNCL,$24.84,28514563116.00,Real Estate,Real Estate Investment Trusts,6528,-0.281%
AGNCM,$24.88,28560480287.00,Real Estate,Real Estate Investment Trusts,9911,0.363%
AGNCN,$25.78,29593616632.00,Real Estate,Real Estate Investment Trusts,8422,0.039%
AGNCO,$25.57,29352551485.00,Real Estate,Real Estate Investment Trusts,8168,0.314%
AGNCP,$24.97,28663793922.00,Real Estate,Real Estate Investment Trusts,33330,-0.04%
AGNCZ,$25.32,29065569167.00,,,13323,0.317%
AGNT,$5.05,829835816.00,Finance,Real Estate,819365,0.798%
AGPU,$5.34,55560783.00,Health Care,Industrial Specialties,229977,-6.316%
AGRZ,$0.329,6719327.00,Consumer Staples,Farming/Seeds/Milling,118627,-0.333%
AGYS,$79.84,2244162440.00,Technology,EDP Services,311485,0.428%
AHCO,$10.45,1421765888.00,Health Care,Medical/Nursing Services,730719,-0.76%
AHG,$1.53,844347601.00,Consumer Discretionary,Business Services,5490,1.325%
AHMA,$1.15,34183750.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,126262,1.77%
AIAI,$15.68,1102523363.00,Technology,EDP Services,260612,7.618%
AIDX,$0.98,10399297.00,Health Care,Precision Instruments,9388894,-18.672%
AIFC,$0.8932,124901972.00,Finance,Finance: Consumer Services,1069773,2.045%
AIFF,$1.75,27250615.00,Technology,Computer Software: Prepackaged Software,167240,2.339%
AIFU,$2.17,281533869.00,Finance,Specialty Insurers,3920,-3.982%
AIHS,$1.17,5332262.00,Finance,Finance: Consumer Services,13038,-1.266%
AIIO,$2.58,51041505.00,Industrials,Auto Manufacturing,4692642,-20.124%
AIIOW,$0.057,1127661.00,Industrials,Auto Manufacturing,203056,2.518%
AIIR,$8.64,0.00,Consumer Discretionary,Tobacco,6998,-1.93%
AIMD,$1.53,13042549.00,Technology,Computer peripheral equipment,332917,-3.165%
AIMDW,$0.06,511473.00,Technology,Computer peripheral equipment,40,0.00%
AIOS,$16.06,52183035.00,Industrials,Metal Fabrications,112463,-9.775%
AIOT,$3.41,457442215.00,Telecommunications,Telecommunications Equipment,1437242,3.963%
AIP,$36.28,1675119507.00,Technology,Semiconductors,1173007,1.058%
AIRE,$2.44,13089995.00,Finance,Real Estate,128189,8.444%
AIRG,$7.095,89934659.00,Technology,Radio And Television Broadcasting And Communications Equipment,185983,3.426%
AIRJ,$4.37,299225874.00,Industrials,Industrial Machinery/Components,2557704,10.914%
AIRJW,$0.9025,61796648.00,Industrials,Industrial Machinery/Components,1628515,20.333%
AIRO,$6.56,206283425.00,Industrials,Aerospace,360313,4.792%
AIRS,$5.33,376008480.00,Health Care,Medical/Nursing Services,1029648,1.331%
AIRT,$22.30,60268850.00,Consumer Discretionary,Air Freight/Delivery Services,1212,4.892%
AIRTP,$19.23,51971748.00,Consumer Discretionary,Air Freight/Delivery Services,115,0.892%
AISP,$2.56,88094884.00,Technology,Computer Software: Prepackaged Software,664855,9.402%
AISPW,$0.7399,25461486.00,Technology,Computer Software: Prepackaged Software,149200,8.825%
AIXC,$1.29,26103141.00,Health Care,Biotechnology: Pharmaceutical Preparations,48520,-6.522%
AIXI,$15.47,8237527.00,Technology,Computer Software: Prepackaged Software,233925,3.895%
AKAM,$147.23,21405099951.00,Consumer Discretionary,Business Services,3736359,0.677%
AKAN,$27.12,14493416.00,Health Care," Medicinal Chemicals and Botanical Products ",3427477,15.601%
AKBA,$1.02,273623408.00,Health Care,Biotechnology: Pharmaceutical Preparations,2321365,0.00%
AKTS,$20.34,1124343272.00,Health Care,Biotechnology: Pharmaceutical Preparations,129701,6.381%
AKTX,$18.27,20911623.00,Health Care,Biotechnology: Pharmaceutical Preparations,33841604,255.447%
ALAB,$306.88,52601668320.00,Technology,Semiconductors,6515533,3.035%
ALAR,$7.785,56444917.00,Technology,Computer Software: Prepackaged Software,15541,2.976%
ALBT,$0.3845,4632322.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),228605,13.088%
ALCO,$41.31,306368468.00,,,18826,1.126%
ALDF,$10.65,0.00,,,25000,0.00%
ALDFU,$10.78,0.00,Finance,Blank Checks,22,0.00%
ALDFW,$0.3335,0.00,Finance,Blank Checks,3900,4.186%
ALDX,$1.55,93497655.00,Health Care,Biotechnology: Pharmaceutical Preparations,475198,-2.516%
ALEC,$2.21,245365663.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),328083,0.00%
ALF,$10.89,0.00,,,412863,0.23%
ALFUW,$0.1401,0.00,Finance,Blank Checks,36196,0.00%
ALGM,$45.95,8514115477.00,Technology,Semiconductors,1944001,2.796%
ALGN,$163.61,11717441758.00,Health Care,Industrial Specialties,844545,0.35%
ALGS,$5.76,35644164.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),136204,0.876%
ALGT,$80.31,1480698760.00,Consumer Discretionary,Air Freight/Delivery Services,408910,-1.327%
ALHC,$16.35,3380098006.00,Health Care,Medical Specialities,2801522,-0.122%
ALIS,$10.06,0.00,,,13374,-0.099%
ALISR,$0.526,0.00,Finance,Blank Checks,1761,1.741%
ALISU,$10.57,0.00,,,200,-0.189%
ALKS,$36.80,6133669698.00,Health Care,Biotechnology: Pharmaceutical Preparations,907783,-0.406%
ALKT,$16.80,1797922123.00,Technology,Computer Software: Prepackaged Software,852613,-0.415%
ALLO,$2.00,690309122.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4123539,2.041%
ALLR,$1.77,27365481.00,Health Care,Biotechnology: Pharmaceutical Preparations,295005,6.627%
ALLT,$7.70,376707862.00,Telecommunications,Computer Communications Equipment,424641,4.054%
ALM,$18.66,5294622902.00,Basic Materials,Other Metals and Minerals,2870199,-0.692%
ALMR,$20.06,1390382391.00,Industrials,Biotechnology: Laboratory Analytical Instruments,260201,-8.818%
ALMS,$22.02,2807373400.00,Health Care,Biotechnology: Pharmaceutical Preparations,567338,-0.677%
ALMU,$22.64,414432784.00,Technology,Semiconductors,980698,-2.874%
ALNT,$63.37,1077068965.00,Industrials,Electrical Products,124483,0.843%
ALNY,$297.45,39713314839.00,Health Care,Biotechnology: Pharmaceutical Preparations,681280,-1.018%
ALOT,$14.23,109469113.00,Technology,Computer peripheral equipment,11189,0.353%
ALOVU,$10.05,0.00,Finance,Blank Checks,2603,0.50%
ALOVW,$0.42,0.00,,,740,7.417%
ALOY,$9.79,599280145.00,Technology,EDP Services,1233492,1.346%
ALP,$0.3641,8532533.00,Energy,Oil & Gas Production,16563038,-5.478%
ALPS,$0.6734,112053980.00,,,52911,-3.80%
ALRM,$43.80,2166373535.00,Technology,Computer Software: Prepackaged Software,264703,0.183%
ALRS,$28.05,704858520.00,Finance,Major Banks,124992,-0.567%
ALT,$2.90,563975047.00,Health Care,Biotechnology: Pharmaceutical Preparations,1988934,-1.024%
ALTI,$3.30,500338872.00,Finance,Investment Managers,449523,-4.624%
ALTO,$4.70,364180219.00,Industrials,Major Chemicals,1354099,3.07%
ALVO,$3.34,1042241295.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),197532,-1.183%
ALVOW,$0.1898,59226766.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2611,-5.10%
ALXO,$1.98,266434576.00,Health Care,Biotechnology: Pharmaceutical Preparations,1167946,-0.503%
ALZN,$1.13,4299357.00,Health Care,Biotechnology: Pharmaceutical Preparations,60914,-3.419%
AMAL,$41.29,1233222758.00,Finance,Major Banks,80296,-0.242%
AMAN,$10.14,0.00,Finance,Blank Checks,53620,0.099%
AMAT,$432.16,342966440123.00,Technology,Semiconductors,4889100,1.123%
AMBA,$87.55,3840072924.00,Technology,Semiconductors,1031419,4.675%
AMBR,$1.86,175351967.00,Finance,Finance: Consumer Services,30060,1.639%
AMCI,$5.09,115035848.00,Consumer Discretionary,Home Furnishings,64036,-8.288%
AMCX,$9.24,405892059.00,Telecommunications,Cable & Other Pay Television Services,412187,2.667%
AMD,$467.51,762322104739.00,Technology,Semiconductors,34658788,3.986%
AMGN,$339.30,183123017368.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1566152,0.557%
AMIX,$0.399,4552328.00,Health Care,Medical/Dental Instruments,1061240,0.00%
AMKR,$65.75,16297618059.00,Technology,Semiconductors,5884928,-0.228%
AMLX,$13.58,1509910185.00,Health Care,Biotechnology: Pharmaceutical Preparations,818507,-2.513%
AMOD,$0.20,10833922.00,Miscellaneous,Multi-Sector Companies,558696,-1.961%
AMODW,$0.0206,1115894.00,Miscellaneous,Multi-Sector Companies,42290,-46.632%
AMPG,$5.04,127707547.00,Telecommunications,Telecommunications Equipment,10214770,-4.726%
AMPGR,$0.80,20271039.00,Telecommunications,Telecommunications Equipment,190907,-7.813%
AMPGZ,$0.80,20271039.00,Telecommunications,Telecommunications Equipment,41485,-18.367%
AMPH,$18.41,811750639.00,Health Care,Biotechnology: Pharmaceutical Preparations,485218,1.377%
AMPL,$6.70,888548948.00,Technology,Computer Software: Prepackaged Software,2026905,2.761%
AMRN,$14.43,302584243.00,Health Care,Biotechnology: Pharmaceutical Preparations,35939,-0.825%
AMRX,$12.42,3962263077.00,Health Care,Biotechnology: Pharmaceutical Preparations,953492,0.00%
AMSC,$51.84,2468220854.00,Consumer Discretionary,Metal Fabrications,745399,4.897%
AMSF,$31.05,580752090.00,Finance,Property-Casualty Insurers,112065,-0.799%
AMSS,$4.32,61747047.00,Consumer Staples,Beverages (Production/Distribution),151335,-32.815%
AMST,$2.10,12291269.00,Technology,Computer Software: Prepackaged Software,1263838,-3.226%
AMTX,$2.68,188582158.00,Industrials,Major Chemicals,3219669,19.111%
AMWD,$38.90,566757246.00,Basic Materials,Forest Products,141143,1.223%
AMZN,$266.32,2864833384996.00,Consumer Discretionary,Catalog/Specialty Distribution,27470312,-0.797%
ANAB,$59.71,1737614858.00,Health Care,Biotechnology: Pharmaceutical Preparations,408638,-1.159%
ANDE,$70.85,2412729868.00,Industrials,Farming/Seeds/Milling,317385,0.825%
ANGH,$3.16,28644793.00,Consumer Discretionary,Telecommunications Equipment,735,-2.167%
ANGHW,$0.0099,89742.00,Consumer Discretionary,Telecommunications Equipment,36058,3.125%
ANGI,$5.52,223686667.00,Consumer Discretionary,Advertising,1044672,7.813%
ANGO,$11.92,492521467.00,Health Care,Medical/Dental Instruments,211478,-0.334%
ANIK,$14.88,197987685.00,Health Care,Medical/Dental Instruments,50847,-0.932%
ANIP,$82.72,1857739657.00,Health Care,Biotechnology: Pharmaceutical Preparations,562414,-0.06%
ANIX,$2.79,93542724.00,Health Care,Biotechnology: Pharmaceutical Preparations,40495,1.455%
ANL,$11.92,868484966.00,Health Care,Biotechnology: Pharmaceutical Preparations,24226,3.114%
ANNA,$3.21,214859424.00,Energy,Oil & Gas Production,290546,6.291%
ANNAW,$0.3329,22282462.00,Energy,Oil & Gas Production,3499,3.707%
ANNX,$5.31,870003877.00,Health Care,Biotechnology: Pharmaceutical Preparations,2180198,-2.39%
ANPA,$6.46,97557337.00,Consumer Discretionary,Other Consumer Services,16192,3.36%
ANSC,$11.38,0.00,,,63511,0.21%
ANSCU,$11.44,0.00,,,169,1.87%
ANSCW,$0.23,0.00,,,26300,0.00%
ANTA,$8.02,192419978.00,Finance,Investment Bankers/Brokers/Service,2178,-2.195%
ANTX,$4.85,174678381.00,Health Care,Biotechnology: Pharmaceutical Preparations,731471,-0.818%
ANY,$1.89,8020824.00,Finance,Finance: Consumer Services,118846,-2.073%
AOSL,$41.72,1248661994.00,Technology,Semiconductors,931152,6.673%
AOUT,$9.60,120919296.00,Consumer Discretionary,Recreational Games/Products/Toys,25573,-0.621%
APA,$38.80,13714644808.00,Energy,Oil & Gas Production,3872722,1.20%
APAC,$10.12,0.00,,,540,0.00%
APACR,$0.12,0.00,,,4200,0.00%
APACU,$10.20,0.00,Finance,Blank Checks,100,0.295%
APC,$20.72,260455021.00,Energy,Oil Refining/Marketing,63071,-0.624%
APEI,$51.50,944689632.00,Real Estate,Other Consumer Services,136435,-0.174%
APGE,$81.16,6118601675.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),338466,-1.541%
API,$3.64,307761217.00,Technology,Computer Software: Prepackaged Software,589397,-3.448%
APLD,$45.87,13108248754.00,Finance,Finance: Consumer Services,22155321,-4.477%
APLM,$14.085,30931392.00,Health Care,Biotechnology: Pharmaceutical Preparations,7735,-1.564%
APLMW,$0.0141,30964.00,Health Care,Biotechnology: Pharmaceutical Preparations,5500,11.024%
APM,$0.85,6922193.00,Health Care,Biotechnology: Pharmaceutical Preparations,5328,1.857%
APOG,$35.88,766074059.00,Consumer Discretionary,Auto Parts:O.E.M.,148952,1.643%
APP,$481.68,161815579200.00,Technology,Computer Software: Programming Data Processing,3822258,-0.866%
APPF,$164.92,5831329262.00,Technology,Computer Software: Prepackaged Software,425325,1.57%
APPN,$21.37,1568817004.00,Technology,Computer Software: Prepackaged Software,604837,1.088%
APPS,$4.55,545544695.00,Miscellaneous,Multi-Sector Companies,2931929,2.018%
APRE,$0.95,11763637.00,Health Care,Biotechnology: Pharmaceutical Preparations,189910,2.151%
APURU,$9.995,0.00,Finance,Blank Checks,625167,-0.05%
APVO,$4.95,6168220.00,Health Care,Biotechnology: Pharmaceutical Preparations,26639,-1.786%
APWC,$1.50,61848681.00,Industrials,Telecommunications Equipment,99,0.00%
APXT,$10.02,0.00,Technology,Computer Software: Prepackaged Software,17167,0.00%
APXTW,$0.2439,0.00,Finance,Blank Checks,27579,6.043%
APYX,$4.13,172939418.00,Health Care,Medical/Dental Instruments,127495,-2.824%
AQB,$0.9849,5069481.00,Consumer Staples,Meat/Poultry/Fish,52268,3.728%
AQMS,$3.96,13313544.00,Industrials,Metal Fabrications,35336,-0.252%
AQST,$4.12,516854490.00,Health Care,Biotechnology: Pharmaceutical Preparations,892772,-2.60%
ARAI,$0.6412,30605368.00,Consumer Discretionary,Diversified Commercial Services,1006770,-7.072%
ARAY,$0.3069,36509958.00,Health Care,Medical/Dental Instruments,3829212,0.098%
ARBB,$4.61,8137830.00,Technology,EDP Services,5464,-0.86%
ARBE,$1.13,123382567.00,Technology,EDP Services,3528604,-5.042%
ARBEW,$0.0628,6857013.00,Technology,EDP Services,36554,-15.02%
ARBK,$3.84,51301140.00,Finance,Finance: Consumer Services,9277,-1.031%
ARCB,$124.57,2773399075.00,Industrials,Trucking Freight/Courier Services,180349,0.129%
ARCC,$18.59,13348044689.00,Finance,Finance: Consumer Services,4518864,-0.80%
ARCI,$9.96,0.00,,,37865,0.05%
ARCIU,$10.05,0.00,Finance,Blank Checks,2719,0.00%
ARCIW,$0.50,0.00,,,27729,-0.10%
ARCLU,$10.06,0.00,Finance,Blank Checks,10000,0.00%
ARCT,$7.03,199814175.00,Health Care,Biotechnology: Pharmaceutical Preparations,266477,0.142%
ARDX,$6.11,1509349555.00,Health Care,Biotechnology: Pharmaceutical Preparations,2318033,-3.78%
AREC,$2.16,231057948.00,Energy,Coal Mining,8174133,1.408%
ARGX,$806.46,50051236656.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),171335,-1.196%
ARHS,$6.32,894533204.00,Consumer Discretionary,Other Specialty Stores,770412,-1.095%
ARKO,$7.63,855977051.00,Consumer Staples,Food Chains,1183393,1.598%
ARKR,$6.60,23800636.00,Consumer Discretionary,Restaurants,1678,-2.222%
ARLP,$24.88,3201030969.00,Energy,Coal Mining,295917,0.201%
ARM,$306.51,324675008333.00,Technology,Semiconductors,13916015,2.776%
AROW,$36.82,608598480.00,Finance,Major Banks,103178,0.163%
ARQ,$2.46,105598595.00,Industrials,Major Chemicals,196129,-0.806%
ARQQ,$17.49,273751014.00,Technology,Computer Software: Prepackaged Software,2189622,6.322%
ARQQW,$0.0702,1098761.00,Technology,Computer Software: Prepackaged Software,259370,-10.00%
ARQT,$20.86,2609239182.00,Health Care,Biotechnology: Pharmaceutical Preparations,1162992,-0.714%
ARRY,$8.48,1304447685.00,Consumer Discretionary,Miscellaneous manufacturing industries,4608081,3.415%
ARTC,$9.90,0.00,Finance,Blank Checks,100,0.101%
ARTCW,$0.35,0.00,,,25010,6.061%
ARTL,$1.19,2776913.00,Health Care,Biotechnology: Pharmaceutical Preparations,16723096,-10.526%
ARTNA,$32.44,334924769.00,Utilities,Water Supply,52043,0.34%
ARTV,$7.87,194520209.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),308896,-1.502%
ARTW,$2.61,13523417.00,Industrials,Industrial Machinery/Components,19129,-1.88%
ARVN,$9.09,586497690.00,Health Care,Biotechnology: Pharmaceutical Preparations,778438,-0.11%
ARWR,$74.95,10557233724.00,Health Care,Biotechnology: Pharmaceutical Preparations,1401693,-0.781%
ARXS,$34.80,14171499322.00,Industrials,Military/Government/Technical,321350,0.607%
ASBP,$5.41,7007216.00,Health Care,Biotechnology: Pharmaceutical Preparations,69991,-3.22%
ASBPW,$0.0168,21760.00,Health Care,Biotechnology: Pharmaceutical Preparations,7507,-1.754%
ASLE,$6.24,294857653.00,Consumer Discretionary,Industrial Specialties,420640,1.463%
ASMB,$28.34,450396511.00,Health Care,Biotechnology: Pharmaceutical Preparations,893890,6.943%
ASML,$1632.90,629348505179.00,Technology,Industrial Machinery/Components,1666727,2.569%
ASND,$247.05,15311518646.00,Health Care,Biotechnology: Pharmaceutical Preparations,450948,-0.186%
ASO,$52.52,3387967198.00,Consumer Discretionary,Other Specialty Stores,1069993,2.92%
ASPC,$11.20,0.00,Finance,Blank Checks,6349,-3.03%
