ticket,price,market_cap,sector,industry,volume,pct_change
ADV,$37.42,497509378.00,Consumer Discretionary,Business Services,115379,-4.272%
ADVB,$5.01,6924486.00,Health Care,Medical Specialities,287731,28.133%
ADXN,$6.65,10765466.00,Health Care,Biotechnology: Pharmaceutical Preparations,3248,-2.493%
AEAQ,$10.015,0.00,,,17176,0.351%
AEAQU,$10.15,0.00,,,40319,0.00%
AEAQW,$0.38,0.00,,,28090,0.00%
AEBI,$12.48,968440312.00,Industrials,Auto Manufacturing,276925,-3.331%
AEC,$4.86,88621983.00,Basic Materials,Metal Mining,56895,0.00%
AEHL,$1.22,22145983.00,Industrials,Building Materials,668778,-3.175%
AEHR,$92.33,2964167675.00,Industrials,Electrical Products,1883918,-7.661%
AEI,$1.56,60677495.00,Finance,Real Estate,7819,-6.024%
AEIS,$302.18,11492103932.00,Technology,Industrial Machinery/Components,2259534,-4.699%
AEMD,$2.21,2906393.00,Health Care,Medical/Dental Instruments,885006,-24.83%
AENT,$6.06,308906258.00,Consumer Discretionary,Durable Goods,16613,-6.481%
AEP,$126.67,68921784403.00,Utilities,Electric Utilities: Central,5664379,-0.853%
AERT,$0.75,37657288.00,Consumer Discretionary,Professional Services,57853,1.01%
AERTW,$0.02,1004194.00,Consumer Discretionary,Professional Services,147,-0.498%
AEVA,$28.18,1776490336.00,Consumer Discretionary,Auto Parts:O.E.M.,2535569,9.056%
AEYE,$7.68,95949427.00,Technology,Computer Software: Prepackaged Software,113206,0.00%
AFBI,$22.47,136952066.00,Finance,Banks,3050,-0.089%
AFCG,$3.73,87762588.00,Finance,Real Estate,157908,-0.533%
AFJK,$42.00,0.00,,,2253,1.156%
AFJKR,$0.255,0.00,,,22,0.00%
AFJKU,$51.80,0.00,,,3805,24.699%
AFRI,$10.17,274221999.00,Consumer Staples,Packaged Foods,7351,1.194%
AFRIW,$0.7725,20829547.00,Consumer Staples,Packaged Foods,2240,-3.438%
AFRM,$73.65,24665279312.00,Finance,Finance: Consumer Services,6454601,0.89%
AFYA,$14.01,1259046211.00,Real Estate,Other Consumer Services,117564,-0.285%
AGCC,$17.99,670784135.00,Consumer Staples,Beverages (Production/Distribution),22021,5.082%
AGEN,$3.50,145748509.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),617375,2.941%
AGIO,$29.40,1748465305.00,Health Care,Biotechnology: Pharmaceutical Preparations,1434562,-3.353%
AGMB,$11.25,554039719.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),17439,-2.513%
AGMH,$1.41,4933493.00,Technology,EDP Services,149860,3.676%
AGNC,$10.41,11949943722.00,Real Estate,Real Estate Investment Trusts,14946561,-0.192%
AGNCL,$25.07,28778586849.00,Real Estate,Real Estate Investment Trusts,5311,-0.08%
AGNCM,$24.95,28640835336.00,Real Estate,Real Estate Investment Trusts,5616,-0.20%
AGNCN,$25.79,29605095925.00,Real Estate,Real Estate Investment Trusts,25663,0.039%
AGNCO,$25.57,29352551485.00,Real Estate,Real Estate Investment Trusts,14335,-0.117%
AGNCP,$25.13,28847462605.00,Real Estate,Real Estate Investment Trusts,52881,-0.436%
AGNCZ,$25.39,29145924216.00,,,90594,-0.039%
AGNT,$4.92,808473706.00,Finance,Real Estate,2092557,0.82%
AGPU,$6.97,72520348.00,Health Care,Industrial Specialties,271893,4.97%
AGRZ,$0.3477,7101246.00,Consumer Staples,Farming/Seeds/Milling,89621,-0.057%
AGYS,$86.56,2438103406.00,Technology,EDP Services,612599,4.769%
AHCO,$10.13,1378228560.00,Health Care,Medical/Nursing Services,1451907,-2.126%
AHG,$1.52,838828989.00,Consumer Discretionary,Business Services,5963,-1.299%
AHMA,$1.20,35670000.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,133961,0.00%
AIAI,$12.83,902128492.00,Technology,EDP Services,130269,0.944%
AIDX,$0.8669,9199134.00,Health Care,Precision Instruments,289824,-8.747%
AIFA,$0.542,20739655.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,274384,-1.633%
AIFC,$0.851,119000871.00,Finance,Finance: Consumer Services,1431402,3.152%
AIFF,$1.77,27562051.00,Technology,Computer Software: Prepackaged Software,175693,-1.667%
AIFU,$2.28,281612171.00,Finance,Specialty Insurers,5584,9.086%
AIHS,$1.17,5332262.00,Finance,Finance: Consumer Services,4766,-0.017%
AIIO,$2.37,46886964.00,Industrials,Auto Manufacturing,2780321,-12.546%
AIIOW,$0.05,989176.00,Industrials,Auto Manufacturing,167240,-13.194%
AIIR,$7.52,0.00,Consumer Discretionary,Tobacco,9218,1.355%
AIMD,$2.38,20288410.00,Technology,Computer peripheral equipment,341216,-13.139%
AIMDW,$0.1264,1077502.00,Technology,Computer peripheral equipment,10983,5.333%
AIOS,$15.86,51533184.00,Industrials,Metal Fabrications,187738,-2.34%
AIOT,$3.91,524515853.00,Telecommunications,Telecommunications Equipment,4633772,8.31%
AIP,$35.95,1659882753.00,Technology,Semiconductors,1470955,-2.627%
AIRE,$2.49,13358232.00,Finance,Real Estate,90799,1.22%
AIRG,$6.97,88350187.00,Technology,Radio And Television Broadcasting And Communications Equipment,94393,-3.862%
AIRJ,$4.49,307442603.00,Industrials,Industrial Machinery/Components,1970913,-6.263%
AIRJW,$0.9698,66404863.00,Industrials,Industrial Machinery/Components,13760,-1.041%
AIRO,$8.98,282381883.00,Industrials,Aerospace,1478829,1.012%
AIRS,$5.38,379535764.00,Health Care,Medical/Nursing Services,513103,-2.888%
AIRT,$22.475,60741812.00,Consumer Discretionary,Air Freight/Delivery Services,758,8.57%
AIRTP,$19.30,52160933.00,Consumer Discretionary,Air Freight/Delivery Services,678,0.00%
AISP,$3.02,103924433.00,Technology,Computer Software: Prepackaged Software,952626,2.373%
AISPW,$0.9525,32777491.00,Technology,Computer Software: Prepackaged Software,58550,8.857%
AIXC,$1.28,25900791.00,Health Care,Biotechnology: Pharmaceutical Preparations,62617,4.065%
AIXI,$12.08,11022058.00,Technology,Computer Software: Prepackaged Software,178855,-11.307%
AKAM,$149.54,21740940343.00,Consumer Discretionary,Business Services,5655597,4.478%
AKAN,$21.99,11751852.00,Health Care," Medicinal Chemicals and Botanical Products ",75912,0.365%
AKBA,$1.02,273623408.00,Health Care,Biotechnology: Pharmaceutical Preparations,2708686,-2.857%
AKTS,$20.74,1146454251.00,Health Care,Biotechnology: Pharmaceutical Preparations,141989,1.517%
AKTX,$16.43,18805581.00,Health Care,Biotechnology: Pharmaceutical Preparations,546732,-25.488%
ALAB,$342.85,58767211886.00,Technology,Semiconductors,5985719,-1.81%
ALAR,$9.29,67356876.00,Technology,Computer Software: Prepackaged Software,126848,-8.111%
ALBT,$0.357,4301011.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),268057,4.386%
ALCO,$40.65,301473693.00,,,18931,-2.541%
ALDF,$10.67,0.00,,,15018,0.094%
ALDFU,$10.82,0.00,Finance,Blank Checks,1,0.00%
ALDFW,$0.261,0.00,Finance,Blank Checks,1,0.00%
ALDX,$1.75,105561869.00,Health Care,Biotechnology: Pharmaceutical Preparations,579908,0.00%
ALEC,$2.16,239814404.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),993201,0.465%
ALF,$10.85,0.00,,,1422880,-0.092%
ALFUU,$10.90,0.00,Finance,Blank Checks,1600,0.926%
ALGM,$47.87,8914466575.00,Technology,Semiconductors,3650883,-6.321%
ALGN,$174.95,12529591319.00,Health Care,Industrial Specialties,1155008,0.981%
ALGS,$5.70,35272871.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),106392,-1.554%
ALGT,$91.61,1689040137.00,Consumer Discretionary,Air Freight/Delivery Services,528606,0.97%
ALHC,$15.32,3167162168.00,Health Care,Medical Specialities,5093276,-3.435%
ALIS,$10.08,0.00,,,15000,-0.188%
ALISR,$0.5621,0.00,Finance,Blank Checks,13550,0.555%
ALKS,$42.19,7032052297.00,Health Care,Biotechnology: Pharmaceutical Preparations,4269509,5.633%
ALKT,$18.17,1944538392.00,Technology,Computer Software: Prepackaged Software,1813892,3.297%
ALLO,$2.17,748985397.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),10289588,-3.556%
ALLR,$1.64,25355587.00,Health Care,Biotechnology: Pharmaceutical Preparations,215098,-1.796%
ALLT,$8.16,399212488.00,Telecommunications,Computer Communications Equipment,363926,2.771%
ALM,$19.66,5578364751.00,Basic Materials,Other Metals and Minerals,4548453,-5.024%
ALMR,$20.44,1416720642.00,Industrials,Biotechnology: Laboratory Analytical Instruments,402251,3.441%
ALMS,$21.60,2753826768.00,Health Care,Biotechnology: Pharmaceutical Preparations,1024653,0.935%
ALMU,$21.58,395029129.00,Technology,Semiconductors,1324802,-6.54%
ALNT,$79.16,1345443890.00,Industrials,Electrical Products,462753,6.127%
ALNY,$301.98,40318126795.00,Health Care,Biotechnology: Pharmaceutical Preparations,2278069,-1.01%
ALOT,$15.62,120162161.00,Technology,Computer peripheral equipment,95959,2.092%
ALOV,$9.92,0.00,,,9830,-0.302%
ALOVW,$0.355,0.00,,,3377,-15.476%
ALOY,$9.16,560715642.00,Technology,EDP Services,1962959,-5.858%
ALP,$0.379,8881709.00,Energy,Oil & Gas Production,17006606,-13.824%
ALPS,$0.7599,126447608.00,,,16479,-1.312%
ALRM,$45.11,2231166899.00,Technology,Computer Software: Prepackaged Software,735467,2.29%
ALRS,$28.58,718176703.00,Finance,Major Banks,243263,-1.107%
ALT,$3.05,593146170.00,Health Care,Biotechnology: Pharmaceutical Preparations,2596593,-0.651%
ALTI,$3.30,500338872.00,Finance,Investment Managers,89285,-0.901%
ALTO,$5.45,422294084.00,Industrials,Major Chemicals,3105998,4.607%
ALVO,$3.36,1048482261.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),699188,-2.041%
ALVOW,$0.26,81132556.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6524,-35.00%
ALXO,$1.90,255669542.00,Health Care,Biotechnology: Pharmaceutical Preparations,704837,0.529%
ALZN,$1.19,4527642.00,Health Care,Biotechnology: Pharmaceutical Preparations,70679,3.478%
AMAL,$41.48,1238897554.00,Finance,Major Banks,121150,-0.336%
AMAN,$10.13,0.00,Finance,Blank Checks,14133,-0.049%
AMAT,$450.06,357329381066.00,Technology,Semiconductors,8549512,0.085%
AMBA,$72.18,3165921915.00,Technology,Semiconductors,7415338,-21.407%
AMBR,$1.70,160267927.00,Finance,Finance: Consumer Services,60503,5.59%
AMCI,$4.80,108481742.00,Consumer Discretionary,Home Furnishings,46209,-0.415%
AMCX,$9.72,426977361.00,Telecommunications,Cable & Other Pay Television Services,717492,-1.119%
AMD,$516.10,841552989788.00,Technology,Semiconductors,30803806,-0.384%
AMGN,$336.79,181768349600.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2954439,0.092%
AMIX,$0.40,4563738.00,Health Care,Medical/Dental Instruments,172129,-3.614%
AMKR,$69.56,17242012352.00,Technology,Semiconductors,5173933,-1.445%
AMLX,$14.35,1595523649.00,Health Care,Biotechnology: Pharmaceutical Preparations,923917,0.914%
AMOD,$0.2294,12426508.00,Miscellaneous,Multi-Sector Companies,733076,-0.261%
AMODW,$0.0316,1711760.00,Miscellaneous,Multi-Sector Companies,7247,-11.485%
AMPG,$4.42,111997492.00,Telecommunications,Telecommunications Equipment,4365910,-6.554%
AMPGR,$0.5525,13999686.00,Telecommunications,Telecommunications Equipment,50045,-24.315%
AMPGZ,$0.648,16419542.00,Telecommunications,Telecommunications Equipment,27310,-11.475%
AMPH,$18.85,831151523.00,Health Care,Biotechnology: Pharmaceutical Preparations,849084,-2.332%
AMPL,$7.82,1037082504.00,Technology,Computer Software: Prepackaged Software,5761646,13.663%
AMRN,$14.49,303842389.00,Health Care,Biotechnology: Pharmaceutical Preparations,45796,0.555%
AMRX,$13.17,4201530171.00,Health Care,Biotechnology: Pharmaceutical Preparations,2188231,1.699%
AMSC,$50.94,2429555028.00,Consumer Discretionary,Metal Fabrications,1337020,-0.76%
AMSF,$30.65,573270581.00,Finance,Property-Casualty Insurers,244128,0.295%
AMSS,$4.10,58602522.00,Consumer Staples,Beverages (Production/Distribution),398728,-3.529%
AMST,$1.41,8252709.00,Technology,Computer Software: Prepackaged Software,680206,-18.023%
AMTX,$2.55,179434516.00,Industrials,Major Chemicals,927576,-3.042%
AMZN,$270.64,2911304097759.00,Consumer Discretionary,Catalog/Specialty Distribution,54749657,-1.226%
ANAB,$55.67,1620047214.00,Health Care,Biotechnology: Pharmaceutical Preparations,502209,-2.368%
ANDE,$70.59,2403875813.00,Industrials,Farming/Seeds/Milling,396620,-1.162%
ANGH,$3.5999,32632402.00,Consumer Discretionary,Telecommunications Equipment,2107,2.854%
ANGHW,$0.0127,115123.00,Consumer Discretionary,Telecommunications Equipment,19173,-7.299%
ANGI,$5.86,237464469.00,Consumer Discretionary,Advertising,2513121,3.901%
ANGO,$11.48,474341144.00,Health Care,Medical/Dental Instruments,248558,-2.629%
ANIK,$14.53,193330717.00,Health Care,Medical/Dental Instruments,99755,-2.483%
ANIP,$78.51,1763190770.00,Health Care,Biotechnology: Pharmaceutical Preparations,429985,-3.206%
ANIX,$2.70,90525217.00,Health Care,Biotechnology: Pharmaceutical Preparations,93663,0.00%
ANL,$11.94,869942155.00,Health Care,Biotechnology: Pharmaceutical Preparations,105605,5.664%
ANNA,$3.02,202141888.00,Energy,Oil & Gas Production,511257,-5.329%
ANNAW,$0.36,24096384.00,Energy,Oil & Gas Production,6204,-4.535%
ANNX,$5.42,888026556.00,Health Care,Biotechnology: Pharmaceutical Preparations,2176799,0.931%
ANPA,$6.13,92573758.00,Consumer Discretionary,Other Consumer Services,3937,-6.006%
ANSC,$11.33,0.00,,,164,0.00%
ANSCU,$11.44,0.00,,,1,0.00%
ANTA,$7.45,178744244.00,Finance,Investment Bankers/Brokers/Service,9202,-8.025%
ANTX,$4.33,155949977.00,Health Care,Biotechnology: Pharmaceutical Preparations,112298,-2.915%
ANY,$1.90,8063262.00,Finance,Finance: Consumer Services,186889,-1.042%
AOSL,$45.35,1357306362.00,Technology,Semiconductors,942316,-8.087%
AOUT,$10.135,127658028.00,Consumer Discretionary,Recreational Games/Products/Toys,38740,-1.697%
APA,$36.43,12876920370.00,Energy,Oil & Gas Production,6197674,-0.274%
APACU,$10.33,0.00,Finance,Blank Checks,400,1.275%
APC,$19.02,239085641.00,Energy,Oil Refining/Marketing,81415,-0.523%
APEI,$49.47,907452351.00,Real Estate,Other Consumer Services,410325,-2.962%
APGE,$82.14,6192483263.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1417320,5.551%
API,$4.10,346654119.00,Technology,Computer Software: Prepackaged Software,484496,-3.529%
APLD,$47.28,13511183804.00,Finance,Finance: Consumer Services,21831959,-4.773%
APLM,$14.15,31074136.00,Health Care,Biotechnology: Pharmaceutical Preparations,21218,0.64%
APLMW,$0.0134,29427.00,Health Care,Biotechnology: Pharmaceutical Preparations,85265,1.515%
APM,$1.03,8388070.00,Health Care,Biotechnology: Pharmaceutical Preparations,455694,22.897%
APOG,$38.41,820092102.00,Consumer Discretionary,Auto Parts:O.E.M.,363373,1.775%
APP,$613.09,205961454600.00,Technology,Computer Software: Programming Data Processing,6252214,2.20%
APPF,$161.17,5698734764.00,Technology,Computer Software: Prepackaged Software,397702,1.25%
APPN,$23.40,1717843608.00,Technology,Computer Software: Prepackaged Software,740241,6.171%
APPS,$8.78,1059412176.00,Miscellaneous,Multi-Sector Companies,14106291,4.462%
APRE,$0.8926,11052866.00,Health Care,Biotechnology: Pharmaceutical Preparations,123944,-4.073%
APURU,$10.01,0.00,Finance,Blank Checks,29204,0.10%
APVO,$4.91,6118376.00,Health Care,Biotechnology: Pharmaceutical Preparations,20753,-1.80%
APWC,$1.4299,58958286.00,Industrials,Telecommunications Equipment,1942,-0.007%
APXT,$10.05,0.00,Technology,Computer Software: Prepackaged Software,105569,0.10%
APXTU,$10.16,0.00,Finance,Blank Checks,612,0.197%
APXTW,$0.31,0.00,Finance,Blank Checks,105581,3.333%
APYX,$3.995,167286434.00,Health Care,Medical/Dental Instruments,110592,-3.735%
AQB,$1.04,5353092.00,Consumer Staples,Meat/Poultry/Fish,65378,0.00%
AQMS,$4.22,14187665.00,Industrials,Metal Fabrications,41796,3.431%
AQST,$4.02,504309478.00,Health Care,Biotechnology: Pharmaceutical Preparations,1324080,0.00%
ARAI,$0.66,31502718.00,Consumer Discretionary,Diversified Commercial Services,919715,3.513%
ARAY,$0.3784,45015863.00,Health Care,Medical/Dental Instruments,4899875,-9.905%
ARBB,$5.16,9108721.00,Technology,EDP Services,10979,0.194%
ARBE,$1.10,120106923.00,Technology,EDP Services,6066489,-9.091%
ARBEW,$0.0489,5339299.00,Technology,EDP Services,200927,-29.64%
ARBK,$3.85,51434737.00,Finance,Finance: Consumer Services,15556,4.336%
ARCB,$136.69,3043236088.00,Industrials,Trucking Freight/Courier Services,342476,2.175%
ARCC,$18.99,13635253827.00,Finance,Finance: Consumer Services,6208371,0.957%
ARCI,$9.99,0.00,,,29506,0.201%
ARCIW,$0.55,0.00,,,17978,1.382%
ARCL,$9.96,0.00,Finance,Blank Checks,112805,
ARCLR,$0.25,0.00,Finance,Blank Checks,2122801,
ARCLU,$10.22,0.00,Finance,Blank Checks,9776,0.888%
ARCLW,$0.07,0.00,Finance,Blank Checks,2171433,
ARCT,$7.92,225110706.00,Health Care,Biotechnology: Pharmaceutical Preparations,411253,0.00%
ARDX,$6.04,1492057497.00,Health Care,Biotechnology: Pharmaceutical Preparations,2803834,-3.36%
AREC,$2.20,235336798.00,Energy,Coal Mining,3472482,-8.714%
ARGX,$835.99,51883953739.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),192607,-0.298%
ARHS,$6.77,958226233.00,Consumer Discretionary,Other Specialty Stores,1192454,-1.312%
ARKO,$7.76,870561195.00,Consumer Staples,Food Chains,790707,-0.894%
ARKR,$6.33,22826974.00,Consumer Discretionary,Restaurants,964,-1.708%
ARLP,$24.85,3197171205.00,Energy,Coal Mining,263607,-1.856%
ARM,$353.29,375920079979.00,Technology,Semiconductors,10448339,5.375%
AROW,$36.70,606614997.00,Finance,Major Banks,41706,-0.891%
ARQ,$2.76,118476472.00,Industrials,Major Chemicals,285452,0.364%
ARQQ,$16.51,397735558.00,Technology,Computer Software: Prepackaged Software,476215,-2.365%
ARQQW,$0.0611,1471935.00,Technology,Computer Software: Prepackaged Software,57980,-15.374%
ARQT,$21.46,2684289206.00,Health Care,Biotechnology: Pharmaceutical Preparations,1629736,0.093%
ARRY,$9.08,1396743512.00,Consumer Discretionary,Miscellaneous manufacturing industries,4463900,-1.944%
ARTC,$9.92,0.00,Finance,Blank Checks,135,0.00%
ARTCU,$10.00,0.00,,,3,0.00%
ARTCW,$0.3498,0.00,,,2,-0.029%
ARTL,$1.40,4879756.00,Health Care,Biotechnology: Pharmaceutical Preparations,501236,-4.11%
ARTNA,$32.52,335750724.00,Utilities,Water Supply,38983,-0.184%
ARTV,$7.93,196003209.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),707604,4.205%
ARTW,$2.58,13367976.00,Industrials,Industrial Machinery/Components,9904,-1.149%
ARVN,$8.98,579400358.00,Health Care,Biotechnology: Pharmaceutical Preparations,795977,1.584%
ARWR,$77.91,10974170506.00,Health Care,Biotechnology: Pharmaceutical Preparations,1442008,-1.442%
ARXS,$44.93,18436339554.00,Industrials,Military/Government/Technical,980998,-4.057%
ASBP,$5.49,7110835.00,Health Care,Biotechnology: Pharmaceutical Preparations,160921,-0.723%
ASBPW,$0.014,18133.00,Health Care,Biotechnology: Pharmaceutical Preparations,13181,-0.709%
ASLE,$6.59,311396143.00,Consumer Discretionary,Industrial Specialties,287139,-0.453%
ASMB,$27.66,439589537.00,Health Care,Biotechnology: Pharmaceutical Preparations,138767,-0.252%
