ticket,price,market_cap,sector,industry,volume,pct_change
AGNC,$10.43,11972902307.00,Real Estate,Real Estate Investment Trusts,15627305,2.155%
AGNCL,$24.925,28612137105.00,Real Estate,Real Estate Investment Trusts,10796,0.342%
AGNCM,$24.85,28526042409.00,Real Estate,Real Estate Investment Trusts,3863,-0.121%
AGNCN,$25.82,29639533803.00,Real Estate,Real Estate Investment Trusts,15574,0.155%
AGNCO,$25.53,29306634314.00,Real Estate,Real Estate Investment Trusts,27513,-0.156%
AGNCP,$25.05,28755628264.00,Real Estate,Real Estate Investment Trusts,41195,0.32%
AGNCZ,$25.33,29077048460.00,,,29587,0.039%
AGNT,$4.81,790398074.00,Finance,Real Estate,1113087,-4.752%
AGPU,$6.92,72000116.00,Health Care,Industrial Specialties,1236679,29.588%
AGRZ,$0.3115,6361916.00,Consumer Staples,Farming/Seeds/Milling,99450,-5.319%
AGYS,$79.25,2232205348.00,Technology,EDP Services,425651,-0.739%
AHCO,$10.36,1409521015.00,Health Care,Medical/Nursing Services,826695,-0.861%
AHG,$1.60,882977883.00,Consumer Discretionary,Business Services,15249,4.575%
AHMA,$1.14,33886500.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,102450,-0.87%
AIAI,$13.92,978770741.00,Technology,EDP Services,206787,-11.224%
AIDX,$1.02,10823759.00,Health Care,Precision Instruments,313471,4.082%
AIFC,$0.8006,111953111.00,Finance,Finance: Consumer Services,3141007,-10.367%
AIFF,$1.69,26316308.00,Technology,Computer Software: Prepackaged Software,178482,-3.429%
AIFU,$2.16,280236478.00,Finance,Specialty Insurers,5922,-0.461%
AIHS,$1.1701,5332718.00,Finance,Finance: Consumer Services,18998,0.009%
AIIO,$3.06,60537599.00,Industrials,Auto Manufacturing,15845852,18.605%
AIIOW,$0.0601,1188990.00,Industrials,Auto Manufacturing,259506,5.439%
AIIR,$8.34,0.00,Consumer Discretionary,Tobacco,5217,-3.472%
AIMD,$3.16,26937553.00,Technology,Computer peripheral equipment,16956590,106.536%
AIMDW,$0.125,1065568.00,Technology,Computer peripheral equipment,122344,108.333%
AIOS,$16.78,54522499.00,Industrials,Metal Fabrications,122297,4.483%
AIOT,$3.56,477564306.00,Telecommunications,Telecommunications Equipment,1446186,4.399%
AIP,$37.91,1750379838.00,Technology,Semiconductors,1169314,4.493%
AIRE,$2.25,12070692.00,Finance,Real Estate,98784,-7.787%
AIRG,$7.00,88730460.00,Technology,Radio And Television Broadcasting And Communications Equipment,125405,-1.339%
AIRJ,$4.24,290324418.00,Industrials,Industrial Machinery/Components,1584930,-2.975%
AIRJW,$0.83,56832374.00,Industrials,Industrial Machinery/Components,103554,-8.033%
AIRO,$7.00,220119508.00,Industrials,Aerospace,704140,6.707%
AIRS,$5.49,387295789.00,Health Care,Medical/Nursing Services,792773,3.002%
AIRT,$20.701,55947330.00,Consumer Discretionary,Air Freight/Delivery Services,677,-7.17%
AIRTP,$19.11,51647431.00,Consumer Discretionary,Air Freight/Delivery Services,1342,-0.624%
AISP,$2.49,85686039.00,Technology,Computer Software: Prepackaged Software,724983,-2.734%
AISPW,$0.675,23228143.00,Technology,Computer Software: Prepackaged Software,38380,-8.771%
AIXC,$1.28,25900791.00,Health Care,Biotechnology: Pharmaceutical Preparations,93802,-0.775%
AIXI,$14.40,7667770.00,Technology,Computer Software: Prepackaged Software,195141,-6.917%
AKAM,$148.21,21547577693.00,Consumer Discretionary,Business Services,3662320,0.666%
AKAN,$23.86,12751213.00,Health Care," Medicinal Chemicals and Botanical Products ",328451,-12.021%
AKBA,$1.04,278988573.00,Health Care,Biotechnology: Pharmaceutical Preparations,2980929,1.961%
AKTS,$20.58,1137609859.00,Health Care,Biotechnology: Pharmaceutical Preparations,166112,1.18%
AKTX,$17.81,20385112.00,Health Care,Biotechnology: Pharmaceutical Preparations,2502257,-2.518%
ALAB,$318.72,54631138318.00,Technology,Semiconductors,8102416,3.858%
ALAR,$7.70,55828627.00,Technology,Computer Software: Prepackaged Software,16688,-1.092%
ALBT,$0.36,4337154.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),149812,-6.372%
ALCO,$41.21,305626836.00,,,10399,-0.242%
ALDF,$10.65,0.00,,,25000,0.00%
ALDFU,$10.97,0.00,Finance,Blank Checks,8471,1.763%
ALDFW,$0.261,0.00,Finance,Blank Checks,88650,-21.739%
ALDX,$1.78,107371501.00,Health Care,Biotechnology: Pharmaceutical Preparations,1960882,14.839%
ALEC,$2.19,243145160.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),480582,-0.905%
ALF,$10.86,0.00,,,188521,-0.275%
ALFUW,$0.1401,0.00,Finance,Blank Checks,36196,0.00%
ALGM,$50.76,9452649329.00,Technology,Semiconductors,3012116,10.468%
ALGN,$163.55,11713144671.00,Health Care,Industrial Specialties,873521,-0.037%
ALGS,$5.74,35520400.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),78590,-0.347%
ALGT,$87.20,1607731688.00,Consumer Discretionary,Air Freight/Delivery Services,651510,8.579%
ALHC,$16.03,3313943183.00,Health Care,Medical Specialities,2696060,-1.957%
ALIS,$10.10,0.00,,,144,0.398%
ALISR,$0.536,0.00,Finance,Blank Checks,3113,1.901%
ALISU,$10.57,0.00,,,92,0.00%
ALKS,$37.35,6225341391.00,Health Care,Biotechnology: Pharmaceutical Preparations,1122925,1.495%
ALKT,$16.80,1797922123.00,Technology,Computer Software: Prepackaged Software,958926,0.00%
ALLO,$2.12,731727669.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4768725,6.00%
ALLR,$1.685,26051320.00,Health Care,Biotechnology: Pharmaceutical Preparations,318750,-4.802%
ALLT,$7.69,376218631.00,Telecommunications,Computer Communications Equipment,294666,-0.13%
ALM,$19.77,5609576355.00,Basic Materials,Other Metals and Minerals,4054510,5.949%
ALMR,$19.09,1323150541.00,Industrials,Biotechnology: Laboratory Analytical Instruments,388123,-4.835%
ALMS,$22.33,2846895913.00,Health Care,Biotechnology: Pharmaceutical Preparations,666297,1.408%
ALMU,$24.36,445917961.00,Technology,Semiconductors,1942371,7.597%
ALNT,$71.32,1212191236.00,Industrials,Electrical Products,259002,12.545%
ALNY,$295.50,39452965322.00,Health Care,Biotechnology: Pharmaceutical Preparations,649711,-0.656%
ALOT,$14.11,108545972.00,Technology,Computer peripheral equipment,51894,-0.843%
ALOV,$9.95,0.00,,,103,0.201%
ALOVU,$10.05,0.00,Finance,Blank Checks,2603,0.50%
ALOVW,$0.42,0.00,,,5,0.00%
ALOY,$10.55,645802404.00,Technology,EDP Services,2433862,7.763%
ALP,$0.4518,10587747.00,Energy,Oil & Gas Production,37483021,24.087%
ALPS,$0.7286,121239278.00,,,17721,8.197%
ALRM,$43.88,2170330382.00,Technology,Computer Software: Prepackaged Software,505346,0.183%
ALRS,$28.84,724710151.00,Finance,Major Banks,140820,2.816%
ALT,$2.93,569809271.00,Health Care,Biotechnology: Pharmaceutical Preparations,2142185,1.034%
ALTI,$3.13,474563839.00,Finance,Investment Managers,531422,-5.152%
ALTO,$5.22,404472499.00,Industrials,Major Chemicals,5565931,11.064%
ALVO,$3.42,1067205159.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),468903,2.395%
ALVOW,$0.1802,56231102.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2061,-5.058%
ALXO,$1.93,259706430.00,Health Care,Biotechnology: Pharmaceutical Preparations,2096536,-2.525%
ALZN,$1.15,4375452.00,Health Care,Biotechnology: Pharmaceutical Preparations,69958,1.77%
AMAL,$41.99,1254129901.00,Finance,Major Banks,125685,1.695%
AMAN,$10.13,0.00,Finance,Blank Checks,7691,-0.099%
AMAT,$454.89,361164205113.00,Technology,Semiconductors,8044303,5.26%
AMBA,$93.57,4104119058.00,Technology,Semiconductors,1956115,6.876%
AMBR,$1.74,164038937.00,Finance,Finance: Consumer Services,68070,-6.452%
AMCI,$4.95,111871797.00,Consumer Discretionary,Home Furnishings,30368,-2.75%
AMCX,$9.54,419070372.00,Telecommunications,Cable & Other Pay Television Services,407151,3.247%
AMD,$503.89,821643355986.00,Technology,Semiconductors,38280345,7.782%
AMGN,$335.94,181309597568.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1860232,-0.99%
AMIX,$0.418,4769106.00,Health Care,Medical/Dental Instruments,338329,4.762%
AMKR,$73.46,18208715172.00,Technology,Semiconductors,8587944,11.726%
AMLX,$13.68,1521028817.00,Health Care,Biotechnology: Pharmaceutical Preparations,674451,0.736%
AMOD,$0.21,11375618.00,Miscellaneous,Multi-Sector Companies,609319,5.00%
AMODW,$0.0212,1148396.00,Miscellaneous,Multi-Sector Companies,7255,2.913%
AMPG,$4.99,126440607.00,Telecommunications,Telecommunications Equipment,7907863,-0.992%
AMPGR,$0.878,22247466.00,Telecommunications,Telecommunications Equipment,138473,9.75%
AMPGZ,$0.93,23565083.00,Telecommunications,Telecommunications Equipment,20812,16.25%
AMPH,$18.81,829387806.00,Health Care,Biotechnology: Pharmaceutical Preparations,670795,2.173%
AMPL,$6.84,907115643.00,Technology,Computer Software: Prepackaged Software,2743860,2.09%
AMRN,$14.30,299858259.00,Health Care,Biotechnology: Pharmaceutical Preparations,67041,-0.901%
AMRX,$12.79,4080301510.00,Health Care,Biotechnology: Pharmaceutical Preparations,2125228,2.979%
AMSC,$53.12,2529164579.00,Consumer Discretionary,Metal Fabrications,1169970,2.469%
AMSF,$30.80,576076147.00,Finance,Property-Casualty Insurers,196072,-0.805%
AMSS,$3.58,51170007.00,Consumer Staples,Beverages (Production/Distribution),222549,-17.13%
AMST,$1.58,9247716.00,Technology,Computer Software: Prepackaged Software,1116653,-24.762%
AMTX,$2.50,175916193.00,Industrials,Major Chemicals,1711247,-6.716%
AMWD,$42.57,620227659.00,Basic Materials,Forest Products,882600,9.434%
AMZN,$265.29,2853753562276.00,Consumer Discretionary,Catalog/Specialty Distribution,37964200,-0.387%
ANAB,$57.77,1681159109.00,Health Care,Biotechnology: Pharmaceutical Preparations,482198,-3.249%
ANDE,$71.35,2429756896.00,Industrials,Farming/Seeds/Milling,181244,0.706%
ANGH,$3.16,28644793.00,Consumer Discretionary,Telecommunications Equipment,12116,0.00%
ANGHW,$0.0105,95180.00,Consumer Discretionary,Telecommunications Equipment,88658,6.061%
ANGI,$5.47,221660520.00,Consumer Discretionary,Advertising,1080445,-0.906%
ANGO,$11.80,487563197.00,Health Care,Medical/Dental Instruments,418819,-1.007%
ANIK,$14.89,198120741.00,Health Care,Medical/Dental Instruments,56084,0.067%
ANIP,$81.41,1828319457.00,Health Care,Biotechnology: Pharmaceutical Preparations,456098,-1.584%
ANIX,$2.73,91531052.00,Health Care,Biotechnology: Pharmaceutical Preparations,104641,-2.151%
ANL,$11.35,826955064.00,Health Care,Biotechnology: Pharmaceutical Preparations,61475,-4.782%
ANNA,$3.00,200803200.00,Energy,Oil & Gas Production,428399,-6.542%
ANNAW,$0.2949,19738955.00,Energy,Oil & Gas Production,39773,-11.415%
ANNX,$5.52,904410810.00,Health Care,Biotechnology: Pharmaceutical Preparations,4503875,3.955%
ANPA,$6.05,91365618.00,Consumer Discretionary,Other Consumer Services,12907,-6.347%
ANSC,$11.36,0.00,,,11411,-0.176%
ANSCU,$11.44,0.00,,,5,0.00%
ANSCW,$0.23,0.00,,,26300,0.00%
ANTA,$7.88,189061026.00,Finance,Investment Bankers/Brokers/Service,595,-1.746%
ANTX,$4.73,170356442.00,Health Care,Biotechnology: Pharmaceutical Preparations,535787,-2.474%
ANY,$1.86,7893509.00,Finance,Finance: Consumer Services,136696,-1.587%
AOSL,$47.89,1433327490.00,Technology,Semiconductors,1806596,14.789%
AOUT,$9.85,124068236.00,Consumer Discretionary,Recreational Games/Products/Toys,46037,2.604%
APA,$37.50,13255133513.00,Energy,Oil & Gas Production,4001799,-3.351%
APAC,$10.12,0.00,,,300,0.00%
APACR,$0.15,0.00,,,46038,25.00%
APACU,$10.20,0.00,Finance,Blank Checks,100,0.295%
APC,$20.03,251781567.00,Energy,Oil Refining/Marketing,127456,-3.33%
APEI,$52.68,966334948.00,Real Estate,Other Consumer Services,171589,2.291%
APGE,$82.81,6242994144.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),443768,2.033%
API,$3.77,318752689.00,Technology,Computer Software: Prepackaged Software,1045791,3.571%
APLD,$45.14,12899636990.00,Finance,Finance: Consumer Services,22477679,-1.591%
APLM,$14.0897,30941714.00,Health Care,Biotechnology: Pharmaceutical Preparations,1313,0.033%
APLMW,$0.0139,30525.00,Health Care,Biotechnology: Pharmaceutical Preparations,41800,-1.418%
APM,$0.8449,6880660.00,Health Care,Biotechnology: Pharmaceutical Preparations,20539,-0.60%
APOG,$36.75,784649434.00,Consumer Discretionary,Auto Parts:O.E.M.,155463,2.425%
APP,$514.24,172753785600.00,Technology,Computer Software: Programming Data Processing,6750525,6.76%
APPF,$163.77,5790666949.00,Technology,Computer Software: Prepackaged Software,450498,-0.697%
APPN,$21.67,1590840640.00,Technology,Computer Software: Prepackaged Software,714304,1.404%
APPS,$4.81,576718678.00,Miscellaneous,Multi-Sector Companies,11885453,5.714%
APRE,$0.91,11268326.00,Health Care,Biotechnology: Pharmaceutical Preparations,110504,-4.211%
APURU,$9.99,0.00,Finance,Blank Checks,80166,-0.05%
APVO,$4.89,6093453.00,Health Care,Biotechnology: Pharmaceutical Preparations,20525,-1.212%
APWC,$1.40,57725436.00,Industrials,Telecommunications Equipment,4657,-6.667%
APXT,$10.03,0.00,Technology,Computer Software: Prepackaged Software,15199,0.10%
APXTW,$0.2301,0.00,Finance,Blank Checks,8185,-5.658%
APYX,$4.09,171264460.00,Health Care,Medical/Dental Instruments,100027,-0.969%
AQB,$0.9799,5043745.00,Consumer Staples,Meat/Poultry/Fish,49854,-0.508%
AQMS,$4.07,13683364.00,Industrials,Metal Fabrications,81633,2.778%
AQST,$4.08,511836486.00,Health Care,Biotechnology: Pharmaceutical Preparations,1051446,-0.971%
ARAI,$0.658,31407255.00,Consumer Discretionary,Diversified Commercial Services,1141178,2.62%
ARAY,$0.3746,44563801.00,Health Care,Medical/Dental Instruments,12825379,22.059%
ARBB,$4.83,8526186.00,Technology,EDP Services,11737,4.772%
ARBE,$1.15,125566329.00,Technology,EDP Services,4893112,1.77%
ARBEW,$0.08,8735049.00,Technology,EDP Services,16154,27.389%
ARBK,$3.56,47560432.00,Finance,Finance: Consumer Services,22787,-7.292%
ARCB,$129.49,2882936872.00,Industrials,Trucking Freight/Courier Services,176405,3.95%
ARCC,$18.82,13513189943.00,Finance,Finance: Consumer Services,3925367,1.237%
ARCI,$9.96,0.00,,,3407,0.00%
ARCIU,$10.08,0.00,Finance,Blank Checks,422,0.299%
ARCIW,$0.50,0.00,,,27729,-0.10%
ARCLU,$10.08,0.00,Finance,Blank Checks,32857,0.199%
ARCT,$7.21,204930327.00,Health Care,Biotechnology: Pharmaceutical Preparations,334589,2.56%
ARDX,$6.25,1543933669.00,Health Care,Biotechnology: Pharmaceutical Preparations,2591169,2.291%
AREC,$2.24,239615649.00,Energy,Coal Mining,4213431,3.704%
ARGX,$808.43,50173500546.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),168020,0.244%
ARHS,$6.44,911518012.00,Consumer Discretionary,Other Specialty Stores,1397169,1.899%
ARKO,$7.50,841392908.00,Consumer Staples,Food Chains,985051,-1.704%
ARKR,$6.31,22754851.00,Consumer Discretionary,Restaurants,9681,-4.394%
ARLP,$25.01,3217756613.00,Energy,Coal Mining,335421,0.523%
ARM,$321.22,340256781759.00,Technology,Semiconductors,10867824,4.799%
AROW,$37.43,618681181.00,Finance,Major Banks,122532,1.657%
ARQ,$2.49,106886382.00,Industrials,Major Chemicals,369280,1.22%
ARQQ,$16.59,399662805.00,Technology,Computer Software: Prepackaged Software,1085406,-5.146%
ARQQW,$0.0751,1809203.00,Technology,Computer Software: Prepackaged Software,31402,6.98%
ARQT,$21.11,2640510025.00,Health Care,Biotechnology: Pharmaceutical Preparations,2609882,1.198%
ARRY,$8.42,1295218103.00,Consumer Discretionary,Miscellaneous manufacturing industries,3825431,-0.708%
ARTC,$9.92,0.00,Finance,Blank Checks,7433,0.202%
ARTCW,$0.35,0.00,,,2194,0.00%
ARTL,$1.71,3990353.00,Health Care,Biotechnology: Pharmaceutical Preparations,25596713,43.697%
ARTNA,$32.48,335337746.00,Utilities,Water Supply,66440,0.123%
ARTV,$7.67,189576874.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),312372,-2.541%
ARTW,$2.64,13678859.00,Industrials,Industrial Machinery/Components,7446,1.149%
ARVN,$8.92,575529086.00,Health Care,Biotechnology: Pharmaceutical Preparations,636267,-1.87%
ARWR,$78.68,11082630412.00,Health Care,Biotechnology: Pharmaceutical Preparations,1623627,4.977%
ARXS,$39.53,16097682994.00,Industrials,Military/Government/Technical,2014379,13.592%
ASBP,$5.07,6566836.00,Health Care,Biotechnology: Pharmaceutical Preparations,76307,-6.285%
ASBPW,$0.0152,19688.00,Health Care,Biotechnology: Pharmaceutical Preparations,501,-10.059%
ASLE,$6.34,299582936.00,Consumer Discretionary,Industrial Specialties,399103,1.603%
ASMB,$28.75,456912480.00,Health Care,Biotechnology: Pharmaceutical Preparations,244664,1.447%
ASML,$1632.03,629013191810.00,Technology,Industrial Machinery/Components,1651137,-0.053%
ASND,$239.65,14852885827.00,Health Care,Biotechnology: Pharmaceutical Preparations,727671,-2.995%
ASO,$54.53,3517628547.00,Consumer Discretionary,Other Specialty Stores,1369222,3.827%
